username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,indicator,final_score
Y1050261,5.5,136.2077381,707.5,2.25,36.04166667,81.5,0.25,4.25,4.25,0.0,0.0,0.0,0.75,0.5,0.25,0.166666667,2.976842043,1.0,0.25,0.083333333,0.75,0.25,0.0,0.0,1.25,0.41666666700000005,0.0,0.0,2.25,0.75,0.0,0.0,0.0,3.5,1.166666667,0.0,0.0,3.5,1.166666667,3.0,1.0,0.0,0.0,4.25,1.4166666669999999,10.75,3.583333333,2.75,2.75,1.0,2.75,6.4725,74.25,1,82
Y1050262,2.25,108.64583329999999,266.5,1.25,13.41666667,24.25,1.5,6.75,11.75,0.0,0.0,0.0,3.75,1.5,2.25,0.493055555,5.997781037,2.25,2.25,0.506944445,2.75,0.8888888890000001,0.5,0.090277778,3.0,0.8125,0.25,0.027777778,2.25,0.729166667,0.25,0.25,0.0,5.25,1.5416666669999999,0.5,0.27777777800000003,5.75,1.819444445,4.25,1.5,0.5,0.090277778,9.5,2.8194444439999997,20.0,6.229166667,1.25,1.25,0.5,1.25,1.75,90.0,0,50
Y1050263,2.5,245.75,613.25,1.0,19.33333333,31.0,0.75,55.75,61.0,0.0,0.0,0.0,5.5,5.0,0.5,0.45833333299999995,1.019696553,0.5,3.75,0.35,5.5,0.5,1.0,0.0875,0.75,0.066666667,11.5,1.129166667,23.5,2.304166667,17.75,1.733333333,0.0,24.25,2.370833333,29.25,2.8625,53.5,5.233333333,44.5,4.345833333,1.0,0.0875,59.0,5.733333332999999,158.0,15.4,0.0,0.0,0.0,0.0,0.0,82.5,0,40
Y1050264,2.75,169.4375,528.25,1.75,37.1875,57.5,1.75,19.4375,35.25,0.0,0.0,0.0,8.75,8.0,0.75,0.685606061,8.115528992,3.5,1.5,0.130681818,8.25,0.7064393940000001,2.5,0.21780303,0.25,0.020833333,1.75,0.159090909,15.0,1.306818182,4.75,0.42045454600000004,0.5,15.25,1.327651515,7.0,0.623106061,22.25,1.950757576,26.0,2.261363636,2.5,0.21780303,31.0,2.7007575760000004,81.75,7.130681817999999,0.25,0.25,0.25,0.25,0.625,85.25,0,40
Y1050265,1.0,352.625,405.0,1.0,29.0,31.5,1.0,29.75,34.25,0.0,0.0,0.0,7.25,6.75,0.5,0.708333333,3.7951187219999998,3.75,3.25,0.340909091,6.25,0.643939394,2.0,0.23674242399999998,8.25,1.3125,3.5,0.36553030299999995,10.25,1.0852272729999999,2.0,0.17424242399999998,1.25,18.5,2.397727273,6.75,0.710227273,25.25,3.107954546,18.0,1.859848485,2.25,0.278409091,32.5,3.857954546,78.0,9.104166667000001,0.0,0.0,0.0,0.0,0.0,60.0,0,20
Y1050266,2.25,271.6041667,646.75,2.0,25.5625,52.5,2.0,33.5,76.0,0.0,0.0,0.0,8.0,7.75,0.25,0.9642857140000001,11.12193105,3.25,2.75,0.25892857199999997,7.5,0.943452381,2.75,0.25892857199999997,5.5,0.607142857,7.75,0.660714286,45.0,6.065476191,5.75,0.523809524,1.0,50.5,6.672619048,14.5,1.267857143,65.0,7.940476192,57.0,7.413690476,2.75,0.25892857199999997,73.0,8.940476192,197.75,24.55357143,1.5,1.0,0.75,1.0,1.083333333,84.0,0,40
Y1050267,3.0,178.02083330000002,708.5,2.75,18.3375,69.25,2.75,11.1375,44.0,0.0,0.0,0.0,8.75,6.25,2.5,0.573076923,6.992391668,0.75,6.0,0.463736264,7.0,0.59010989,1.75,0.15989011,6.0,0.506959707,10.0,0.775091575,12.75,0.952197802,3.75,0.286996337,0.0,18.75,1.459157509,13.75,1.062087912,32.5,2.521245421,20.75,1.6166666669999998,1.75,0.15989011,41.25,3.271245421,96.25,7.569047618,1.75,1.25,0.5,1.75,2.416666667,76.75,0,30
Y1050268,4.25,136.1875,589.25,2.5,17.79166667,53.75,2.25,8.729166668,26.25,1.5,1.25,2.5,8.5,4.75,3.75,0.42094017100000003,3.297546731,1.0,1.75,0.16346153900000002,8.25,0.7307692309999999,1.25,0.10790598300000001,2.5,0.205128205,2.5,0.22756410300000002,4.0,0.34829059799999995,3.25,0.293803419,0.25,6.5,0.553418803,6.0,0.542200855,12.5,1.095619658,13.75,1.20940171,1.25,0.10790598300000001,21.0,1.8456196580000002,48.5,4.258547009,0.0,0.0,0.0,0.0,0.0,82.25,1,60
Y1050270,2.0,220.45833330000002,486.75,1.5,31.20833333,51.25,1.75,13.08333334,29.75,0.0,0.0,0.0,7.25,4.25,3.0,0.441666667,6.678979844,3.5,3.75,0.38888888899999996,6.0,0.625,0.75,0.07777777799999999,0.75,0.080555556,2.0,0.213888889,11.0,1.163888889,3.5,0.37777777799999995,0.0,11.75,1.244444445,5.5,0.591666667,17.25,1.836111111,18.5,1.955555556,0.75,0.07777777799999999,24.5,2.586111111,61.0,6.455555555,4.0,2.5,3.0,2.5,6.6108333329999995,71.75,0,40
Y1050273,1.0,88.5,104.25,0.25,3.75,3.75,0.5,4.75,4.75,0.0,0.0,0.0,1.25,0.25,1.0,0.0625,1.301632324,1.0,0.75,0.375,1.25,0.5,0.0,0.0,1.75,1.375,0.5,0.125,0.25,0.25,0.25,0.25,0.0,2.0,1.625,0.75,0.375,2.75,2.0,1.5,0.75,0.0,0.0,4.0,2.5,8.25,5.25,3.5,2.5,1.0,3.25,6.4375,42.25,0,40
Y9999986,2.75,372.7291667,918.25,2.75,25.54166667,62.0,2.75,50.10416667,128.5,0.0,0.0,0.0,11.0,9.5,1.5,0.8617216120000001,9.170423615,3.75,8.0,0.725045787,10.75,0.979166667,2.25,0.194368132,17.0,1.447344323,38.0,3.453754579,42.5,3.6856684989999997,15.0,1.325778388,0.5,59.5,5.13301282,53.5,4.821199634,113.0,9.954212454,66.0,5.796245422,2.25,0.194368132,124.0,10.95421245,305.25,26.89903846,0.75,0.5,0.5,0.5,1.0,65.75,0,58
Y9999988,1.5,245.16666669999998,344.75,0.5,11.75,11.75,1.0,25.125,28.25,0.0,0.0,0.0,7.5,4.75,2.75,0.475252525,9.459556577999999,5.0,3.0,0.297474747,6.75,0.6795454540000001,0.5,0.047727273,3.5,0.34570707100000003,3.0,0.30757575800000003,5.0,0.5068181820000001,2.75,0.297222222,0.0,8.5,0.8525252529999999,5.75,0.60479798,14.25,1.4573232319999998,13.25,1.359848485,0.5,0.047727273,21.75,2.207323232,49.75,5.072222222,0.0,0.0,0.0,0.0,0.0,54.5,0,33
Y9999989,0.75,214.375,292.5,0.5,41.5,41.5,0.75,4.25,5.75,0.0,0.0,0.0,3.0,3.0,0.0,0.5,6.587733922999999,3.25,0.0,0.0,2.25,0.375,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.03125,0.0,0.0,0.0,0.25,0.03125,0.25,0.03125,2.5,0.40625,0.75,0.125,3.25,0.53125,6.75,1.09375,0.0,0.0,0.0,0.0,0.0,80.75,0,59
Y9999990,4.0,168.15,657.75,3.0,19.1875,54.25,3.25,28.1625,79.0,0.0,0.0,0.0,9.25,8.25,1.0,0.854166667,12.82442225,2.0,4.0,0.46073718,9.0,0.96875,1.25,0.1875,5.25,0.53525641,4.25,0.487179487,50.75,5.221153846,5.5,0.49519230799999997,0.0,56.0,5.756410256000001,9.75,0.982371795,65.75,6.738782051,64.0,6.497596154,1.25,0.1875,75.0,7.738782052,206.0,21.16266026,0.0,0.0,0.0,0.0,0.0,88.75,1,63
Y9999991,1.0,387.5,471.5,0.75,48.625,56.25,0.5,48.0,48.0,0.0,0.0,0.0,5.75,4.75,1.0,0.4375,4.81218604,3.25,3.75,0.27455357199999997,5.0,0.39285714299999996,1.0,0.14285714300000002,31.75,2.125,1.0,0.082589286,5.0,0.412946429,0.5,0.051339286,0.25,36.75,2.537946428,1.75,0.16964285699999998,38.5,2.707589286,10.25,0.841517857,1.0,0.14285714300000002,44.25,3.207589286,94.0,6.899553571,0.0,0.0,0.0,0.0,0.0,67.0,0,36
Y9999992,2.5,362.1875,677.25,2.5,39.0,71.75,2.5,21.02083333,39.5,0.0,0.0,0.0,12.5,11.75,0.75,0.9236111109999999,15.82039884,3.0,2.25,0.18456196600000002,10.75,0.8660523509999999,3.25,0.259214744,1.75,0.166666667,3.75,0.298344017,13.0,1.054353633,3.75,0.306223291,0.5,14.75,1.221020299,8.0,0.635817308,22.75,1.856837607,26.25,2.11698718,3.5,0.274839744,35.25,2.8568376069999997,87.75,7.105502137,0.0,0.0,0.0,0.0,0.0,65.75,0,38
Y9999993,0.75,565.25,719.5,0.5,39.25,39.25,0.75,110.125,141.0,0.0,0.0,0.0,9.5,8.5,1.0,0.45833333299999995,2.319687687,3.25,7.25,0.39880952399999997,9.5,0.5,1.0,0.056547619,32.5,1.830357143,26.0,1.418154762,49.75,2.683035714,10.5,0.59375,0.25,82.25,4.5133928580000005,36.75,2.029761905,119.0,6.54315476,67.5,3.668154762,1.0,0.056547619,128.5,7.04315476,316.0,17.31101191,0.5,0.5,0.25,0.5,0.0,70.75,0,49
Y9999994,0.5,78.0,78.0,0.25,1.25,1.25,0.5,5.5,5.5,0.0,0.0,0.0,3.0,0.5,2.5,0.25,5.9639883970000005,2.0,0.25,0.025,2.5,0.35,0.25,0.125,0.75,0.075,1.0,0.1,0.25,0.025,0.0,0.0,0.0,1.0,0.1,1.0,0.1,2.0,0.2,2.75,0.375,0.25,0.125,5.0,0.7,10.0,1.4,0.0,0.0,0.0,0.0,0.0,20.0,0,20
Y9999995,1.25,159.75,208.25,0.75,12.25,13.75,1.0,19.75,25.75,0.0,0.0,0.0,5.25,1.75,3.5,0.36111111100000004,6.81189225,5.0,3.5,0.5,4.75,0.694444445,0.5,0.111111111,8.5,1.0,1.5,0.333333333,3.0,0.444444445,1.75,0.194444444,0.0,11.5,1.4444444440000002,3.25,0.5277777779999999,14.75,1.9722222219999999,7.25,1.027777778,0.5,0.111111111,20.0,2.722222222,42.5,5.833333334,0.0,0.0,0.0,0.0,0.0,76.0,0,57
Y9999997,2.0,132.9375,488.0,1.5,17.5625,59.75,1.5,7.3125,23.25,0.0,0.0,0.0,7.5,6.5,1.0,0.596153846,9.167578215,1.75,2.75,0.22115384600000002,6.25,0.701923077,2.0,0.076923077,3.25,0.125,3.25,0.125,2.5,0.21153846199999998,1.5,0.173076923,0.75,5.75,0.33653846200000004,5.5,0.326923077,11.25,0.6634615389999999,9.5,0.942307692,2.0,0.076923077,18.75,1.413461539,41.5,3.0961538460000004,0.0,0.0,0.0,0.0,0.0,80.75,0,58
Y9999998,1.5,202.75,345.75,1.0,7.375,12.0,1.25,54.5,80.0,0.0,0.0,0.0,8.75,6.0,2.75,0.515873016,7.657378367000001,3.25,6.25,0.512896825,6.5,0.561507937,0.5,0.038690476,54.5,4.427579365,3.75,0.305555556,4.25,0.33829365100000003,1.5,0.13690476199999999,0.0,58.75,4.7658730160000005,5.25,0.44246031799999996,64.0,5.208333333,9.75,0.842261905,0.5,0.038690476,72.75,5.958333333,147.0,12.04761905,0.0,0.0,0.0,0.0,0.0,58.5,0,49
Y9999999,2.0,491.475,723.5,0.5,34.25,34.25,1.75,83.625,115.75,0.0,0.0,0.0,12.75,8.25,4.5,0.504166667,11.97244928,2.5,7.25,0.402083333,11.5,0.658333333,1.5,0.09375,19.0,1.010416667,9.5,0.50625,53.75,2.9625,8.5,0.46875,0.5,72.75,3.972916666,18.5,0.995833333,91.25,4.96875,71.25,3.9458333339999996,1.75,0.10416666699999999,104.0,5.71875,268.25,14.7375,0.0,0.0,0.0,0.0,0.0,98.75,1,73
