username,qz_mean,video_pause_backward_seek_avg,final_score
Y1050416,-0.216593010301,-0.720864252056,63.0
Y1050417,0.171144961301,-1.10860222366,62.0
Y1050418,-0.992068953505,0.0546116911477,20.0
Y1050419,-0.992068953505,0.0546116911477,10.0
Y1050420,0.171144961301,-1.10860222366,75.0
Y1050421,0.171144961301,-1.10860222366,60.0
Y1050422,0.171144961301,-1.10860222366,40.0
Y1050423,-0.992068953505,0.0546116911477,10.0
Y1050424,0.171144961301,-1.10860222366,30.0
Y1050425,-0.604330981903,-0.333126280454,10.0
Y1050426,0.458799143742,-0.0454720980133,40.0
Y1050427,1.13599089549,-0.143756289472,96.0
Y1050428,0.171144961301,-1.10860222366,20.0
Y1050429,-1.37980692511,0.44234966275,10.0
Y1050430,-1.76754489671,0.830087634352,0.0
Y1050431,-1.76754489671,0.830087634352,0.0
Y1050432,-1.76754489671,0.830087634352,0.0
Y1050433,-1.76754489671,0.830087634352,0.0
Y1050434,1.85962534641,0.579878161449,20.0
Y1050435,-0.0227240244997,-0.914733237857,10.0
Y1050436,-0.76693823549,0.279742409162,10.0
Y1050437,4.98637664372,7.58400917478,0.0
Y1050438,-1.76754489671,0.830087634352,10.0
Y1050439,0.458799143742,-0.0454720980133,10.0
Y1050440,-0.604330981903,-0.333126280454,10.0
Y1050441,-1.76754489671,0.830087634352,0.0
Y1050442,2.26096906504,2.53217376649,10.0
Y1050443,-1.76754489671,0.830087634352,0.0
Y1050444,0.909060579771,0.404789338015,10.0
Y1050445,0.321232106269,-0.958515078691,20.0
Y1050446,-1.76754489671,0.830087634352,0.0
Y1050447,-0.088846684331,-0.205379954485,10.0
Y1050448,0.996624260312,-0.283122924648,20.0
Y1050449,1.07790861828,0.573637376526,20.0
Y1050450,0.426637612115,-0.0776336296406,10.0
Y1050451,-1.76754489671,0.830087634352,0.0
Y1050452,0.690677388008,-0.589069796952,40.0
Y1050453,0.562705628633,0.0584343868778,20.0
Y1050454,-1.76754489671,0.830087634352,90.0
Y9999984,-0.100926527656,0.945754116996,66.0
Y9999985,-0.0227240244997,-0.914733237857,59.0
