username,watched_time_weekday,qz_mean,video_pause_backward_seek_avg,predict_score,real_score
Y1050406,-1.72388873892,0.156489547726,-0.112942867524,6.90495801158,10.0
Y1050407,0.258647406225,-0.995440463315,1.00025837755,11.7612600942,10.0
Y1050408,-0.99620585373,-0.351832330374,-0.202089548341,16.4785060694,10.0
Y1050409,-1.68581758312,0.327969581397,-0.423576738014,13.0295970348,10.0
Y1050410,-0.789755427662,-0.179128652123,-0.716933076982,28.1926381097,20.0
Y1050411,-1.38713019788,0.158936836891,-0.521362184439,18.0839440625,10.0
Y1050412,1.67962163088,0.876088474724,0.639387673779,43.0225912433,30.0
Y1050413,0.688170173696,1.41292236415,-0.517940738962,50.2083403938,60.0
Y1050414,0.730533879623,0.992154427884,0.372100175115,34.9383865347,53.0
Y1050415,1.57761839778,0.975112077606,0.384348852118,46.1137617448,30.0
Y1050416,0.164246864898,0.724459147469,-0.439483469994,39.5731794778,63.0
Y1050417,1.202534389,-1.07344684407,-0.280251154471,45.0146269342,62.0
Y1050418,0.0543063878072,-2.05623168814,1.16846705952,2.74280655823,20.0
Y1050419,-1.60162794799,0.328581403687,-0.52568156709,15.8243435433,10.0
Y1050420,-0.145697812359,-0.227021926934,-1.04379961697,42.0276426119,75.0
Y1050421,0.708531366787,-0.802815213815,-0.857481648153,48.6148603705,60.0
Y1050422,1.23967165441,0.20287420535,0.101070523127,43.578378923,40.0
Y1050423,-0.542054882801,-0.0130552385375,0.860511872622,6.49447339725,10.0
Y1050424,0.03831911095,0.762895340377,0.314545803825,25.7678998628,30.0
Y1050425,-1.68581758312,0.327969581397,-0.423576738014,13.0295970348,10.0
Y1050426,0.995748711805,0.0267420203726,-0.95874096397,56.8955542945,40.0
Y1050427,2.01033468673,-0.665762316999,-1.15548050609,71.4731105852,96.0
Y1050428,1.15670373846,-1.60759613398,0.536390488959,29.3679346538,20.0
Y1050429,-1.11041932088,-0.866272431386,0.729812062824,-1.8954109918,10.0
Y1050430,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050431,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050432,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050433,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050434,2.16652618067,0.0283951467035,1.37883368846,34.773358204,20.0
Y1050435,-1.43324867747,0.32980504827,-0.729891225548,21.4138365688,10.0
Y1050436,-1.51933956467,0.0816763608934,0.055268059688,6.68694636616,10.0
Y1050437,0.427200735682,2.67682554809,2.36192632852,4.16971054253,0.0
Y1050438,-0.534463166221,-0.110916561741,0.694658844839,8.96201780363,10.0
Y1050439,0.214816439245,-0.914337379886,0.106972340752,25.9331651803,10.0
Y1050440,-0.592585025156,-0.631036844059,0.472092051514,10.0570734709,10.0
Y1050441,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050442,0.507983972745,0.353353811809,0.69934980447,24.4988164855,10.0
Y1050443,-2.06064727971,0.154042258562,0.295476449085,-4.274028031,0.0
Y1050444,-0.463194301427,0.45593571818,-0.100811984102,24.717374099,10.0
Y1050445,1.1232521045,-1.40552841319,-0.176086212455,41.1490619801,20.0
Y1050446,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050447,0.421545639069,-1.7993566088,1.1297575314,9.18176659086,10.0
Y1050448,1.40693670393,-0.610343226554,0.748693509445,32.6204130239,20.0
Y1050449,1.65565860882,-1.65661950022,1.46208451475,20.91862398,20.0
Y1050450,1.3752604588,-1.90947407154,1.40089588246,17.2857366741,10.0
Y1050451,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050452,1.18620340402,-1.21697803771,0.0484758535949,38.98285506,40.0
Y1050453,0.785723407437,-0.978481319827,0.920376914083,20.2263261217,20.0
Y1050454,0.70897916045,-0.356839851933,-0.682913779255,47.2734393093,90.0
Y9999984,1.48554960002,1.08690724317,0.137577910382,49.2473690083,66.0
Y9999985,1.31827964681,-1.12497350261,-1.04275475494,58.7764101426,59.0
