username,qz_mean,watched_time_hour,predict_score,real_score
Y1050400,-1.23180167473,-0.0473286322221,7.89911796126,20.0
Y1050401,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050402,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050403,-0.990958822753,-0.288171484199,15.3723961025,20.0
Y1050404,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050405,-0.990958822753,-0.288171484199,15.3723961025,10.0
Y1050406,-0.990958822753,-0.288171484199,15.3723961025,10.0
Y1050407,0.171640348635,0.874427687189,18.1684871607,10.0
Y1050408,-0.990958822753,-0.288171484199,15.3723961025,10.0
Y1050409,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050410,-0.990958822753,-0.288171484199,15.3723961025,20.0
Y1050411,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050412,0.21744788901,-1.00650758825,45.8548270148,30.0
Y1050413,-0.460440931665,-0.48018214904,26.9893740847,60.0
Y1050414,1.34197656682,0.118021089563,48.5593572244,53.0
Y1050415,-0.367038120514,-0.145936485912,23.7669896706,30.0
Y1050416,2.71968492624,-0.190170514853,76.001943039,63.0
Y1050417,1.64842718445,-0.538899700713,63.0844670876,62.0
Y1050418,0.0471453798767,0.749932718431,17.8690724721,20.0
Y1050419,-0.347634208705,0.836838833803,10.0255711762,10.0
Y1050420,0.599333215058,-1.82883652208,64.0083813431,75.0
Y1050421,-0.564147093037,-0.343045458435,23.2929358013,60.0
Y1050422,1.48101194187,0.0162136126326,52.3407634838,40.0
Y1050423,-0.701971486792,-0.240027000214,19.5144419937,10.0
Y1050424,-0.381500744386,-0.160399109785,23.7322065619,30.0
Y1050425,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050426,1.10365261352,-0.120302863742,47.9861799066,40.0
Y1050427,3.12462960478,-0.266911540268,83.8698917264,96.0
Y1050428,-0.280889451937,0.90358359057,10.1860946156,20.0
Y1050429,-1.11123153298,0.0732415095263,8.18909330576,10.0
Y1050430,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050431,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050432,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050433,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050434,0.536933371536,1.72140641404,12.1529866797,20.0
Y1050435,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050436,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050437,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050438,-0.602608767578,0.581864274929,9.41234857837,10.0
Y1050439,-0.665215201999,0.519257840508,9.26177794683,10.0
Y1050440,0.103348516461,1.28782155897,11.1102001664,10.0
Y1050441,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050442,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050443,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050444,-0.515049049602,0.669423992906,9.6229327165,10.0
Y1050445,-0.355152463877,0.106792022701,20.3485536916,20.0
Y1050446,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050447,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050448,1.03872819415,1.7415155327,20.2538633,20.0
Y1050449,1.02309246207,0.0399798367909,44.3454085744,20.0
Y1050450,0.176083838838,0.878871177392,18.1791739078,10.0
Y1050451,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050452,2.05256780085,0.106083767658,60.6094177998,40.0
Y1050453,0.0611893641091,0.28229099871,24.7968915233,20.0
Y1050454,2.53992221277,-0.85161893228,82.4636503057,90.0
Y9999984,1.95470087495,0.489902545718,53.4800016863,66.0
Y9999985,1.73378171864,-0.93523087048,70.1837904681,59.0
