username,video_stop_backward_seek_sum,qz_mean,watched_time_weekday,active_num_days,hw_mean,final_score
Y1050257,-0.579869113206,1.00141949643,0.23253816913,-0.650560194816,-0.606428060004,40.0
Y1050258,-0.579869113206,-1.05937946729,0.23253816913,-0.816110304034,-0.549895152119,10.0
Y1050259,-0.579869113206,1.59021920035,2.42994583447,-0.485010085599,1.64414699839,80.0
Y1050260,0.0545176089339,0.54720258198,3.0292388341,-0.319459976381,-0.691227421661,50.0
Y1050261,-0.579869113206,0.892070979991,-0.766283496931,2.3293417711,1.50422805165,82.0
Y1050262,-0.579869113206,1.42199071352,0.23253816913,0.177190351272,-0.0976318900584,50.0
Y1050263,-0.579869113206,1.16964798327,-1.16581216336,0.34274046049,-0.691227421661,40.0
Y1050264,0.688904331074,1.26217365103,1.23135983519,0.508290569707,-0.479229017517,40.0
Y1050265,2.59206449749,0.412619792513,1.4311241684,-0.650560194816,-0.691227421661,20.0
Y1050266,1.95767777535,1.22011652932,1.03159550198,0.177190351272,-0.323763521258,40.0
Y1050267,-0.579869113206,0.976185223408,-0.966047830144,0.673840678925,0.128499741141,30.0
Y1050268,0.0545176089339,1.16123655893,-0.766283496931,1.50159122501,-0.691227421661,60.0
Y1050269,-0.579869113206,-1.18555083241,-1.56534082978,-1.31276063169,-0.691227421661,10.0
Y1050270,-0.579869113206,0.807956736574,1.23135983519,0.0116402420544,1.55115036499,40.0
Y1050271,-0.579869113206,-1.6061220495,-1.56534082978,-1.31276063169,-0.691227421661,0.0
Y1050272,-0.579869113206,-1.6061220495,-1.56534082978,-1.31276063169,-0.691227421661,0.0
Y1050273,-0.579869113206,-0.184591335749,-0.766283496931,-0.650560194816,1.49235614102,40.0
Y9999986,0.688904331074,0.606082552372,1.4311241684,0.508290569707,-0.352029975031,58.0
Y9999987,-0.579869113206,-0.781802464011,-1.56534082978,-1.31276063169,-0.691227421661,27.0
Y9999988,-0.579869113206,0.227568456995,2.42994583447,-0.319459976381,-0.691227421661,33.0
Y9999989,-0.579869113206,1.11076801288,1.03159550198,-0.816110304034,-0.691227421661,59.0
Y9999990,-0.579869113206,1.37993359181,0.0327738359176,1.3360411158,-0.691227421661,63.0
Y9999991,0.0545176089339,0.648139674081,1.03159550198,-0.650560194816,-0.691227421661,36.0
Y9999992,0.688904331074,0.606082552372,0.831831168767,0.34274046049,-0.691227421661,38.0
Y9999993,0.0545176089339,0.774311039207,1.03159550198,-0.816110304034,-0.691227421661,49.0
Y9999994,-0.579869113206,-0.933208102162,0.0327738359176,-0.981660413252,-0.691227421661,20.0
Y9999995,-0.579869113206,0.950950950383,2.42994583447,-0.485010085599,-0.691227421661,57.0
Y9999996,-0.579869113206,0.993008072092,-1.56534082978,-1.31276063169,-0.691227421661,54.0
Y9999997,1.32329105321,1.11076801288,-0.166990497295,0.0116402420544,-0.691227421661,58.0
Y9999998,-0.579869113206,0.362151246463,1.03159550198,-0.319459976381,-0.691227421661,49.0
Y9999999,0.688904331074,1.71639056548,0.432302502342,0.0116402420544,-0.691227421661,73.0
