username,video_backward_seek_avg,video_stop_backward_seek_avg,qz_mean,video_pause_backward_seek_avg,hw_mean,predict_score,real_score
Y1050243,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,10.0
Y1050244,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,10.0
Y1050245,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,10.0
Y1050246,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,30.0
Y1050247,-1.27962486975,0.0836935508953,0.0227673046309,-0.22264372974,0.15699606725,15.0233296474,30.0
Y1050248,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,30.0
Y1050249,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,30.0
Y1050250,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,10.0
Y1050251,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,0.0
Y1050252,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,10.0
Y1050253,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,10.0
Y1050254,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,20.0
Y1050255,-0.214546563057,0.453357748169,-0.41285427269,0.454473659745,0.196608602476,30.3024712313,40.0
Y1050256,-1.09905555468,-0.103602059364,0.0331985423628,-0.002196603266,-0.0313613478043,22.4683347833,30.0
Y1050257,-0.578843956551,-0.64319179364,0.0632504415405,0.632901070571,-0.574010091131,43.9170400543,40.0
Y1050258,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,10.0
Y1050259,2.2563608024,-0.192115388685,-1.03593190589,-0.20786659493,-0.885221285151,74.4516550224,80.0
Y1050260,1.72613850908,1.52945305227,-0.844397912877,-0.165762822765,-1.81687977597,49.3160765927,50.0
Y1050261,0.41930530159,-1.8798963636,-0.318430205601,0.14917012141,-0.376073323322,70.0054693036,82.0
Y1050262,-0.0864808952008,-0.43208348658,-0.147693331682,1.06267448015,-0.300542835109,50.0244997701,50.0
Y1050263,-0.836800120935,-0.375626636126,0.048348673352,0.317976604179,-0.304928069625,33.2813184315,40.0
Y1050264,-0.597226831714,-0.586784858683,0.0499117337665,0.605167253561,-0.508144551098,42.4202331642,40.0
Y1050265,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,20.0
Y1050266,-0.0344232190133,-0.370361212742,0.701211541932,0.668683987065,-0.26538013097,45.2081937941,40.0
Y1050267,-0.952958996762,0.043492738931,-0.0586120100906,0.0648057945315,0.0741561320484,22.6728044178,30.0
Y1050268,0.838690895745,-0.351156071212,1.11235516282,0.948842233132,-0.594187873872,59.7575181111,60.0
Y1050269,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,10.0
Y1050270,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,40.0
Y1050271,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,0.0
Y1050272,-1.33121610263,0.137206582398,0.0197869509932,-0.285628623018,0.210812471552,12.8961853228,0.0
Y1050273,-0.755114002127,-0.460355602761,0.0530675666166,0.417702685308,-0.390137376525,36.6492969489,40.0
Y9999986,1.10997740838,0.769539717575,-0.93179087695,0.500521123435,-1.29931648915,53.2095275919,58.0
Y9999987,-0.415471719065,-0.812649726776,0.0726882280624,0.832353232671,-0.744428704797,50.6529970839,27.0
Y9999988,-0.694199008866,-0.185340630068,-0.0576102016572,0.343722741663,-0.19879175345,32.5997215789,33.0
Y9999989,-0.329486330895,-0.901838112659,0.0776554841277,0.937328054854,-0.834122712011,54.1982376266,59.0
Y9999990,1.19350522219,0.127182641754,-0.206948604355,1.28080773348,-0.682989015716,63.8283416733,63.0
Y9999991,-0.608938842353,-0.611975858641,0.061511901921,0.596159882878,-0.542617188667,42.6762058667,36.0
Y9999992,-0.17604493401,0.148225495506,0.898846735701,0.162041933248,0.132939989677,30.412732568,38.0
Y9999993,0.438288943935,-0.312854672002,0.0721432122044,0.894027189672,-0.888316874503,56.95452494,49.0
Y9999994,-0.836800120935,-0.375626636126,0.048348673352,0.317976604179,-0.304928069625,33.2813184315,20.0
Y9999995,-0.170645318101,-0.885233769854,0.0272015562849,1.10554828818,-0.773035651456,57.1585840073,57.0
Y9999996,-0.260698020435,-0.973188821285,0.0816292889755,1.02130791251,-0.905877917701,57.0344300576,54.0
Y9999997,0.0789550520049,-0.867050644315,-0.0494806932151,1.37100772744,-0.686933549,61.9669242491,58.0
Y9999998,-0.243199741121,-0.787531489054,0.0136658200319,0.94803678527,-0.779287965849,53.8088186777,49.0
Y9999999,0.273464540519,-0.995439780804,-0.0669919063291,1.44325838843,-1.05709877535,68.7370710596,73.0
