username,video_stop_backward_seek_avg,watched_time_hour,qz_mean,hw_mean,final_score
Y1050319,-0.396492043318,1.79328208823,2.07402480111,2.30545657034,76.0
Y1050320,0.713324093195,0.241956525456,-0.790477377028,-0.493737171831,10.0
Y1050321,-0.396492043318,-0.887312989346,-0.108453048901,-0.493737171831,20.0
Y1050322,-0.396492043318,1.19532043542,2.71058084183,2.20366770689,99.0
Y1050323,0.824305705626,2.74972694883,2.33546746033,2.20366770689,88.0
Y1050324,-0.396492043318,-0.679563641379,-0.108453048901,-0.493737171831,30.0
Y1050325,-0.396492043318,0.500707209153,-0.222123770142,-0.493737171831,20.0
Y1050326,-0.396492043318,0.467625117251,-0.563135934205,-0.493737171831,20.0
Y1050327,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050328,-0.396492043318,0.883314300375,1.00552002049,3.06887304554,71.0
Y1050329,-0.396492043318,0.113365876497,0.00521767234008,-0.493737171831,20.0
Y1050330,-0.396492043318,0.422962023903,-0.449465212964,-0.493737171831,10.0
Y1050331,-0.396492043318,0.410692313378,-0.563135934205,-0.493737171831,10.0
Y1050332,1.82314022971,1.16596661625,0.346229836404,1.03309577857,40.0
Y1050333,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050334,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,20.0
Y1050335,-0.396492043318,-0.341821174452,-0.790477377028,-0.493737171831,10.0
Y1050336,-0.396492043318,-0.272482274667,1.83531628626,-0.493737171831,50.0
Y1050337,-0.396492043318,-0.739513663853,-0.790477377028,-0.493737171831,10.0
Y1050338,-0.396492043318,0.013950777182,-0.790477377028,-0.493737171831,10.0
Y1050339,-0.396492043318,0.209570569364,-0.790477377028,-0.493737171831,20.0
Y1050340,1.51100443941,1.42876667042,-0.790477377028,-0.493737171831,10.0
Y1050341,-0.396492043318,-0.822730291124,0.118888393922,-0.493737171831,20.0
Y1050342,-0.396492043318,-0.58487627857,1.33516511219,-0.493737171831,50.0
Y1050343,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050344,0.620839410068,2.73141225761,0.232559115163,-0.493737171831,40.0
Y1050345,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,10.0
Y1050346,0.620839410068,0.371747546742,1.06235538094,0.269679303372,50.0
Y1050347,1.34750474264,0.032304109648,-0.790477377028,-0.493737171831,20.0
Y1050348,-0.396492043318,0.280456138855,-0.790477377028,-0.493737171831,10.0
Y1050349,-0.396492043318,-0.7892301188,0.869115154862,1.9491955486,65.0
Y1050350,2.04510345457,1.06669771561,-0.790477377028,-0.493737171831,10.0
Y1050351,-0.396492043318,1.37401519885,1.47156997781,1.49114566341,70.0
Y1050352,8.56130962389,1.63399311683,1.53977241063,2.50903429725,80.0
Y1050353,-0.396492043318,1.3315227134,0.891849298905,0.320573735099,50.0
Y1050354,0.713324093195,0.881374693041,0.880482226883,-0.0356872866383,50.0
Y1050355,-0.396492043318,-0.21543930706,-0.563135934205,-0.493737171831,10.0
Y1050356,0.824305705626,0.247052421489,0.118888393922,-0.239265013549,30.0
Y1050357,-0.396492043318,-0.887312989346,-0.483566429371,-0.493737171831,20.0
Y1050358,1.83582384221,2.05060407056,0.778178577664,1.13488464167,50.0
Y1050359,-0.396492043318,-0.887312989346,-0.676806655787,-0.493737171831,20.0
Y1050360,-0.396492043318,-0.887312989346,-0.165288409692,-0.493737171831,30.0
Y1050361,-0.396492043318,1.26739364309,-0.290326202954,-0.493737171831,30.0
Y1050362,-0.396492043318,0.144385615775,1.89215164705,1.86420184791,80.0
Y1050363,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050364,0.281728933745,-0.692861377749,1.93761993548,1.74561782205,72.0
Y1050365,0.213906831156,1.93412945727,2.61964426361,2.86529531899,96.0
Y1050366,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050367,-0.396492043318,-0.483856500584,2.54007475877,1.64382895859,90.0
Y1050368,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,20.0
Y1050369,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050370,-0.396492043318,1.46241515619,-0.449465212964,-0.493737171831,20.0
Y1050371,-0.396492043318,-0.370270503215,0.91458344329,-0.493737171831,40.0
Y1050372,1.63817086345,2.37185532655,0.459900557985,2.55992872862,50.0
Y1050373,-0.396492043318,-0.887312989346,-0.392629852173,-0.493737171831,20.0
Y1050374,-0.396492043318,-0.234206598727,-0.108453048901,-0.493737171831,30.0
Y1050375,-0.396492043318,0.939583996377,0.289394475954,-0.493737171831,30.0
Y1050376,0.713324093195,0.34113417576,2.14222723392,2.16956843792,90.0
Y1050377,-0.396492043318,1.04946358138,0.425799341579,0.269679303372,40.0
Y1050378,0.620839410068,2.56166758929,2.36956867674,2.55992872862,93.0
Y1050379,-0.396492043318,-0.292673093456,2.09675894549,-0.493737171831,60.0
Y1050380,-0.396492043318,0.456913194218,2.02855651268,2.55992872862,80.0
Y1050381,-0.396492043318,1.95178535968,0.994152948124,1.0839902103,55.0
Y1050382,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,20.0
Y1050383,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,10.0
Y1050384,1.12950514287,0.304100699541,-0.165288409692,-0.493737171831,30.0
Y1050385,0.246033088349,2.1860736694,0.91458344329,-0.493737171831,40.0
Y1050386,-0.396492043318,-0.87256620037,0.0393188887464,-0.493737171831,30.0
Y1050387,0.824305705626,0.257289843171,-0.563135934205,-0.493737171831,10.0
Y1050388,-0.396492043318,-0.887312989346,-0.335794491723,-0.493737171831,20.0
Y1050389,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050390,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,10.0
Y1050391,0.417373126714,-0.71010872894,-0.563135934205,-0.493737171831,10.0
Y1050392,-0.396492043318,-0.887312989346,-0.335794491723,-0.493737171831,20.0
Y1050393,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050394,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,20.0
Y1050395,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,10.0
Y1050396,2.65550232904,0.291388861308,-0.563135934205,-0.493737171831,20.0
Y1050397,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,20.0
Y1050398,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050399,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050400,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,20.0
Y1050401,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050402,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050403,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,20.0
Y1050404,-0.396492043318,-0.273274961285,-0.790477377028,-0.493737171831,10.0
Y1050405,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,10.0
Y1050406,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,10.0
Y1050407,-0.396492043318,0.365174822086,-0.563135934205,-0.493737171831,10.0
Y1050408,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,10.0
Y1050409,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050410,-0.396492043318,-0.887312989346,-0.563135934205,-0.493737171831,20.0
Y1050411,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050412,1.63817087566,-0.355102043247,0.346229836404,-0.137476150094,30.0
Y1050413,1.95790361711,-0.557384079587,0.573571279226,1.03309577857,60.0
Y1050414,1.15372732061,1.81393039282,0.687242000467,2.35635100207,53.0
Y1050415,-0.396492043318,0.0375667911261,-0.335794491723,-0.493737171831,30.0
Y1050416,4.48669895245,1.22969298374,1.65344313221,2.00008998033,63.0
Y1050417,-0.396492043318,0.672835367219,1.46020290579,1.33846236858,62.0
Y1050418,-0.396492043318,0.995464158783,-0.36989570813,-0.086581718366,20.0
Y1050419,-0.396492043318,0.912318884293,-0.665439583424,-0.493737171831,10.0
Y1050420,-0.396492043318,-0.860580984861,1.74437970906,2.00008998033,75.0
Y1050421,0.158416018835,-0.43158790046,0.266660331569,2.15277327552,60.0
Y1050422,-0.396492043318,0.608194646581,0.91458344329,-0.493737171831,40.0
Y1050423,-0.396492043318,-0.651827405167,-0.36989570813,-0.493737171831,10.0
Y1050424,1.24410572477,0.735607970754,0.0961542495374,-0.493737171831,30.0
Y1050425,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050426,-0.396492043318,0.33139108528,0.573571279226,-0.493737171831,40.0
Y1050427,1.01212073923,1.34103547783,2.66511255101,2.10187884379,96.0
Y1050428,0.620839410068,0.137120880986,-0.790477377028,-0.493737171831,20.0
Y1050429,1.34750474264,-0.757420730106,-0.790477377028,-0.493737171831,10.0
Y1050430,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050431,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050432,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050433,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050434,-0.396492043318,1.0181752835,-0.790477377028,-0.493737171831,20.0
Y1050435,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050436,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050437,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050438,-0.396492043318,-0.209472795888,-0.790477377028,-0.493737171831,10.0
Y1050439,-0.396492043318,-0.276919769842,-0.790477377028,-0.493737171831,10.0
Y1050440,0.366506549772,0.551066963137,-0.790477377028,-0.493737171831,10.0
Y1050441,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050442,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050443,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050444,-0.396492043318,-0.115143226218,-0.790477377028,-0.493737171831,10.0
Y1050445,-0.396492043318,-0.332080057375,-0.449465212964,-0.493737171831,20.0
Y1050446,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050447,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,10.0
Y1050448,0.321624274564,1.29930326865,-0.563135934205,-0.493737171831,20.0
Y1050449,0.620839410068,0.374334312616,0.232559115163,-0.493737171831,20.0
Y1050450,-0.396492043318,0.369961869469,-0.563135934205,-0.493737171831,10.0
Y1050451,-0.396492043318,-0.887312989346,-0.790477377028,-0.493737171831,0.0
Y1050452,-0.396492043318,0.964477379741,1.22149439095,-0.493737171831,40.0
Y1050453,-0.396492043318,-0.0132799878583,-0.335794491723,-0.493737171831,20.0
Y1050454,-0.396492043318,0.841559164279,2.66511255101,2.71261202381,90.0
Y9999984,1.34750474264,2.42985440905,1.63070898782,0.829518051664,66.0
Y9999985,-0.396492043318,0.231847589321,2.0399235847,-0.493737171831,59.0
