username,qz_mean,video_stop_backward_seek_sum,video_pause_backward_seek_avg,indicator,predict_score,real_score
Y1050363,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050364,1.25914522171,-0.873568944483,-1.26318849777,1.0,81.0794152111,72.0
Y1050365,1.63273432912,-0.776808741613,-0.313610526878,1.0,77.0328532674,96.0
Y1050366,-0.378985791263,-0.1628142415,0.767211030048,0.0,14.770036933,10.0
Y1050367,0.661434112468,-1.35395068534,-0.708947547226,1.0,74.4120213777,90.0
Y1050368,0.167822447868,0.328404650756,0.151354966022,0.0,21.3573203337,20.0
Y1050369,-0.277898905222,0.599594929693,0.109202865731,0.0,16.0213357028,10.0
Y1050370,-0.869548265828,-0.234670974544,-0.323956742677,0.0,18.6325073501,20.0
Y1050371,-0.757119705008,-0.346755267666,-0.4365526707,0.0,21.1267026957,40.0
Y1050372,2.37825590608,2.72908289645,-1.04056390019,0.0,36.156684705,50.0
Y1050373,-0.912711521947,-0.0491847636758,0.121165504686,0.0,13.9300646648,20.0
Y1050374,1.09248230227,0.562882638397,-0.504501567658,0.0,33.1737756441,30.0
Y1050375,0.550922611642,0.33499155639,0.863761052724,0.0,19.6429831865,30.0
Y1050376,1.09212994107,-1.88638726971,-1.43103649285,1.0,86.6761281575,90.0
Y1050377,-0.0825483400888,-1.0192610264,-1.11212823884,0.0,36.0918747692,40.0
Y1050378,5.0104426864,-1.76036344857,3.02886544879,1.0,89.3004263936,93.0
Y1050379,1.66213005795,-1.47884907664,0.751024130408,1.0,73.6696503543,60.0
Y1050380,0.418753049675,-0.861542187364,0.240722890484,1.0,62.4438103739,80.0
Y1050381,2.91857015319,2.4377539198,-0.883912324983,0.0,41.6415386956,55.0
Y1050382,0.152194621595,1.11566222451,-0.647929912718,0.0,22.4249346453,20.0
Y1050383,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050384,1.99155990468,2.29192473419,0.0177836791607,0.0,27.504127968,30.0
Y1050385,2.13726588158,-0.364737606956,-1.22932467839,0.0,53.3560968139,40.0
Y1050386,-0.134169308235,-0.479380554824,0.317494386094,0.0,22.1070958596,30.0
Y1050387,1.37666941987,2.77542770251,0.268230671693,0.0,17.2673938529,10.0
Y1050388,-0.532262583368,-0.570923853912,-0.661744526746,0.0,26.1150933868,20.0
Y1050389,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050390,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050391,-1.09440538747,-0.0105023882982,-0.0987648866312,0.0,13.644116659,10.0
Y1050392,-0.419834022548,-0.683008147034,-0.774340454769,0.0,28.6092887324,20.0
Y1050393,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050394,-0.0180008239235,0.367966171079,-0.0735738435646,0.0,21.0648735092,20.0
Y1050395,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050396,1.36830962529,1.64068343503,0.0437418890069,0.0,25.4310536219,20.0
Y1050397,-0.869548265828,-0.234670974544,-0.323956742677,0.0,18.6325073501,20.0
Y1050398,-1.21024618969,0.190456772697,0.258385204337,0.0,8.82729477147,0.0
Y1050399,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050400,0.617785152641,1.01653863747,-0.0843582841828,0.0,23.1576764112,20.0
Y1050401,-1.09440538747,-0.0105023882982,-0.0987648866312,0.0,13.644116659,10.0
Y1050402,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050403,-1.09440538747,-0.0105023882982,-0.0987648866312,0.0,13.644116659,20.0
Y1050404,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050405,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050406,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050407,-0.539087066165,-0.393174118166,-0.172636200855,0.0,21.469840303,10.0
Y1050408,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050409,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050410,-1.09440538747,-0.0105023882982,-0.0987648866312,0.0,13.644116659,20.0
Y1050411,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050412,2.0340539936,0.538720126258,1.13258795783,0.0,30.021099065,30.0
Y1050413,3.1957652101,1.50666063417,-0.0166992496964,1.0,75.8175943045,60.0
Y1050414,2.11322667538,1.21764639521,0.19936936658,0.0,33.5551658673,53.0
Y1050415,2.22809881477,-0.550967400646,1.40178327872,0.0,36.1860448233,30.0
Y1050416,0.940465509454,-0.100535218976,0.340543249525,1.0,62.039829115,63.0
Y1050417,0.66468887176,-0.218119562822,-0.490638127857,1.0,66.2403273546,62.0
Y1050418,-1.20683394829,0.101581904824,0.0138310413918,0.0,11.1499213134,20.0
Y1050419,-0.981976826648,-0.122586681421,-0.211360814654,0.0,16.1383120045,10.0
Y1050420,-0.395992184091,-0.599935635474,-0.496796733093,1.0,58.8443160051,75.0
Y1050421,0.944866999403,0.418012921717,-1.18055072614,1.0,70.0907345366,60.0
Y1050422,1.3156515442,-0.180411812448,0.79468522731,0.0,30.1155315665,40.0
Y1050423,-0.540574513005,0.0478845889704,1.06898579057,0.0,9.88121742295,10.0
Y1050424,0.395330794704,0.632562060381,1.42147922811,0.0,12.4463451556,30.0
Y1050425,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050426,1.18199056171,-0.768994416584,-1.10789546058,0.0,46.1259719676,40.0
Y1050427,1.47423678799,-1.1838068637,-1.74888551208,1.0,88.3696933581,96.0
Y1050428,-0.363401068279,-0.342429020396,0.288706491174,0.0,19.4290767961,20.0
Y1050429,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050430,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050431,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050432,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050433,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050434,0.935891971017,0.164883700143,1.08106071201,0.0,22.5661005413,20.0
Y1050435,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050436,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,10.0
Y1050437,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050438,0.351827379854,0.201081846142,0.125398282944,0.0,23.9641618632,10.0
Y1050439,-0.869548265828,-0.234670974544,-0.323956742677,0.0,18.6325073501,10.0
Y1050440,0.717575929162,2.91574780492,-0.529565604535,0.0,16.2301190457,10.0
Y1050441,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050442,-0.869548265828,-0.234670974544,-0.323956742677,0.0,18.6325073501,10.0
Y1050443,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050444,-0.912711521947,-0.0491847636758,0.121165504686,0.0,13.9300646648,10.0
Y1050445,-0.147293223994,-0.741031710159,-0.444444867463,0.0,29.0382107416,20.0
Y1050446,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050447,-1.18299210983,0.184654416385,0.291374763068,0.0,8.87018697238,10.0
Y1050448,-0.0129914706052,-0.417030744313,0.712857960002,0.0,19.98054795,20.0
Y1050449,-0.573165628816,-0.209622026108,0.283482566305,0.0,16.7816950183,20.0
Y1050450,-0.658340109781,-0.103340089297,0.429068053059,0.0,14.3303918736,10.0
Y1050451,-1.31926250911,0.213666197947,0.126426969415,0.0,8.6557259678,0.0
Y1050452,0.662915357581,0.742485259541,-0.775784141348,0.0,30.1804710513,40.0
Y1050453,0.695026234529,1.96032136044,-0.273861492216,0.0,19.7369341102,20.0
Y1050454,1.82961600368,-1.34761501884,-1.5674030878,1.0,91.2462420378,90.0
Y9999984,4.06218975402,1.75353683973,-0.743046411035,1.0,87.5423994601,66.0
Y9999985,0.639706701745,-1.52562176202,-1.23261636362,0.0,46.4975781606,59.0
