username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050349,3.5,178.35,576,2.5,28.33333334,70.5,2,4.833333334,13.5,3,0,3,0,7.000917748,5,2,0.4,2.5,0.9,0,0,5,1,1.5,0.3,0.5,0.1,0.5,0.1,0,0,5.5,1.1,2,0.4,7.5,1.5,3,1,0,0,10.5,2.5,21,5,3,3,2,3,5.84375,7,65
Y1050350,5.5,281.15,1532.5,4.5,22.8,99,4.5,69.9,307,15.5,9.5,6,0.623931624,12.90348164,1,15,0.972222222,11.5,0.745726495,1.5,0.083333334,137.5,8.995726496,73.5,5.205128205,24.5,1.670940171,10.5,0.722222222,1,0.055555556,162,10.66666667,85,5.982905983,247,16.64957265,42.5,2.873931624,1.5,0.083333334,262.5,17.64957265,553.5,37.25641026,0.5,0.5,0.5,0.5,0,5,10
Y1050351,4,275.75,948.5,3.5,7.9,26,4,57.66666667,188,21,17.5,3.5,0.833333333,13.80330322,3.5,14.5,0.690476191,20,0.952380953,2.5,0.119047619,64,3.047619048,30.5,1.452380953,51,2.428571428,6.5,0.309523809,0,0,115,5.476190476,37,1.761904762,152,7.238095238,74.5,3.547619048,2.5,0.119047619,173,8.238095238,402,19.14285714,3,3,2,3,5.5,7.5,70
Y1050352,5,166.5,832.5,2,26.83333334,66.5,4.5,16.575,73,13,11,2,0.803921569,12.94253656,1.5,6.5,0.591503268,10.5,0.800653595,3,0.202614379,32.5,3.088235294,9.5,0.767973857,6.5,0.460784314,2.5,0.225490196,0.5,0.029411765,39,3.549019608,12.5,1.022875817,51.5,4.571895425,17,1.261437909,3,0.202614379,64.5,5.571895425,136,11.60784314,3,3,1.5,3,8.40625,9,80
Y1050353,6.5,208.2857143,1332,4.5,19.65,88,5.5,27.1,149.5,19,13,6,0.684210526,5.482451594,1,11,0.578947369,18.5,0.973684211,4,0.210526316,31,1.631578947,24.5,1.289473684,42,2.210526316,22,1.157894737,1.5,0.078947368,73,3.842105263,48,2.52631579,121,6.368421053,79.5,4.184210526,4,0.210526316,140,7.368421053,344.5,18.13157895,3,3,2,3,8.46875,5,50
Y1050354,6,271.8857143,1583,5,29.6,148,6,29.92857143,170.5,19,17.5,1.5,0.925,12.66227991,1,7.5,0.388888889,16.5,0.872222222,6.5,0.347222222,19,0.994444445,28.5,1.513888889,69.5,3.75,20.5,1.094444445,0,0,88.5,4.744444445,49,2.608333334,137.5,7.352777778,101,5.422222222,6.5,0.347222222,156.5,8.35277778,401.5,21.475,2.5,2.5,1.5,2.5,7.29125,6.5,50
Y1050355,0.5,79.5,79.5,0.5,10.5,10.5,0.5,2.5,2.5,1.5,1,0.5,0.333333334,5.973845115,2,0,0,1.5,0.5,0,0,0,0,0,0,0.5,0.166666667,0,0,0,0,0.5,0.166666667,0,0,0.5,0.166666667,2,0.666666667,0,0,2,0.666666667,4.5,1.5,0,0,0,0,0,3,10
Y1050356,5,281.875,1400.5,4.5,31.75,142.5,4.5,28.275,128,19.5,17,2.5,0.872994653,3.887765819,1,12,0.625668449,18.5,0.947860963,2,0.110962567,14,0.696524065,25.5,1.319518717,41,2.110962567,14,0.683155081,0.5,0.022727273,55,2.807486631,40,2.02540107,95,4.832887701,70.5,3.578877006,2,0.110962567,114.5,5.832887701,282,14.35561497,2,2,1.5,2,5.3125,5,30
Y1050357,4.5,374.6428572,1515,3.5,39.2,125.5,3.5,54,201,16.5,14.5,2,0.886904762,4.285537232,2,14.5,0.869047619,16.5,1,3,0.160714286,33.5,1.738095239,52.5,2.982142857,70,3.922619048,14.5,0.797619048,0.5,0.041666667,103.5,5.660714286,67.5,3.821428572,171,9.482142855,98,5.577380953,3,0.160714286,187.5,10.48214286,459.5,25.70238095,1.5,1.5,1,1.5,5.54125,5,20
Y1050358,4.5,302.475,1397.5,3.5,42.16666667,150.5,3,21,63,11.5,5.5,6,0.452380952,10.25163738,1.5,4,0.365079365,11.5,1,1,0.071428572,24,1.734126984,8,0.690476191,11.5,1.01984127,3.5,0.309523809,0.5,0.035714286,35.5,2.753968254,12,1.035714285,47.5,3.78968254,25.5,2.257936508,1,0.071428572,59,4.78968254,133,10.90873016,3,3,1,3,7.6775,6,50
Y1050359,3.5,145.9,531.5,2,40.5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.5,1.5,5.42625,4,20
Y1050360,3,643.75,1791,2,79,158,2,109,218,21,15.5,5.5,0.736111111,7.23986344,3.5,12,0.576388889,20.5,0.979166667,3.5,0.173611111,22.5,1.104166666,68,3.333333334,73,3.388888889,13,0.625,1.5,0.083333334,95.5,4.493055556,82.5,4.041666666,178,8.534722222,103.5,4.854166666,3.5,0.173611111,199,9.534722222,484,23.09722222,1.5,1.5,0.5,1.5,5.75,6,30
Y1050361,4,101.5,406,3,13,33.5,2.5,18.83333334,43.5,6.5,4.5,2,0.7125,12.42213483,1.5,2,0.325,5.5,0.8,1.5,0.225,13.5,2.625,5,0.625,14,2.4625,2.5,0.3875,0,0,27.5,5.0875,7.5,1.0125,35,6.1,21,3.525,1.5,0.225,41.5,7.1,99,16.95,2,2,1.5,2,5.99,4.5,30
Y1050362,6.5,275.9761905,1817,6.5,18.16666667,119,6.5,38.27380952,253,22.5,21,1.5,0.94,11.20196827,1,16.5,0.73,21.5,0.955,4,0.175,33,1.51,29,1.285,130.5,5.58,18,0.765,0.5,0.02,163.5,7.09,47.5,2.07,211,9.16,165.5,7.095,4,0.175,233.5,10.16,614,26.59,3,3,2.5,3,8.09375,8.5,80
Y1050364,3,264.125,747,2,12.5,25,3,59.25,177,13.5,6,7.5,0.442307693,13.26395682,4,12,0.89010989,10.5,0.777472528,0,0,67.5,4.898351649,28.5,2.115384616,35.5,2.598901099,5,0.376373626,0,0,103,7.497252747,33.5,2.491758242,136.5,9.989010991,47.5,3.491758242,0,0,150,10.98901099,334,24.46978022,0,0,0,0,0,8,72
Y1050365,3,362.1666667,1086.5,3,21,63,3,53.66666667,161,12.5,12,0.5,0.954545455,11.65127094,3,5.5,0.441558442,12,0.964285715,3,0.233766234,20,1.555194806,21,1.762987013,69,5.62987013,18.5,1.506493507,1,0.081168831,89,7.185064935,40.5,3.350649351,129.5,10.53571429,98,7.983766234,3,0.233766234,142,11.53571429,372.5,30.28896104,3,3,2,3,9.875,7,96
Y1050366,2,837,1316,2,100.8333333,145.5,2,48.16666667,91.5,20,17,3,0.822916667,8.213217309,3.5,5.5,0.270833334,19,0.9375,5,0.21875,8.5,0.458333334,12.5,0.5625,26.5,1.197916667,8,0.385416667,2,0.083333334,35,1.65625,22.5,1.03125,57.5,2.6875,49,2.333333334,5.5,0.239583334,77.5,3.6875,189.5,8.947916665,0,0,0,0,0,6,10
Y1050367,4.5,410.625,1819.5,4,44.03333334,162.5,4.5,23.225,107.5,22.5,21,1.5,0.93452381,12.51018816,1,11.5,0.508928572,19.5,0.866071429,5,0.220238095,24.5,1.041666667,19.5,0.857142857,12,0.526785715,7.5,0.339285715,1.5,0.0625,36.5,1.568452381,28.5,1.258928572,65,2.827380953,36.5,1.619047619,5,0.220238095,87.5,3.827380953,194,8.494047621,3,3,1.5,3,9.5525,7,90
Y1050368,2.5,535.75,1381.5,2.5,45.5,115.5,2.5,85.5,226.5,15.5,8,7.5,0.481818182,11.26291418,3,12,0.784090909,15.5,1,0.5,0.045454546,113,6.836363637,10.5,0.606818182,64.5,4.125,5.5,0.295454546,0.5,0.045454546,177.5,10.96136364,16.5,0.947727273,194,11.90909091,85,5.395454546,0.5,0.045454546,209.5,12.90909091,489,30.25909091,1.5,1.5,0.5,1.5,5.9375,7,20
Y1050369,1.5,484,841.5,1.5,57,102.5,1.5,31,53,9.5,6.5,3,0.8,2.85084237,6,4.5,0.483333334,8.5,0.933333333,1.5,0.191666666,8,0.533333334,7.5,0.958333334,15.5,1.491666667,4,0.45,0.5,0.033333334,23.5,2.025,12,1.441666667,35.5,3.466666666,27,2.716666666,2,0.225,45,4.466666667,109.5,10.875,0,0,0,0,0,6,10
Y1050370,1,244.25,488.5,1,15.75,31.5,1,42.25,84.5,6.5,5,1.5,0.384615385,2.180117985,3,6,0.461538462,6,0.461538462,1,0.076923077,21.5,1.653846154,30,2.307692308,14.5,1.115384616,5.5,0.423076923,0,0,36,2.769230769,35.5,2.730769231,71.5,5.5,24,1.846153846,1,0.076923077,78,6,174.5,13.42307693,0,0,0,0,0,7,20
Y1050371,1,297,594,1,22.75,45.5,1,43.5,87,7.5,6.5,1,0.433333334,7.48423863,2,5,0.333333334,7.5,0.5,1,0.066666667,15,1,7.5,0.5,42.5,2.833333334,7,0.466666667,0,0,57.5,3.833333334,14.5,0.966666667,72,4.8,56,3.733333334,1,0.066666667,79.5,5.3,208.5,13.9,0.5,0.5,0.5,0.5,0.96875,6,40
Y1050372,3.5,557.3,1502.5,3,59.25,155.5,3,56.875,135,15,10,5,0.653409091,9.704223319,3.5,11,0.738636364,14.5,0.9375,2.5,0.193181818,33,2.534090909,19,1.380681818,43,2.590909091,8,0.482954545,1.5,0.068181818,76,5.125,28.5,1.931818182,104.5,7.056818182,63,3.778409091,3,0.215909091,119.5,8.056818182,290,19.10795455,3,3,3,3,8.615,5,50
Y1050373,3.5,137.6666667,511.5,1,64.5,64.5,1.5,14.75,25.5,8,4.5,3.5,0.602564102,5.26615339,3,3.5,0.269230769,7,0.923076923,2,0.282051282,2,0.153846154,1,0.076923077,10,1.282051282,2,0.282051282,0.5,0.038461539,12,1.435897436,3.5,0.397435898,15.5,1.833333334,15.5,2.08974359,2,0.282051282,23.5,2.833333334,56.5,7.038461539,0,0,0,0,0,6,20
Y1050374,2.5,385.5,973.5,2,44.75,89.5,2.5,36.5,89.5,16,15,1,0.95,9.257381825,3,5.5,0.341666667,14.5,0.891666666,6,0.383333334,12,0.783333333,13.5,0.891666666,26.5,1.791666667,10.5,0.675,2,0.133333333,38.5,2.575,26,1.7,64.5,4.275,48.5,3.191666667,6,0.383333334,80.5,5.275,199.5,13.125,0,0,0,0,0,7,30
Y1050375,4.5,197.075,895.5,3,42.16666667,126.5,0.5,42.5,42.5,2,1,1,0.25,6.21143616,2,1.5,0.375,2,0.5,0.5,0.125,2.5,0.625,14,3.5,17,4.25,4,1,0.5,0.125,19.5,4.875,18.5,4.625,38,9.5,23,5.75,0.5,0.125,40,10,101.5,25.375,0,0,0,0,0,6.5,30
Y1050376,6.5,298.3690477,1964.5,6,20.35714286,123.5,6,25.58571429,159.5,23.5,23,0.5,0.983333334,8.709540513,1,9,0.376470588,21.5,0.907843137,6.5,0.293137255,48.5,2.190196079,24,0.876470588,36.5,1.471568628,10,0.448039216,0,0,85,3.661764706,34,1.324509804,119,4.98627451,62.5,2.593137254,6.5,0.293137255,142.5,5.98627451,330.5,13.85882353,3,3,3,3,9.25,9,90
Y1050377,3,88.16666665,264.5,2,8,16,1,6.25,12.5,2.5,0.5,2,0.1,6.72077651,1.5,1,0.2,2.5,0.5,0.5,0.1,1.5,0.3,0,0,5.5,1.1,0,0,0.5,0.1,7,1.4,0.5,0.1,7.5,1.5,7.5,1.5,0.5,0.1,10,2,25.5,5.1,3,3,1.5,3,3.125,8,40
Y1050378,5.5,523.8166667,2855,4.5,31.15,140,4.5,99.175,439,23,23,0,1,14.44659581,1,17.5,0.757575758,23,1,7.5,0.325757576,29,1.25,96,4.113636364,230.5,10.13257576,42.5,1.875,2,0.085227273,259.5,11.38257576,140.5,6.073863637,400,17.45643939,290,12.74621212,8,0.346590909,423,18.45643939,1121,49.00568182,3,3,1.5,3,10,7,93
