username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_sum_count,video_num_days,video_sum_count,num_watched,num_complete,complete_rate,watched_time_hour,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050377,3,114.3333333,343,2,15,2,25,5,1,0.2,13.44155302,2,0.4,5,1,1,0.2,3,0,0,11,2.2,0,1,0.2,14,2.8,1,0.2,15,3,15,3,1,0.2,20,4,51,10.2,3,3,2,3,4.8,10,40
Y1050378,5,575.8,2879,5,154,5,423,24,24,1,14.04465404,20,0.833333333,24,1,8,0.333333333,36,132,5.5,182,7.583333333,30,3,0.125,218,9.083333333,165,6.875,383,15.95833333,230,9.583333333,9,0.375,407,16.95833333,1029,42.875,3,3,1,3,10,8,93
Y1050379,6,83.83333333,503,4,46,6,39,14,12,0.857142857,15.37932409,0,0,14,1,1,0.071428571,0,0,0,10,0.714285714,11,0,0,10,0.714285714,11,0.785714286,21,1.5,34,2.428571429,1,0.071428571,35,2.5,91,6.5,0,0,0,0,0,10,60
Y1050380,6,172.1666667,1033,5,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,10,8,80
Y1050381,5,273,1365,5,122,5,124,21,18,0.857142857,11.30282314,13,0.619047619,21,1,2,0.095238095,22,16,0.761904762,32,1.523809524,12,1,0.047619048,54,2.571428571,29,1.380952381,83,3.952380952,62,2.952380952,2,0.095238095,104,4.952380952,251,11.95238095,3,3,3,3,9,10,55
Y1050382,4,461.5,1846,3,184,4,178,11,4,0.363636364,9.214020126,10,0.909090909,10,0.909090909,0,0,43,49,4.454545455,26,2.363636364,11,0,0,69,6.272727273,60,5.454545455,129,11.72727273,43,3.909090909,0,0,140,12.72727273,312,28.36363636,0,0,0,0,0,10,20
Y1050383,1,100,100,1,11,1,2,1,0,0,7.070805485,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,6,10
Y1050384,3,407.3333333,1222,3,80,3,211,12,6,0.5,12.60040965,10,0.833333333,10,0.833333333,1,0.083333333,67,63,5.25,30,2.5,8,1,0.083333333,97,8.083333333,72,6,169,14.08333333,47,3.916666667,1,0.083333333,181,15.08333333,398,33.16666667,0,0,0,0,0,10,30
Y1050385,4,132.75,531,1,30,2,81,10,9,0.9,8.681130216,7,0.7,9,0.9,2,0.2,2,21,2.1,37,3.7,5,0,0,39,3.9,26,2.6,65,6.5,49,4.9,2,0.2,75,7.5,191,19.1,3,3,2,3,5.95,10,40
Y1050386,3,234,702,2,52,3,70,5,3,0.6,11.13160067,4,0.8,4,0.8,0,0,21,10,2,7,1.4,3,0,0,28,5.6,13,2.6,41,8.2,13,2.6,0,0,46,9.2,100,20,3,3,1,3,6.066,10,30
Y1050387,2,194.5,389,2,35,2,39,9,7,0.777777778,11.85786506,2,0.222222222,8,0.888888889,2,0.222222222,2,8,0.888888889,11,1.222222222,5,0,0,13,1.444444444,13,1.444444444,26,2.888888889,23,2.555555556,2,0.222222222,35,3.888888889,86,9.555555556,1,1,1,1,0,0,10
Y1050388,3,95.66666667,287,2,29,2,19,5,3,0.6,13.80459662,3,0.6,4,0.8,0,0,1,1,0.2,6,1.2,3,0,0,7,1.4,4,0.8,11,2.2,11,2.2,0,0,16,3.2,38,7.6,0,0,0,0,0,6,20
Y1050390,2,103.5,207,0,0,1,9,6,4,0.666666667,2.951006961,0,0,5,0.833333333,1,0.166666667,0,0,0,1,0.166666667,0,0,0,1,0.166666667,0,0,1,0.166666667,6,1,1,0.166666667,7,1.166666667,15,2.5,1,1,1,1,1.334,4,10
Y1050391,4,139.75,559,1,14,4,41,13,2,0.153846154,13.43391198,3,0.230769231,12,0.923076923,0,0,1,5,0.384615385,12,0.923076923,1,0,0,13,1,6,0.461538462,19,1.461538462,24,1.846153846,0,0,32,2.461538462,75,5.769230769,0,0,0,0,0,8,10
Y1050394,3,332.3333333,997,2,67,3,40,12,8,0.666666667,13.23872537,10,0.833333333,10,0.833333333,0,0,2,11,0.916666667,7,0.583333333,3,0,0,9,0.75,14,1.166666667,23,1.916666667,17,1.416666667,0,0,35,2.916666667,75,6.25,0,0,0,0,4,9,20
Y1050395,3,81,243,0,0,2,82,6,2,0.333333333,12.13165659,5,0.833333333,5,0.833333333,1,0.166666667,57,0,0,10,1.666666667,1,1,0.166666667,67,11.16666667,2,0.333333333,69,11.5,14,2.333333333,1,0.166666667,75,12.5,159,26.5,0,0,0,0,0,0,10
Y1050396,6,288.1666667,1729,6,146,6,204,24,24,1,13.23969249,10,0.416666667,23,0.958333333,3,0.125,51,49,2.041666667,45,1.875,13,1,0.041666667,96,4,63,2.625,159,6.625,78,3.25,3,0.125,183,7.625,423,17.625,3,3,1,3,8.45,10,20
Y1050400,7,259.5714286,1817,7,168,7,210,24,22,0.916666667,13.68515492,9,0.375,23,0.958333333,5,0.208333333,64,18,0.75,67,2.791666667,11,3,0.125,131,5.458333333,32,1.333333333,163,6.791666667,99,4.125,5,0.208333333,187,7.791666667,454,18.91666667,3,3,1,3,5.15,10,20
Y1050401,2,182,364,2,38,2,10,4,2,0.5,15.29045281,1,0.25,2,0.5,1,0.25,1,0,0,1,0.25,1,0,0,2,0.5,1,0.25,3,0.75,4,1,1,0.25,7,1.75,15,3.75,1,1,1,1,0,6,10
Y1050403,2,141.5,283,2,20,2,18,4,2,0.5,11.44655074,0,0,3,0.75,2,0.5,0,0,0,9,2.25,3,0,0,9,2.25,3,0.75,12,3,14,3.5,2,0.5,16,4,44,11,1,1,1,1,2,8,20
Y1050406,1,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,10
Y1050407,5,391.8,1959,2,148,3,213,24,22,0.916666667,12.75330968,14,0.583333333,23,0.958333333,8,0.333333333,23,21,0.875,116,4.833333333,18,2,0.083333333,139,5.791666667,41,1.708333333,180,7.5,146,6.083333333,8,0.333333333,204,8.5,538,22.41666667,1,1,1,1,3.85,2,10
Y1050408,1,35,35,0,0,1,4,2,0,0,12.4028904,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,4,2,0,0,0,0,0,8,10
Y1050410,2,106.5,213,1,19,2,9,4,3,0.75,12.82091001,0,0,3,0.75,2,0.5,0,0,0,2,0.5,0,0,0,2,0.5,0,0,2,0.5,4,1,2,0.5,6,1.5,14,3.5,0,0,0,0,0,10,20
Y1050411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1.2,8,10
Y1050412,2,537,1074,1,83,2,158,10,4,0.4,9.957291722,8,0.8,10,1,0,0,70,23,2.3,29,2.9,7,0,0,99,9.9,30,3,129,12.9,46,4.6,0,0,139,13.9,314,31.4,3,3,1,3,9.4,10,30
Y1050413,2,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,5.6,8,60
Y1050414,1,307,307,1,13,1,52,4,2,0.5,13.12797437,2,0.5,3,0.75,1,0.25,7,11,2.75,8,2,3,2,0.5,15,3.75,16,4,31,7.75,14,3.5,2,0.5,35,8.75,82,20.5,3,3,2,3,9.6,6,53
Y1050415,1,130,130,1,14,1,3,2,2,1,10.54083036,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,4,2,3,3,2,3,8.516,8,30
Y1050416,5,125.4,627,3,90,3,11,5,4,0.8,23.12891291,0,0,3,0.6,3,0.6,0,0,0,2,0.4,0,0,0,2,0.4,0,0,2,0.4,4,0.8,3,0.6,7,1.4,16,3.2,3,3,2,3,6,8,63
Y1050417,1,125,125,0,0,1,1,1,0,0,15.24713889,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,3,3,2,3,5.4,10,62
Y1050418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,4.4,4,20
Y1050420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,9.95,10,75
Y1050421,1,369,369,1,40,1,11,6,5,0.833333333,7.258897137,1,0.166666667,3,0.5,2,0.333333333,1,0,0,0,0,0,0,0,1,0.166666667,0,0,1,0.166666667,3,0.5,2,0.333333333,7,1.166666667,13,2.166666667,3,3,1,3,6,10,60
Y1050423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,0.334,4,10
Y1050424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,10,30
Y1050425,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
Y1050426,1,248,248,1,20,1,11,5,5,1,13.73832048,0,0,3,0.6,4,0.8,0,0,0,1,0.2,3,1,0.2,1,0.2,4,0.8,5,1,5,1,5,1,10,2,25,5,0,0,0,0,0,8,40
Y1050427,4,281.5,1126,3,90,4,147,14,12,0.857142857,14.83922076,10,0.714285714,14,1,3,0.214285714,40,39,2.785714286,28,2,12,0,0,68,4.857142857,51,3.642857143,119,8.5,50,3.571428571,3,0.214285714,133,9.5,305,21.78571429,3,3,1,3,9.55,10,96
Y1050428,1,583,583,1,60,1,59,10,9,0.9,1.314731346,3,0.3,9,0.9,0,0,31,0,0,13,1.3,0,0,0,44,4.4,0,0,44,4.4,22,2.2,0,0,54,5.4,120,12,0,0,0,0,0,10,20
Y1050432,1,326,326,1,43,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y1050434,5,142,710,5,57,5,88,12,11,0.916666667,11.53322834,4,0.333333333,12,1,4,0.333333333,10,10,0.833333333,26,2.166666667,18,0,0,36,3,28,2.333333333,64,5.333333333,51,4.25,4,0.333333333,76,6.333333333,195,16.25,0,0,0,0,0,10,20
Y1050436,2,241,482,1,49,1,26,10,10,1,4.825393493,2,0.2,5,0.5,5,0.5,5,3,0.3,5,0.5,2,0,0,10,1,5,0.5,15,1.5,12,1.2,5,0.5,25,2.5,57,5.7,0,0,0,0,2,4,10
Y1050437,2,167.5,335,1,15,1,13,1,1,1,12.76507972,0,0,1,1,0,0,0,0,0,2,2,6,0,0,2,2,6,6,8,8,9,9,0,0,9,9,26,26,0,0,0,0,0,0,0
Y1050438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,10
Y1050439,5,138.4,692,4,70,4,30,10,1,0.1,13.26257426,0,0,10,1,0,0,0,0,0,8,0.8,6,0,0,8,0.8,6,0.6,14,1.4,24,2.4,0,0,24,2.4,62,6.2,0,0,0,0,0,8,10
Y1050440,1,74,74,0,0,1,4,2,0,0,12.84758694,2,1,1,0.5,0,0,1,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5,1,0.5,0,0,3,1.5,5,2.5,3,3,1,3,6,6,10
Y1050442,2,595,1190,2,63,1,212,11,10,0.909090909,8.383812922,10,0.909090909,11,1,2,0.181818182,35,27,2.454545455,107,9.727272727,28,1,0.090909091,142,12.90909091,56,5.090909091,198,18,145,13.18181818,2,0.181818182,209,19,554,50.36363636,0,0,0,0,0,6,10
Y1050444,5,26.2,131,1,3,3,13,4,0,0,0.05578941,1,0.25,3,0.75,0,0,0,0,0,1,0.25,4,0,0,1,0.25,4,1,5,1.25,8,2,0,0,9,2.25,22,5.5,1,1,1,1,1.666,8,10
Y1050445,4,231,924,2,69,2,153,15,6,0.4,11.84791208,9,0.6,14,0.933333333,1,0.066666667,64,14,0.933333333,49,3.266666667,2,0,0,113,7.533333333,16,1.066666667,129,8.6,64,4.266666667,1,0.066666667,144,9.6,338,22.53333333,0,0,0,0,0,10,20
Y1050447,1,372,372,1,11,1,82,7,7,1,5.910363221,3,0.428571429,7,1,0,0,23,12,1.714285714,28,4,2,0,0,51,7.285714286,14,2,65,9.285714286,37,5.285714286,0,0,72,10.28571429,174,24.85714286,0,0,0,0,0,7,10
Y1050448,4,279.25,1117,4,99,4,92,15,11,0.733333333,7.744642984,3,0.2,14,0.933333333,1,0.066666667,2,8,0.533333333,38,2.533333333,11,0,0,40,2.666666667,19,1.266666667,59,3.933333333,63,4.2,1,0.066666667,74,4.933333333,197,13.13333333,1,1,1,1,3.8,10,20
Y1050449,3,637.3333333,1912,2,161,3,223,20,17,0.85,12.15738095,13,0.65,18,0.9,3,0.15,3,52,2.6,107,5.35,23,0,0,110,5.5,75,3.75,185,9.25,145,7.25,3,0.15,205,10.25,538,26.9,0,0,0,0,0,8,20
Y1050450,3,519.3333333,1558,3,145,3,158,21,19,0.904761905,13.16736867,10,0.476190476,19,0.904761905,5,0.238095238,33,28,1.333333333,49,2.333333333,12,2,0.095238095,82,3.904761905,42,2,124,5.904761905,78,3.714285714,5,0.238095238,145,6.904761905,352,16.76190476,1,1,1,1,0.85,8,10
Y1050452,4,271.5,1086,3,134,3,91,13,11,0.846153846,14.87582023,8,0.615384615,11,0.846153846,4,0.307692308,47,8,0.615384615,10,0.769230769,6,1,0.076923077,57,4.384615385,15,1.153846154,72,5.538461538,25,1.923076923,4,0.307692308,85,6.538461538,186,14.30769231,0,0,0,0,0,10,40
Y1050453,4,302.25,1209,4,77,4,139,13,12,0.923076923,3.644387363,5,0.384615385,13,1,4,0.307692308,28,9,0.692307692,60,4.615384615,9,3,0.230769231,88,6.769230769,21,1.615384615,109,8.384615385,80,6.153846154,5,0.384615385,122,9.384615385,316,24.30769231,1,1,1,1,1.35,8,20
Y1050454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,6,0,90
Y9999984,2,730,1460,2,132,2,98,24,23,0.958333333,11.94759632,15,0.625,22,0.916666667,8,0.333333333,6,35,1.458333333,6,0.25,19,1,0.041666667,12,0.5,55,2.291666667,67,2.791666667,42,1.75,8,0.333333333,91,3.791666667,208,8.666666667,3,3,2,3,5.4,4,66
Y9999985,3,548,1644,3,192,2,137,8,0,0,11.98948537,8,1,4,0.5,0,0,82,2,0.25,1,0.125,0,0,0,83,10.375,2,0.25,85,10.625,4,0.5,0,0,93,11.625,182,22.75,0,0,0,0,0,9,59
