username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,mt_mean,hw_mean,qz_mean,final_score
104602017,1.66666666667,453.833333333,0.833333333333,2.0,0.166666666667,1.5,1.5,0.0,15.3333333333,8.33333333333,1.16666666667,2.83333333333,0.0,6.66666666667,1.83333333333,1.0,2.5,6.605,9.52222222233,8.83333333333,52.83
104602018,2.33333333333,628.5,1.33333333333,1.83333333333,0.5,0.833333333333,1.66666666667,0.5,24.0,8.66666666667,2.5,10.5,0.666666666667,5.5,2.0,1.5,2.66666666667,6.70358249167,9.76666666667,7.22222222233,54.02
104602019,3.5,716.0,1.66666666667,6.5,5.0,5.0,4.33333333333,4.33333333333,52.6666666667,12.3333333333,19.0,8.66666666667,5.66666666667,6.16666666667,2.0,1.16666666667,2.16666666667,6.542202381,9.86666666667,5.88888888867,80.67
104602020,2.16666666667,431.833333333,0.333333333333,0.333333333333,0.0,0.0,0.333333333333,0.0,0.666666666667,0.0,0.0,0.666666666667,0.0,4.5,1.83333333333,1.33333333333,1.83333333333,7.768564815,9.53333333317,8.94444444433,77.99
104602021,2.5,256.166666667,0.5,1.16666666667,0.166666666667,1.0,1.0,0.0,22.6666666667,13.5,1.66666666667,2.66666666667,0.0,3.16666666667,1.5,0.833333333333,1.5,5.59838888867,9.29444444433,6.33333333333,80.61
104602022,1.33333333333,488.5,0.833333333333,6.16666666667,4.66666666667,2.66666666667,3.0,4.5,50.3333333333,21.1666666667,3.66666666667,5.16666666667,5.0,3.33333333333,1.66666666667,1.33333333333,1.66666666667,7.83021043767,9.7055555555,9.8333333335,83.56
104602023,1.83333333333,257.333333333,0.666666666667,1.5,0.0,1.0,1.16666666667,0.0,5.33333333333,2.0,0.5,1.5,0.0,5.0,2.0,1.0,2.0,8.128980057,7.28333333333,9.6666666665,95.5
104602024,1.83333333333,282.166666667,1.0,1.33333333333,0.166666666667,0.833333333333,0.833333333333,0.0,6.16666666667,2.33333333333,0.166666666667,1.83333333333,0.0,3.66666666667,1.16666666667,0.833333333333,1.33333333333,5.16624999983,7.79444444467,7.4444444445,72.67
104602025,2.5,313.0,1.16666666667,2.5,1.5,0.5,1.5,1.33333333333,14.0,6.16666666667,0.166666666667,3.0,1.5,3.83333333333,1.5,0.666666666667,1.5,3.91888235267,7.43333333317,5.61111111117,61.38
104602026,0.833333333333,37.3333333333,0.333333333333,0.833333333333,0.166666666667,0.333333333333,0.5,0.0,1.66666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55555555533,2.9444444445,25.57
104602027,4.0,413.0,1.66666666667,3.33333333333,1.0,2.16666666667,2.66666666667,0.666666666667,21.6666666667,9.83333333333,2.0,6.16666666667,0.666666666667,3.5,1.33333333333,0.833333333333,1.33333333333,5.49300000017,9.63333333333,9.722222222,57.3
104602028,2.5,658.333333333,1.5,8.0,7.66666666667,1.33333333333,5.5,7.5,33.6666666667,0.5,2.5,22.5,7.5,4.16666666667,2.16666666667,1.16666666667,2.16666666667,7.98213675217,9.9055555555,9.6666666665,104.16
104602029,3.16666666667,564.0,1.5,7.33333333333,4.16666666667,3.83333333333,4.83333333333,4.0,50.5,19.0,3.5,9.33333333333,4.5,7.0,1.83333333333,1.16666666667,2.16666666667,5.36861552033,9.827777778,7.9444444445,67.13
104602030,1.0,446.333333333,0.833333333333,2.83333333333,2.0,2.0,2.33333333333,1.83333333333,59.6666666667,35.8333333333,4.0,8.33333333333,2.33333333333,4.0,1.5,0.833333333333,1.66666666667,6.756425926,9.7333333335,7.388888889,54.11
104602031,2.66666666667,382.166666667,0.166666666667,0.333333333333,0.0,0.333333333333,0.333333333333,0.0,10.6666666667,5.16666666667,1.16666666667,2.16666666667,0.0,5.33333333333,1.5,1.16666666667,1.66666666667,4.93619528633,9.5944444445,7.611111111,50.2
104602032,0.333333333333,44.5,0.166666666667,0.666666666667,0.5,0.166666666667,0.333333333333,0.5,4.0,2.5,0.333333333333,0.5,0.5,0.333333333333,0.333333333333,0.333333333333,0.333333333333,3.77777777783,9.73888888883,9.888888889,51.06
104602033,3.66666666667,681.0,3.0,7.16666666667,5.0,4.0,4.16666666667,4.0,41.3333333333,11.3333333333,6.16666666667,7.5,4.0,3.66666666667,1.66666666667,1.0,1.66666666667,5.14537037033,8.1,7.22222222217,82.94
104602035,2.33333333333,433.0,1.16666666667,3.5,2.16666666667,1.33333333333,2.16666666667,2.0,14.8333333333,1.83333333333,3.16666666667,4.33333333333,2.0,3.66666666667,1.83333333333,1.66666666667,2.33333333333,5.49298941817,9.888888889,9.888888889,80.48
104602037,2.83333333333,683.0,1.33333333333,5.0,1.33333333333,4.33333333333,2.83333333333,0.666666666667,72.3333333333,48.1666666667,7.5,8.0,0.666666666667,6.5,2.16666666667,1.33333333333,2.66666666667,7.5989814815,9.9055555555,8.388888889,61.61
104602501,2.66666666667,411.833333333,1.5,6.0,4.33333333333,3.66666666667,4.5,4.5,42.1666666667,13.6666666667,5.5,14.0,5.33333333333,1.83333333333,1.33333333333,0.833333333333,1.33333333333,5.47975,9.82222222233,7.83333333333,56.93
104602502,2.83333333333,931.333333333,1.83333333333,7.16666666667,5.33333333333,6.5,5.66666666667,4.83333333333,104.333333333,46.8333333333,18.1666666667,24.6666666667,6.0,3.33333333333,1.83333333333,1.33333333333,2.0,7.703765664,9.35555555533,7.33333333333,67.38
104602503,1.5,377.0,0.666666666667,5.33333333333,3.16666666667,4.33333333333,4.5,2.33333333333,79.3333333333,35.8333333333,16.0,19.5,2.5,3.5,1.33333333333,0.333333333333,1.33333333333,4.5820987655,8.61111111117,5.66666666667,48.27
104602504,2.66666666667,164.166666667,1.33333333333,3.33333333333,2.0,1.33333333333,2.5,1.66666666667,28.1666666667,6.0,1.16666666667,15.8333333333,2.0,4.33333333333,1.83333333333,1.0,2.33333333333,8.288692881,9.3555555555,7.66666666683,71.49
104602505,3.0,546.666666667,2.16666666667,7.0,5.16666666667,3.0,4.66666666667,4.5,54.0,28.3333333333,2.83333333333,9.33333333333,4.66666666667,5.16666666667,1.66666666667,1.16666666667,2.0,6.54228042333,9.027777778,8.77777777783,81.71
104602506,2.66666666667,520.0,1.66666666667,4.5,3.5,1.0,4.33333333333,3.16666666667,93.3333333333,1.0,1.33333333333,27.5,3.33333333333,6.5,1.83333333333,1.33333333333,2.16666666667,5.73502534733,9.36666666667,7.44444444433,63.62
104602507,1.33333333333,239.0,0.5,1.33333333333,1.0,0.333333333333,1.33333333333,1.0,10.0,1.83333333333,0.333333333333,3.16666666667,1.0,2.66666666667,1.66666666667,1.16666666667,1.83333333333,7.31767676767,8.8333333335,7.05555555533,39.87
104602508,3.16666666667,694.5,1.66666666667,4.33333333333,2.5,3.0,3.0,2.5,26.8333333333,8.16666666667,3.83333333333,6.33333333333,3.83333333333,6.0,2.0,2.33333333333,3.0,6.97122222233,9.30000000017,8.277777778,60.32
104602509,1.83333333333,336.666666667,1.16666666667,2.5,2.0,1.16666666667,1.5,1.66666666667,15.6666666667,0.166666666667,1.33333333333,6.33333333333,2.16666666667,4.16666666667,1.5,1.16666666667,1.66666666667,5.07474074083,9.0666666665,6.49999999983,47.45
104602510,2.33333333333,621.666666667,1.66666666667,7.16666666667,5.5,2.83333333333,6.5,5.16666666667,59.6666666667,7.33333333333,4.16666666667,32.0,5.16666666667,6.66666666667,2.0,1.33333333333,3.16666666667,7.76037037017,9.85555555533,8.49999999983,70.1
104602511,2.66666666667,869.666666667,1.66666666667,6.83333333333,3.66666666667,5.83333333333,6.5,1.66666666667,128.0,72.8333333333,12.0,29.3333333333,1.66666666667,3.66666666667,1.83333333333,1.5,2.33333333333,7.7376218325,9.9444444445,9.111111111,78.77
104602513,3.5,767.0,1.66666666667,3.33333333333,1.66666666667,1.66666666667,2.5,1.16666666667,38.5,8.5,5.33333333333,18.8333333333,1.16666666667,6.16666666667,2.0,1.5,2.16666666667,9.12319291817,9.972222222,9.8333333335,93.69
104602514,3.66666666667,846.166666667,1.83333333333,8.33333333333,7.83333333333,5.33333333333,6.83333333333,7.66666666667,86.1666666667,4.83333333333,16.0,43.5,8.5,5.16666666667,2.16666666667,1.66666666667,3.0,8.37897727267,9.64999999983,9.1666666665,74.75
104602515,2.66666666667,519.333333333,1.0,3.5,1.33333333333,2.16666666667,2.33333333333,1.0,32.6666666667,4.0,3.83333333333,15.6666666667,1.0,5.33333333333,1.5,0.833333333333,1.66666666667,6.16096296283,8.711111111,7.8333333335,60.84
104602516,4.16666666667,603.333333333,2.16666666667,4.66666666667,1.0,2.83333333333,4.66666666667,0.166666666667,50.8333333333,21.6666666667,10.1666666667,14.8333333333,0.166666666667,8.16666666667,2.0,1.66666666667,2.33333333333,7.36004680517,9.9166666665,9.0,56.89
104602517,1.5,292.166666667,0.666666666667,0.5,0.0,0.166666666667,0.5,0.0,3.33333333333,0.166666666667,0.0,0.5,0.0,0.333333333333,0.166666666667,0.166666666667,0.166666666667,3.0,9.46666666683,8.94444444433,82.97
104602519,1.66666666667,391.166666667,0.833333333333,1.83333333333,1.0,1.0,1.0,0.833333333333,50.1666666667,12.3333333333,5.66666666667,2.83333333333,0.833333333333,4.0,2.16666666667,1.16666666667,2.33333333333,8.58864362683,9.89444444433,9.777777778,94.97
104602520,2.16666666667,524.666666667,1.0,5.66666666667,4.83333333333,3.16666666667,2.5,4.66666666667,38.1666666667,6.33333333333,6.33333333333,8.5,5.33333333333,0.666666666667,0.333333333333,0.333333333333,0.333333333333,2.2136075035,5.811111111,4.72222222217,48.24
104602521,4.0,1410.33333333,2.0,7.66666666667,5.16666666667,7.33333333333,6.0,3.33333333333,309.333333333,154.833333333,28.5,26.6666666667,3.33333333333,4.5,2.16666666667,2.16666666667,2.83333333333,8.27777777767,9.45555555533,7.72222222233,80.87
104602522,4.0,825.833333333,1.5,10.3333333333,10.0,3.33333333333,6.5,9.66666666667,58.6666666667,5.5,5.5,25.8333333333,11.5,8.5,2.0,1.5,2.16666666667,7.98604692017,8.79444444433,7.05555555567,59.34
104602524,1.83333333333,264.333333333,0.666666666667,2.0,1.0,0.833333333333,1.0,1.0,13.8333333333,1.0,1.0,1.5,1.0,3.83333333333,1.83333333333,1.0,2.0,7.51245614033,9.28333333317,6.8333333335,68.02
104602525,1.83333333333,321.166666667,1.0,2.66666666667,1.16666666667,1.16666666667,1.66666666667,0.833333333333,19.8333333333,7.66666666667,2.5,3.83333333333,0.833333333333,3.83333333333,1.5,2.0,2.33333333333,5.18145833317,9.1444444445,6.722222222,59.69
104602526,2.5,443.0,1.16666666667,6.0,5.83333333333,2.66666666667,4.16666666667,5.5,42.0,6.16666666667,5.66666666667,19.8333333333,5.83333333333,4.83333333333,2.0,1.5,2.16666666667,8.28366013067,9.72222222217,8.44444444433,76.48
