username,active_num_days,active_sum_count,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,predict_score,real_score
104602027,4.0,413.0,3.5,1.33333333333,0.833333333333,1.33333333333,66.0685676678,57.3
104602028,2.5,658.333333333,4.16666666667,2.16666666667,1.16666666667,2.16666666667,86.1771553856,104.16
104602029,3.16666666667,564.0,7.0,1.83333333333,1.16666666667,2.16666666667,63.4313413092,67.13
104602030,1.0,446.333333333,4.0,1.5,0.833333333333,1.66666666667,66.6816220728,54.11
104602031,2.66666666667,382.166666667,5.33333333333,1.5,1.16666666667,1.66666666667,58.9034276334,50.2
104602032,0.333333333333,44.5,0.333333333333,0.333333333333,0.333333333333,0.333333333333,47.963121199,51.06
104602033,3.66666666667,681.0,3.66666666667,1.66666666667,1.0,1.66666666667,77.1571359278,82.94
104602035,2.33333333333,433.0,3.66666666667,1.83333333333,1.66666666667,2.33333333333,68.6569306558,80.48
104602037,2.83333333333,683.0,6.5,2.16666666667,1.33333333333,2.66666666667,73.4691704693,61.61
104602501,2.66666666667,411.833333333,1.83333333333,1.33333333333,0.833333333333,1.33333333333,71.7237203084,56.93
104602502,2.83333333333,931.333333333,3.33333333333,1.83333333333,1.33333333333,2.0,82.9665446331,67.38
104602503,1.5,377.0,3.5,1.33333333333,0.333333333333,1.33333333333,68.0561482444,48.27
104602504,2.66666666667,164.166666667,4.33333333333,1.83333333333,1.0,2.33333333333,66.7524117899,71.49
104602505,3.0,546.666666667,5.16666666667,1.66666666667,1.16666666667,2.0,65.6182329305,81.71
104602506,2.66666666667,520.0,6.5,1.83333333333,1.33333333333,2.16666666667,63.1451190203,63.62
104602507,1.33333333333,239.0,2.66666666667,1.66666666667,1.16666666667,1.83333333333,70.3001199533,39.87
104602508,3.16666666667,694.5,6.0,2.0,2.33333333333,3.0,60.7374153494,60.32
104602509,1.83333333333,336.666666667,4.16666666667,1.5,1.16666666667,1.66666666667,62.1689816175,47.45
104602510,2.33333333333,621.666666667,6.66666666667,2.0,1.33333333333,3.16666666667,62.903186558,70.1
104602511,2.66666666667,869.666666667,3.66666666667,1.83333333333,1.5,2.33333333333,77.2163773033,78.77
104602513,3.5,767.0,6.16666666667,2.0,1.5,2.16666666667,73.0316984533,93.69
104602514,3.66666666667,846.166666667,5.16666666667,2.16666666667,1.66666666667,3.0,76.885900553,74.75
104602515,2.66666666667,519.333333333,5.33333333333,1.5,0.833333333333,1.66666666667,63.604215635,60.84
104602516,4.16666666667,603.333333333,8.16666666667,2.0,1.66666666667,2.33333333333,60.8062416043,56.89
104602517,1.5,292.166666667,0.333333333333,0.166666666667,0.166666666667,0.166666666667,49.4374008081,82.97
104602519,1.66666666667,391.166666667,4.0,2.16666666667,1.16666666667,2.33333333333,80.9441301844,94.97
104602520,2.16666666667,524.666666667,0.666666666667,0.333333333333,0.333333333333,0.333333333333,55.4170348691,48.24
104602521,4.0,1410.33333333,4.5,2.16666666667,2.16666666667,2.83333333333,86.2609153336,80.87
104602522,4.0,825.833333333,8.5,2.0,1.5,2.16666666667,65.4664718324,59.34
104602524,1.83333333333,264.333333333,3.83333333333,1.83333333333,1.0,2.0,72.1095953115,68.02
104602525,1.83333333333,321.166666667,3.83333333333,1.5,2.0,2.33333333333,52.6787971844,59.69
104602526,2.5,443.0,4.83333333333,2.0,1.5,2.16666666667,72.2613553913,76.48
