username,active_num_days,active_sum_count,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,predict_score,real_score
104602024,1.66666666667,189.75,2.16666666667,0.75,0.5,0.833333333333,59.3355501736,72.67
104602025,2.08333333333,172.0,4.08333333333,1.33333333333,0.75,1.41666666667,67.5326914852,61.38
104602026,0.75,38.5833333333,0.0,0.0,0.0,0.0,47.1897267356,25.57
104602027,2.83333333333,265.333333333,3.16666666667,1.16666666667,0.75,1.16666666667,66.9578443018,57.3
104602028,1.41666666667,332.083333333,2.25,1.25,0.666666666667,1.25,73.4578790919,104.16
104602029,2.16666666667,294.666666667,5.16666666667,1.58333333333,1.16666666667,1.91666666667,68.4471900991,67.13
104602030,1.0,237.0,2.16666666667,0.833333333333,0.5,0.916666666667,61.7246449259,54.11
104602031,1.75,239.5,3.0,1.0,0.833333333333,1.08333333333,59.1358097294,50.2
104602032,0.166666666667,22.25,0.166666666667,0.166666666667,0.166666666667,0.166666666667,47.8793376137,51.06
104602033,2.33333333333,400.25,2.16666666667,1.0,0.583333333333,1.0,69.2887323682,82.94
104602035,1.75,266.5,4.08333333333,1.58333333333,1.5,2.16666666667,67.8266498555,80.48
104602037,2.16666666667,510.416666667,4.41666666667,1.66666666667,0.916666666667,1.91666666667,80.9132838252,61.61
104602501,2.58333333333,309.0,1.41666666667,0.833333333333,0.5,0.833333333333,67.2284607956,56.93
104602502,2.41666666667,534.583333333,3.25,1.58333333333,1.16666666667,1.75,77.6179481332,67.38
104602503,1.33333333333,277.25,3.16666666667,1.08333333333,0.5,1.08333333333,66.6106069447,48.27
104602504,2.58333333333,185.833333333,3.41666666667,1.58333333333,1.0,2.08333333333,79.2147325772,71.49
104602505,2.25,349.583333333,3.83333333333,1.41666666667,0.916666666667,1.66666666667,72.5969561087,81.71
104602506,1.83333333333,281.333333333,4.66666666667,1.41666666667,1.08333333333,1.75,65.5532584815,63.62
104602507,0.666666666667,119.5,1.5,1.0,0.75,1.08333333333,63.0238766908,39.87
104602508,2.5,529.666666667,4.16666666667,1.58333333333,1.66666666667,2.16666666667,69.1392988474,60.32
104602509,1.83333333333,328.25,2.25,0.916666666667,0.75,1.0,62.0790342672,47.45
104602510,2.33333333333,419.166666667,4.58333333333,1.41666666667,1.0,2.08333333333,73.6723335369,70.1
104602511,2.58333333333,686.833333333,3.08333333333,1.33333333333,1.16666666667,1.66666666667,73.8810659691,78.77
104602513,3.0,485.75,5.58333333333,1.58333333333,1.25,2.0,70.1159855444,93.69
104602514,2.66666666667,440.416666667,4.5,1.58333333333,1.25,2.16666666667,74.8394994662,74.75
104602515,1.75,271.833333333,3.66666666667,0.916666666667,0.5,1.0,60.5466933446,60.84
104602516,3.41666666667,376.416666667,5.58333333333,1.58333333333,1.33333333333,1.83333333333,65.9534907057,56.89
104602517,1.25,188.25,0.166666666667,0.0833333333333,0.0833333333333,0.0833333333333,50.6459675166,82.97
104602519,1.91666666667,341.0,4.25,1.75,1.25,2.25,77.9897747657,94.97
104602520,2.25,494.0,1.75,0.583333333333,0.333333333333,0.583333333333,62.6247694664,48.24
104602521,2.91666666667,839.0,3.83333333333,1.75,1.58333333333,2.16666666667,80.7494214877,80.87
104602522,3.66666666667,665.666666667,7.08333333333,1.66666666667,1.58333333333,2.25,66.2175766568,59.34
104602524,1.5,187.0,3.0,1.41666666667,0.833333333333,1.5,72.1472193881,68.02
104602525,0.916666666667,160.583333333,2.66666666667,1.0,1.16666666667,1.41666666667,55.1891900942,59.69
104602526,1.58333333333,249.416666667,2.58333333333,1.08333333333,0.833333333333,1.16666666667,63.4078531995,76.48
