username,week,mt_practice_sum,mt_unit_sum,first_three_week_homework_complete_num,last_three_week_homework_complete_num,mt_online_num_day,mt_online_practice_num_day,repeat_num
Y1050189,4,4,3,0,3,1,3,1
Y1050189,5,5,3,0,3,3,4,2
Y1050190,1,20,4,4,0,1,12,4
Y1050190,2,9,3,3,0,1,6,2
Y1050190,3,6,3,3,0,1,6,3
Y1050190,4,6,3,0,3,2,4,1
Y1050190,5,2,2,0,2,1,2,0
Y1050191,1,-1,-1,-1,-1,-1,-1,-1
Y1050191,2,1,1,1,0,1,1,0
Y1050191,3,-1,-1,-1,-1,-1,-1,-1
Y1050191,4,-1,-1,-1,-1,-1,-1,-1
Y1050191,5,-1,-1,-1,-1,-1,-1,-1
Y1050192,1,23,4,4,0,3,10,4
Y1050192,2,11,3,3,0,13,4,3
Y1050192,3,13,3,3,0,13,4,3
Y1050192,4,22,3,0,3,3,7,3
Y1050192,5,10,3,0,3,1,3,2
Y1050193,1,2,2,2,0,1,2,0
Y1050193,2,-1,-1,-1,-1,-1,-1,-1
Y1050193,3,-1,-1,-1,-1,-1,-1,-1
Y1050193,4,-1,-1,-1,-1,-1,-1,-1
Y1050193,5,-1,-1,-1,-1,-1,-1,-1
Y1050194,1,3,3,3,0,1,3,0
Y1050194,2,-1,-1,-1,-1,-1,-1,-1
Y1050194,3,-1,-1,-1,-1,-1,-1,-1
Y1050194,4,-1,-1,-1,-1,-1,-1,-1
Y1050194,5,-1,-1,-1,-1,-1,-1,-1
Y1050195,1,5,4,4,0,1,5,1
Y1050195,2,2,2,2,0,1,2,0
Y1050195,3,-1,-1,-1,-1,-1,-1,-1
Y1050195,4,-1,-1,-1,-1,-1,-1,-1
Y1050195,5,1,1,0,1,1,1,0
Y1050197,1,9,3,3,0,1,4,3
Y1050197,2,3,3,3,0,1,3,0
Y1050197,3,4,3,3,0,8,3,1
Y1050197,4,1,1,0,1,1,1,0
Y1050197,5,3,3,0,3,1,3,0
Y1050199,1,29,4,4,0,1,10,4
Y1050199,2,13,3,3,0,3,4,3
Y1050199,3,9,3,3,0,7,3,3
Y1050199,4,-1,-1,-1,-1,-1,-1,-1
Y1050199,5,-1,-1,-1,-1,-1,-1,-1
Y1050200,1,14,4,4,0,5,4,4
Y1050200,2,-1,-1,-1,-1,-1,-1,-1
Y1050200,3,-1,-1,-1,-1,-1,-1,-1
Y1050200,4,-1,-1,-1,-1,-1,-1,-1
Y1050200,5,-1,-1,-1,-1,-1,-1,-1
Y1050201,1,4,2,2,0,3,2,2
Y1050201,2,-1,-1,-1,-1,-1,-1,-1
Y1050201,3,-1,-1,-1,-1,-1,-1,-1
Y1050201,4,9,3,0,3,3,6,3
Y1050201,5,11,3,0,3,3,5,2
Y1050202,1,6,4,4,0,1,6,2
Y1050202,2,-1,-1,-1,-1,-1,-1,-1
Y1050202,3,-1,-1,-1,-1,-1,-1,-1
Y1050202,4,6,3,0,3,3,4,2
Y1050202,5,3,3,0,3,1,3,0
Y1050204,1,-1,-1,-1,-1,-1,-1,-1
Y1050204,2,-1,-1,-1,-1,-1,-1,-1
Y1050204,3,-1,-1,-1,-1,-1,-1,-1
Y1050204,4,1,1,0,1,1,1,0
Y1050204,5,2,2,0,2,1,2,0
Y1050205,1,2,2,2,0,1,2,0
Y1050205,2,-1,-1,-1,-1,-1,-1,-1
Y1050205,3,-1,-1,-1,-1,-1,-1,-1
Y1050205,4,8,3,0,3,1,3,3
Y1050205,5,4,3,0,3,1,3,1
Y1050206,1,4,4,4,0,1,4,0
Y1050206,2,-1,-1,-1,-1,-1,-1,-1
Y1050206,3,-1,-1,-1,-1,-1,-1,-1
Y1050206,4,-1,-1,-1,-1,-1,-1,-1
Y1050206,5,-1,-1,-1,-1,-1,-1,-1
Y1050208,1,7,3,3,0,1,7,2
Y1050208,2,-1,-1,-1,-1,-1,-1,-1
Y1050208,3,-1,-1,-1,-1,-1,-1,-1
Y1050208,4,11,3,0,3,1,3,3
Y1050208,5,7,3,0,3,3,3,2
Y1050209,1,9,4,4,0,1,8,4
Y1050209,2,3,3,3,0,1,3,0
Y1050209,3,5,3,3,0,2,4,2
Y1050209,4,7,3,0,3,2,5,2
Y1050209,5,3,3,0,3,1,3,0
Y1050211,1,9,4,4,0,9,4,3
Y1050211,2,-1,-1,-1,-1,-1,-1,-1
Y1050211,3,-1,-1,-1,-1,-1,-1,-1
Y1050211,4,-1,-1,-1,-1,-1,-1,-1
Y1050211,5,-1,-1,-1,-1,-1,-1,-1
Y1050214,1,2,2,2,0,1,2,0
Y1050214,2,-1,-1,-1,-1,-1,-1,-1
Y1050214,3,1,1,1,0,1,1,0
Y1050214,4,-1,-1,-1,-1,-1,-1,-1
Y1050214,5,-1,-1,-1,-1,-1,-1,-1
Y1050219,1,6,4,4,0,1,6,2
Y1050219,2,-1,-1,-1,-1,-1,-1,-1
Y1050219,3,-1,-1,-1,-1,-1,-1,-1
Y1050219,4,-1,-1,-1,-1,-1,-1,-1
Y1050219,5,-1,-1,-1,-1,-1,-1,-1
Y1050221,1,6,4,4,0,1,6,2
Y1050221,2,1,1,1,0,1,1,0
Y1050221,3,1,1,1,0,1,1,0
Y1050221,4,6,3,0,3,3,4,3
Y1050221,5,5,3,0,3,2,4,1
Y1050223,1,3,3,3,0,1,3,0
Y1050223,2,-1,-1,-1,-1,-1,-1,-1
Y1050223,3,-1,-1,-1,-1,-1,-1,-1
Y1050223,4,-1,-1,-1,-1,-1,-1,-1
Y1050223,5,-1,-1,-1,-1,-1,-1,-1
Y1050224,1,6,4,4,0,1,4,2
Y1050224,2,-1,-1,-1,-1,-1,-1,-1
Y1050224,3,-1,-1,-1,-1,-1,-1,-1
Y1050224,4,-1,-1,-1,-1,-1,-1,-1
Y1050224,5,-1,-1,-1,-1,-1,-1,-1
Y1050225,1,5,3,3,0,1,5,2
Y1050225,2,1,1,1,0,1,1,0
Y1050225,3,3,3,3,0,1,3,0
Y1050225,4,4,3,0,3,2,4,1
Y1050225,5,12,3,0,3,6,6,3
Y1050226,1,2,2,2,0,1,2,0
Y1050226,2,-1,-1,-1,-1,-1,-1,-1
Y1050226,3,-1,-1,-1,-1,-1,-1,-1
Y1050226,4,-1,-1,-1,-1,-1,-1,-1
Y1050226,5,-1,-1,-1,-1,-1,-1,-1
Y1050227,1,2,2,2,0,1,2,0
Y1050227,2,-1,-1,-1,-1,-1,-1,-1
Y1050227,3,-1,-1,-1,-1,-1,-1,-1
Y1050227,4,-1,-1,-1,-1,-1,-1,-1
Y1050227,5,-1,-1,-1,-1,-1,-1,-1
Y1050228,1,4,4,4,0,1,4,0
Y1050228,2,-1,-1,-1,-1,-1,-1,-1
Y1050228,3,-1,-1,-1,-1,-1,-1,-1
Y1050228,4,3,3,0,3,1,3,0
Y1050228,5,3,3,0,3,1,3,0
Y1050229,1,7,4,4,0,1,6,2
Y1050229,2,18,3,3,0,1,9,3
Y1050229,3,9,3,3,0,1,4,3
Y1050229,4,10,3,0,3,6,6,3
Y1050229,5,7,3,0,3,1,3,2
Y1050231,1,6,2,2,0,5,2,2
Y1050231,2,-1,-1,-1,-1,-1,-1,-1
Y1050231,3,-1,-1,-1,-1,-1,-1,-1
Y1050231,4,-1,-1,-1,-1,-1,-1,-1
Y1050231,5,-1,-1,-1,-1,-1,-1,-1
Y1050234,1,10,2,2,0,9,2,2
Y1050234,2,-1,-1,-1,-1,-1,-1,-1
Y1050234,3,-1,-1,-1,-1,-1,-1,-1
Y1050234,4,-1,-1,-1,-1,-1,-1,-1
Y1050234,5,-1,-1,-1,-1,-1,-1,-1
Y1050235,1,4,2,2,0,3,2,2
Y1050235,2,-1,-1,-1,-1,-1,-1,-1
Y1050235,3,-1,-1,-1,-1,-1,-1,-1
Y1050235,4,-1,-1,-1,-1,-1,-1,-1
Y1050235,5,-1,-1,-1,-1,-1,-1,-1
Y1050236,1,16,4,4,0,1,10,4
Y1050236,2,10,3,3,0,10,3,2
Y1050236,3,7,1,1,0,8,1,1
Y1050236,4,-1,-1,-1,-1,-1,-1,-1
Y1050236,5,-1,-1,-1,-1,-1,-1,-1
Y1050238,1,35,4,4,0,23,10,4
Y1050238,2,3,3,3,0,1,3,0
Y1050238,3,1,1,1,0,1,1,0
Y1050238,4,-1,-1,-1,-1,-1,-1,-1
Y1050238,5,-1,-1,-1,-1,-1,-1,-1
Y1050239,1,2,2,2,0,1,2,0
Y1050239,2,-1,-1,-1,-1,-1,-1,-1
Y1050239,3,-1,-1,-1,-1,-1,-1,-1
Y1050239,4,-1,-1,-1,-1,-1,-1,-1
Y1050239,5,-1,-1,-1,-1,-1,-1,-1
Y1050240,1,11,3,3,0,9,3,2
Y1050240,2,-1,-1,-1,-1,-1,-1,-1
Y1050240,3,-1,-1,-1,-1,-1,-1,-1
Y1050240,4,-1,-1,-1,-1,-1,-1,-1
Y1050240,5,-1,-1,-1,-1,-1,-1,-1
Y1050241,1,3,2,2,0,4,2,1
Y1050241,2,-1,-1,-1,-1,-1,-1,-1
Y1050241,3,-1,-1,-1,-1,-1,-1,-1
Y1050241,4,-1,-1,-1,-1,-1,-1,-1
Y1050241,5,-1,-1,-1,-1,-1,-1,-1
Y1050242,1,2,2,2,0,1,2,0
Y1050242,2,-1,-1,-1,-1,-1,-1,-1
Y1050242,3,-1,-1,-1,-1,-1,-1,-1
Y1050242,4,-1,-1,-1,-1,-1,-1,-1
Y1050242,5,-1,-1,-1,-1,-1,-1,-1
Y1050246,1,8,4,4,0,1,6,3
Y1050246,2,9,3,3,0,8,5,2
Y1050246,3,4,2,2,0,6,2,2
Y1050246,4,-1,-1,-1,-1,-1,-1,-1
Y1050246,5,-1,-1,-1,-1,-1,-1,-1
Y1050247,1,14,4,4,0,1,8,4
Y1050247,2,6,3,3,0,1,4,2
Y1050247,3,2,2,2,0,1,2,0
Y1050247,4,-1,-1,-1,-1,-1,-1,-1
Y1050247,5,-1,-1,-1,-1,-1,-1,-1
Y1050248,1,7,4,4,0,5,4,2
Y1050248,2,1,1,1,0,1,1,0
Y1050248,3,-1,-1,-1,-1,-1,-1,-1
Y1050248,4,-1,-1,-1,-1,-1,-1,-1
Y1050248,5,-1,-1,-1,-1,-1,-1,-1
Y1050249,1,22,3,3,0,19,4,3
Y1050249,2,-1,-1,-1,-1,-1,-1,-1
Y1050249,3,-1,-1,-1,-1,-1,-1,-1
Y1050249,4,-1,-1,-1,-1,-1,-1,-1
Y1050249,5,-1,-1,-1,-1,-1,-1,-1
Y1050250,1,10,3,3,0,20,3,3
Y1050250,2,-1,-1,-1,-1,-1,-1,-1
Y1050250,3,-1,-1,-1,-1,-1,-1,-1
Y1050250,4,-1,-1,-1,-1,-1,-1,-1
Y1050250,5,-1,-1,-1,-1,-1,-1,-1
Y1050253,1,5,3,3,0,1,5,2
Y1050253,2,-1,-1,-1,-1,-1,-1,-1
Y1050253,3,-1,-1,-1,-1,-1,-1,-1
Y1050253,4,-1,-1,-1,-1,-1,-1,-1
Y1050253,5,-1,-1,-1,-1,-1,-1,-1
Y1050254,1,9,3,3,0,19,5,2
Y1050254,2,1,1,1,0,1,1,0
Y1050254,3,-1,-1,-1,-1,-1,-1,-1
Y1050254,4,-1,-1,-1,-1,-1,-1,-1
Y1050254,5,-1,-1,-1,-1,-1,-1,-1
Y1050255,1,11,4,4,0,3,6,4
Y1050255,2,7,3,3,0,2,4,2
Y1050255,3,5,3,3,0,2,4,2
Y1050255,4,-1,-1,-1,-1,-1,-1,-1
Y1050255,5,-1,-1,-1,-1,-1,-1,-1
Y1050256,1,7,4,4,0,3,4,3
Y1050256,2,3,2,2,0,2,2,1
Y1050256,3,-1,-1,-1,-1,-1,-1,-1
Y1050256,4,-1,-1,-1,-1,-1,-1,-1
Y1050256,5,-1,-1,-1,-1,-1,-1,-1
Y1050257,1,2,2,2,0,1,2,0
Y1050257,2,-1,-1,-1,-1,-1,-1,-1
Y1050257,3,-1,-1,-1,-1,-1,-1,-1
Y1050257,4,-1,-1,-1,-1,-1,-1,-1
Y1050257,5,-1,-1,-1,-1,-1,-1,-1
Y1050258,1,2,2,2,0,1,2,0
Y1050258,2,-1,-1,-1,-1,-1,-1,-1
Y1050258,3,-1,-1,-1,-1,-1,-1,-1
Y1050258,4,-1,-1,-1,-1,-1,-1,-1
Y1050258,5,-1,-1,-1,-1,-1,-1,-1
Y1050259,1,6,4,4,0,1,6,2
Y1050259,2,6,3,3,0,11,3,3
Y1050259,3,4,3,3,0,2,3,1
Y1050259,4,4,3,0,3,4,4,1
Y1050259,5,3,3,0,3,1,3,0
Y1050261,1,4,4,4,0,1,4,0
Y1050261,2,3,3,3,0,1,3,0
Y1050261,3,1,1,1,0,1,1,0
Y1050261,4,3,3,0,3,1,3,0
Y1050261,5,3,3,0,3,1,3,0
Y1050262,1,4,4,4,0,1,4,0
Y1050262,2,1,1,1,0,1,1,0
Y1050262,3,-1,-1,-1,-1,-1,-1,-1
Y1050262,4,-1,-1,-1,-1,-1,-1,-1
Y1050262,5,-1,-1,-1,-1,-1,-1,-1
Y1050264,1,1,1,1,0,1,1,0
Y1050264,2,-1,-1,-1,-1,-1,-1,-1
Y1050264,3,-1,-1,-1,-1,-1,-1,-1
Y1050264,4,-1,-1,-1,-1,-1,-1,-1
Y1050264,5,-1,-1,-1,-1,-1,-1,-1
Y1050266,1,6,4,4,0,3,4,2
Y1050266,2,-1,-1,-1,-1,-1,-1,-1
Y1050266,3,-1,-1,-1,-1,-1,-1,-1
Y1050266,4,-1,-1,-1,-1,-1,-1,-1
Y1050266,5,-1,-1,-1,-1,-1,-1,-1
Y1050267,1,6,4,4,0,1,6,2
Y1050267,2,1,1,1,0,1,1,0
Y1050267,3,-1,-1,-1,-1,-1,-1,-1
Y1050267,4,-1,-1,-1,-1,-1,-1,-1
Y1050267,5,-1,-1,-1,-1,-1,-1,-1
Y1050270,1,7,4,4,0,9,4,3
Y1050270,2,6,3,3,0,2,3,3
Y1050270,3,3,3,3,0,1,3,0
Y1050270,4,-1,-1,-1,-1,-1,-1,-1
Y1050270,5,-1,-1,-1,-1,-1,-1,-1
Y1050273,1,6,4,4,0,1,6,2
Y1050273,2,3,3,3,0,1,3,0
Y1050273,3,5,3,3,0,2,4,2
Y1050273,4,-1,-1,-1,-1,-1,-1,-1
Y1050273,5,-1,-1,-1,-1,-1,-1,-1
Y9999986,1,-1,-1,-1,-1,-1,-1,-1
Y9999986,2,3,2,2,0,2,2,1
Y9999986,3,-1,-1,-1,-1,-1,-1,-1
Y9999986,4,-1,-1,-1,-1,-1,-1,-1
Y9999986,5,-1,-1,-1,-1,-1,-1,-1
Y9999993,1,2,2,2,0,1,2,0
Y9999993,2,-1,-1,-1,-1,-1,-1,-1
Y9999993,3,-1,-1,-1,-1,-1,-1,-1
Y9999993,4,-1,-1,-1,-1,-1,-1,-1
Y9999993,5,-1,-1,-1,-1,-1,-1,-1
