username,week
Y1050388,1
Y1050388,2
Y1050388,3
Y1050390,1
Y1050390,2
Y1050390,3
Y1050391,1
Y1050391,2
Y1050391,3
Y1050394,1
Y1050394,2
Y1050394,3
Y1050395,1
Y1050395,2
Y1050395,3
Y1050396,1
Y1050396,2
Y1050396,3
Y1050398,1
Y1050398,2
Y1050398,3
Y1050400,1
Y1050400,2
Y1050400,3
Y1050401,1
Y1050401,2
Y1050401,3
Y1050403,1
Y1050403,2
Y1050403,3
Y1050406,1
Y1050406,2
Y1050406,3
Y1050407,1
Y1050407,2
Y1050407,3
Y1050408,1
Y1050408,2
Y1050408,3
Y1050410,1
Y1050410,2
Y1050410,3
Y1050411,1
Y1050411,2
Y1050411,3
Y1050412,1
Y1050412,2
Y1050412,3
Y1050413,1
Y1050413,2
Y1050413,3
Y1050414,1
Y1050414,2
Y1050414,3
Y1050415,1
Y1050415,2
Y1050415,3
Y1050416,1
Y1050416,2
Y1050416,3
Y1050417,1
Y1050417,2
Y1050417,3
Y1050418,1
Y1050418,2
Y1050418,3
Y1050420,1
Y1050420,2
Y1050420,3
Y1050421,1
Y1050421,2
Y1050421,3
Y1050422,1
Y1050422,2
Y1050422,3
Y1050423,1
Y1050423,2
Y1050423,3
Y1050424,1
Y1050424,2
Y1050424,3
Y1050425,1
Y1050425,2
Y1050425,3
Y1050426,1
Y1050426,2
Y1050426,3
Y1050427,1
Y1050427,2
Y1050427,3
Y1050428,1
Y1050428,2
Y1050428,3
Y1050429,1
Y1050429,2
Y1050429,3
Y1050432,1
Y1050432,2
Y1050432,3
Y1050434,1
Y1050434,2
Y1050434,3
Y1050436,1
Y1050436,2
Y1050436,3
Y1050437,1
Y1050437,2
Y1050437,3
Y1050438,1
Y1050438,2
Y1050438,3
Y1050439,1
Y1050439,2
Y1050439,3
Y1050440,1
Y1050440,2
Y1050440,3
Y1050442,1
Y1050442,2
Y1050442,3
Y1050443,1
Y1050443,2
Y1050443,3
Y1050444,1
Y1050444,2
Y1050444,3
Y1050445,1
Y1050445,2
Y1050445,3
Y1050447,1
Y1050447,2
Y1050447,3
Y1050448,1
Y1050448,2
Y1050448,3
Y1050449,1
Y1050449,2
Y1050449,3
Y1050450,1
Y1050450,2
Y1050450,3
Y1050452,1
Y1050452,2
Y1050452,3
Y1050453,1
Y1050453,2
Y1050453,3
Y1050454,1
Y1050454,2
Y1050454,3
Y9999984,1
Y9999984,2
Y9999984,3
Y9999985,1
Y9999985,2
Y9999985,3
ariel880505,1
ariel880505,2
ariel880505,3
bryanlee,1
bryanlee,2
bryanlee,3
chunghsing,1
chunghsing,2
chunghsing,3
dahua,1
dahua,2
dahua,3
gaoshi,1
gaoshi,2
gaoshi,3
guest,1
guest,2
guest,3
jiangong,1
jiangong,2
jiangong,3
jinhe,1
jinhe,2
jinhe,3
koso019003,1
koso019003,2
koso019003,3
lioho,1
lioho,2
lioho,3
peter94135,1
peter94135,2
peter94135,3
pingzhen,1
pingzhen,2
pingzhen,3
staff,1
staff,2
staff,3
wanfang,1
wanfang,2
wanfang,3
Y1050285,1
Y1050285,2
Y1050285,3
Y1050288,1
Y1050288,2
Y1050288,3
Y1050290,1
Y1050290,2
Y1050290,3
Y1050309,1
Y1050309,2
Y1050309,3
Y1050343,1
Y1050343,2
Y1050343,3
Y1050363,1
Y1050363,2
Y1050363,3
Y1050389,1
Y1050389,2
Y1050389,3
Y1050392,1
Y1050392,2
Y1050392,3
Y1050393,1
Y1050393,2
Y1050393,3
Y1050397,1
Y1050397,2
Y1050397,3
Y1050399,1
Y1050399,2
Y1050399,3
Y1050402,1
Y1050402,2
Y1050402,3
Y1050404,1
Y1050404,2
Y1050404,3
Y1050405,1
Y1050405,2
Y1050405,3
Y1050409,1
Y1050409,2
Y1050409,3
Y1050419,1
Y1050419,2
Y1050419,3
Y1050430,1
Y1050430,2
Y1050430,3
Y1050431,1
Y1050431,2
Y1050431,3
Y1050433,1
Y1050433,2
Y1050433,3
Y1050435,1
Y1050435,2
Y1050435,3
Y1050441,1
Y1050441,2
Y1050441,3
Y1050446,1
Y1050446,2
Y1050446,3
Y1050451,1
Y1050451,2
Y1050451,3
