,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16
watched_time_hour,0.116231446698,-0.140235689108,0.0365932523256,-0.154243506715,0.209613847301,-0.0452194218316,-0.0223156109903,0.049741060138,0.154251513744,-0.177082264895,0.0893369356297,0.0536827333866,-0.144329325364,-0.454041888023,-0.485054043307,0.476010938848
watched_time_weekday,0.0854572399878,-0.0728367327891,0.049373521358,-0.287366759798,0.281711608684,0.0641858239938,0.187820731236,0.188557330536,0.0927031121487,0.290093666091,0.213327272216,-0.227618521556,0.0129684849336,0.181820256788,-0.214197183936,-0.21065058943
seek_video_sum,0.161191768665,-0.0231292847196,-0.0280820236325,-0.0956196589216,-0.235005380874,0.0582740975834,-0.0235610136646,0.0377201476275,0.113145191265,0.0354933573575,0.0227839349783,-0.105202625965,0.0215295341688,-0.104419470676,0.0728545627729,0.160933383932
seek_video_avg,0.151853192205,0.0042317892259,-0.0554099712017,-0.229571877364,0.0419466461932,-0.0702118298591,-0.0367832612898,0.0125025964713,0.00146517071446,-0.0723988298947,0.0157574511463,-0.0974533607236,0.0215598880939,-0.271584864406,0.0841155516187,0.0787268227125
pause_video_sum,0.165624711489,-0.100123061654,0.0142278355033,-0.0361134297023,-0.155476706535,0.149814536651,-0.0144125733257,0.00429873951034,0.137123972924,0.0220047047039,-0.027138441991,-0.152820420967,0.0223262264509,-0.0200986085375,-0.00978695078661,-0.0369979351925
pause_video_avg,0.148922718824,-0.100240815728,0.0193789885586,-0.197805216853,0.207530719384,0.0517063807347,-0.0363129555286,0.0237181987872,0.0848476599399,0.0364823917351,-0.0452035641694,-0.144435762481,-0.0282705430083,0.0886267082796,-0.0522986342267,-0.242432647622
stop_video_sum,0.130944278032,-0.110403561751,0.293505546975,0.0682415761916,-0.106700346666,0.0567326968323,0.0614373615486,0.0416196493743,0.0691152112685,-0.0246850829434,-0.040951747708,0.144376084384,-0.139022931228,-0.238548557512,0.194253140983,-0.103144798318
stop_video_avg,0.0912689906973,-0.0858262300875,0.396089627375,-0.0504084983194,0.111722446643,-0.0886721818407,0.138569755505,0.0568231606167,0.0606750520556,0.0808453076369,-0.0464891482868,0.286446053274,-0.112569677945,0.218129741549,0.116533413687,0.181436176361
video_forward_seek_sum,0.123580999655,0.127188805065,-0.170671591981,-0.150848435122,-0.207448911985,-0.0924780165972,0.232218854526,-0.10863436086,0.147029244758,0.0301566657618,-0.239519048497,0.163577813145,0.0206328692145,0.0827217972716,-0.164458299109,-0.0194220905034
video_forward_seek_avg,0.109725034837,0.131243475259,-0.185677067696,-0.216058952661,-0.0387381962797,-0.197029869033,0.216699760165,-0.157752616954,0.0305702930819,-0.152098951576,-0.266425643814,0.262566290704,-0.011071964401,-0.136112542247,-0.0349885845306,-0.195779881269
video_backward_seek_sum,0.141422879346,0.133056586039,-0.00473991927509,-0.0429673855095,-0.250081080409,-0.167610655467,-0.0694668783205,0.163585210339,0.00896121421262,0.0466620593448,0.317916129137,0.000745148161529,-0.0790421372678,0.0993670508239,0.0783051701786,0.0197586266373
video_backward_seek_avg,0.131242938802,0.153171264093,-0.00973460547941,-0.131241699973,-0.065891846086,-0.293412697772,-0.075283384391,0.0878975870217,-0.0929818217359,-0.100621218907,0.430088339016,-0.00499521446679,-0.0897473817861,0.00296026651579,0.0771434136376,0.00526713466465
video_pause_forward_seek_sum,0.156480864549,0.105945574103,0.0215656973615,0.203859329503,0.070795344982,0.115478476766,-0.0605057739608,0.0504294644973,0.0115223551721,0.0246837725903,-0.0749237946204,-0.171750173457,0.00784230132051,0.0713978622914,0.0556636006418,0.214315228964
video_pause_forward_seek_avg,0.14257498586,0.137112639623,0.0356917041639,0.118264911767,0.279938474489,0.0106737985854,-0.0243982458251,-0.0169869962488,-0.0132602762567,-0.0389621569815,-0.0637886573341,-0.259361915137,-0.000315592342184,0.0110868595068,0.27621128056,0.155636398115
video_pause_backward_seek_sum,0.135173006425,0.0947929454451,0.0725376217825,0.237271388485,0.0330217264708,0.236059172993,-0.132439159298,-0.0679151466951,-0.0868700062973,0.131103043306,0.0135613034989,0.243166565828,-0.00627792391309,-0.0846883515857,-0.261121869797,-0.164519992963
video_pause_backward_seek_avg,0.130380974568,0.113127996838,0.0738710606762,0.199407185522,0.179577304231,0.175217595222,-0.12658115864,-0.14527553562,-0.135710949471,0.095283066921,0.0238746097631,0.250022189601,0.0306351439547,-0.133761294989,-0.260925856491,-0.244149212547
video_stop_backward_seek_sum,0.102902665835,-0.0797550477337,0.229083975392,-0.070671457666,-0.256893837171,-0.196913526529,-0.111286896709,-0.0942192395644,-0.235229104803,0.120992101304,-0.164092975615,-0.295812914928,0.0778102215571,-0.246952708129,0.0475218550732,-0.269724753764
video_stop_backward_seek_avg,0.0688818804085,-0.0492026357008,0.257622771452,-0.137600571793,-0.0689559767912,-0.312376496174,-0.156726509032,-0.156541889256,-0.379238975552,0.214353600597,-0.203525652265,-0.106133786477,0.389294668088,0.110132894951,-0.25678602584,0.241781420591
all_type_video_forward_seek_sum,0.166679366878,0.134941336073,-0.0721702565466,0.0590256679959,-0.0581060245799,0.0298773059594,0.0774368942978,-0.0214227243446,0.0821623789665,0.0315964200297,-0.171394855859,-0.0313188309531,0.0157106403587,0.0892725637404,-0.0463597442193,0.132512064976
all_type_video_forward_seek_avg,0.154121901828,0.161517897064,-0.0714044101608,-0.0306543593229,0.171403272943,-0.0943813020868,0.0950868403612,-0.0929026001815,0.00668727616599,-0.105223774736,-0.181273553773,-0.0419130818135,-0.00588930321896,-0.0627766579522,0.170805023237,0.0052844226769
all_type_video_backward_seek_sum,0.159110242262,0.132940616538,0.0313548859496,0.0692084115147,-0.167083573272,-0.0215426678015,-0.107238062813,0.0851629345747,-0.0345634799278,0.0907187204013,0.227650904587,0.0987766501373,-0.0572048263514,0.0300564667323,-0.0547577951551,-0.0604996250607
all_type_video_backward_seek_avg,0.15470285503,0.160634513053,0.0308215042894,-0.0124110179904,0.0284259895558,-0.145860370288,-0.11394316548,-0.0023507777595,-0.135876988521,-0.0274979863092,0.321466366111,0.103003738514,-0.0438088287929,-0.0537050426199,-0.0629154131185,-0.0972160430094
all_type_video_seek_sum,0.169789443786,0.138996885825,-0.036166945651,0.0649195425047,-0.100775767839,0.0117824310069,0.0113864755189,0.0175263679312,0.0415962977481,0.0547481228151,-0.0288178441568,0.0160373746394,-0.0108969670607,0.0703862157012,-0.0511380540435,0.0653150539063
all_type_video_seek_avg,0.161710115889,0.168923277089,-0.0373500948152,-0.025434116169,0.127196692353,-0.117767602719,0.0230164020209,-0.0641562260217,-0.0452501385471,-0.0817684382943,-0.00566706241749,0.009200994194,-0.0200706597961,-0.0624555052318,0.0933075980503,-0.0320345994476
video_pause_sum,0.16079389792,0.0884518531651,0.0323618123734,0.201291193781,0.044103473142,0.152073476249,-0.0784796354653,0.0177300353048,-0.00140499313783,0.0525141098898,-0.0551101302385,-0.0842292114598,0.0102756845686,0.0318411018584,-0.0346165924889,0.098495008444
video_pause_avg,0.151542297134,0.119262086364,0.0416534339329,0.119548499268,0.273352336724,0.0532901077365,-0.0574509539332,-0.0474941903528,-0.0396421562167,-0.000675104159275,-0.0500032833041,-0.152120901697,0.0119684648839,-0.0141122215626,0.12138135947,0.0208901714151
video_stop_sum,0.129524027094,-0.11604478427,0.299828467103,0.0601257163144,-0.110719183006,0.0411133051751,0.0618085072684,0.0394733651074,0.0470627419081,-0.0138596480686,-0.0526774844144,0.118600006136,-0.107684807486,-0.253294777727,0.189255405783,-0.134852845057
video_stop_avg,0.0908739566127,-0.091333739582,0.401366795701,-0.0567511239204,0.104717850574,-0.104180730777,0.133114523683,0.0520304667053,0.029476203791,0.0966767029273,-0.0593861268696,0.265137679033,-0.0623928144533,0.204156382685,0.106339663604,0.15924543896
video_play_sum,0.172194690365,0.122105611952,-0.0323848457496,0.056898113235,-0.107517108251,0.0228711386125,0.0101675741966,0.0173298968756,0.0505925485579,0.0534526379127,-0.0285040219146,0.00742655867501,-0.00893118316358,0.0620874130294,-0.0472125148163,0.0591099190094
video_play_avg,0.164570169177,0.152259583965,-0.033019733716,-0.0401153071889,0.135819381549,-0.108956222864,0.0199253987703,-0.0578871938881,-0.0370743169129,-0.0738633436122,-0.00886938881446,0.00395888871613,-0.0213852504847,-0.0546549152374,0.0854927866029,-0.0453154381379
video_events_sum,0.171836973932,0.12149300151,-0.017063239114,0.0950924880491,-0.071499858639,0.0496833808038,-0.00969300249692,0.0179962714016,0.0359680439886,0.0543711313094,-0.0356239978136,-0.0100201151854,-0.00597923756783,0.0573062118225,-0.0451475832941,0.0706602770947
video_events_avg,0.164151457036,0.152778575327,-0.0141584504445,0.00255396684389,0.168899411254,-0.0762504233776,0.00397644725164,-0.0584371112111,-0.0412497368991,-0.0599136273367,-0.0181594487166,-0.0292914822899,-0.0137835623629,-0.0472780346025,0.0995112534728,-0.023962942835
mt_practice_sum,0.109923460303,-0.251059119366,-0.170770113465,0.202765711409,0.0325601388983,-0.201153345082,0.0564023340821,0.0232409770534,-0.0106379475345,0.119270214018,-0.000828848668101,-0.00404132383205,-0.0990290217941,-0.0154127221489,0.00333373455022,-0.000784665521778
mt_unit_sum,0.109923460303,-0.251059119366,-0.170770113465,0.202765711409,0.0325601388983,-0.201153345082,0.0564023340821,0.0232409770534,-0.0106379475345,0.119270214018,-0.000828848668101,-0.00404132383205,-0.0990290217941,-0.0154127221489,0.00333373455022,-0.000784665521778
mt_online_num_day,0.109905282518,-0.232240218354,-0.155758851883,0.209351400458,0.0331410493733,-0.203860399885,0.016410754651,0.040157418158,-0.00966352297994,0.0854710918493,-0.0242225634537,-0.00944162740174,-0.109786842579,0.0392490214483,0.0211976039492,-0.0203126172288
mt_online_practice_num_day,0.109923460303,-0.251059119366,-0.170770113465,0.202765711409,0.0325601388983,-0.201153345082,0.0564023340821,0.0232409770534,-0.0106379475345,0.119270214018,-0.000828848668101,-0.00404132383205,-0.0990290217941,-0.0154127221489,0.00333373455022,-0.000784665521778
hw_mean,0.110021973113,-0.236513262581,-0.161289609689,0.206728454414,0.0506219643063,-0.150025261362,0.102264178521,0.0279292058096,-0.0331022150164,0.0585580631053,0.0126818591973,0.0250008696127,0.115293961091,-0.0150072011481,-0.0562086450935,-0.0401185196949
qz_mean,0.11897045332,-0.131974990008,-0.0729145221002,0.0493318691973,0.0903505938524,0.0501186438275,0.0716395020095,0.127813243715,0.132322088289,-0.0785051049574,0.209843588067,0.246484956952,0.814463497915,-0.126739122605,0.207147512936,0.0119424086517
Regression P>|t|,0.0,0.0,0.0,0.0,0.0,0.025,0.001,0.0,0.003,0.774,0.0,0.0,0.0,0.151,0.016,0.085
