,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13
video_play_sum,0.1904192212,0.0619074823797,-0.00383030455657,-0.111111861587,0.112412042815,-0.00727952598575,0.0811456425506,-0.0428624755486,0.0665664337219,-0.0901697414816,0.0257987399355,-0.0317211941484,-0.0443306438567
video_play_avg,0.163183453757,0.202188466295,0.0949828720803,0.101628569156,-0.0362056098789,0.0690001503091,-0.0940131754295,-0.000994153863648,0.0833235034888,0.0997543032756,-0.0309022739149,0.0101394008329,0.0360419446096
video_events_sum,0.191552012914,0.0525783155136,-0.00400779421205,-0.116658311245,0.114645730029,-0.0262738071372,0.0313583198434,-0.0368225400489,0.0335248737167,-0.10656272554,0.025655987414,-0.0171574342365,-0.0541191008857
video_events_avg,0.168338664811,0.187991380219,0.0919978192419,0.0893294372858,-0.026648784095,0.0422099694026,-0.149488167288,-0.000320774872151,0.0507179566301,0.0663264617565,-0.0317476975079,0.03598845777,0.0189955530442
mt_practice_sum,0.0447768227774,-0.0882252904355,0.212703590376,0.291598547064,0.134247868492,-0.16108534802,0.11845765015,0.0963530281073,-0.0736688022754,-0.149963581869,0.114397573665,-0.0281784304078,0.0869390405684
mt_unit_sum,0.0631463526149,-0.0967959163027,0.159484215616,0.300370527106,0.142567545781,-0.247018024999,0.0880889032539,0.0139647988574,-0.0526015181276,-0.0370080559512,-0.188280071331,0.111015200079,0.0155284203299
mt_online_num_day,0.0075038372217,-0.0602589343819,0.252688234556,0.175396412293,0.0175692490544,-0.0184303625136,0.0588626419685,-0.0485006977015,0.0808546551476,-0.469322271523,0.210082604534,-0.341941124801,0.210241498046
mt_online_practice_num_day,0.0629933077061,-0.0774738217212,0.173031160849,0.323200150429,0.169003837698,-0.212617670532,0.102989944753,0.103289628758,-0.031673788338,0.033265912739,-0.121818727838,0.0752193936688,-0.0179901891904
hw_mean,0.0807990667389,-0.109975483805,0.1050907248,0.282874891476,0.150964407849,-0.238363434481,0.0931012369005,0.0537459941586,0.0376637677414,0.0670800749735,-0.212341450443,-0.0184032273619,0.0523961329834
qz_mean,0.0646695321888,-0.101131147541,-0.0351084235227,0.19310807103,-0.0622705617783,-0.0522593852208,0.120736877293,-0.0150296196488,-0.00610449231609,0.14471911016,-0.0263089019547,-0.212664013238,-0.856036520688
Regression P>|t|,0.0,0.002,0.098,0.0,0.0,0.001,0.65,0.027,0.31,0.0,0.75,0.153,0.0
