username,active_sum_count,active_num_days,active_avg_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,num_watched,num_complete,num_incomplete,complete_rate,incomplete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050284,191.1666667,2.5,80.9,0.166666667,3.5,3.5,1.833333333,13.27777778,19.5,3.333333333,0.5,2.833333333,0.130952381,0.7023809520000001,4.898218174,1.833333333,1.0,0.330952381,3.166666667,0.8,0.166666667,0.023809524,1.0,0.261904762,1.166666667,0.226190476,9.5,3.665476191,1.833333333,0.738095238,0.0,0.0,10.5,3.927380952,3.0,0.964285714,13.5,4.891666667,14.16666667,5.096428572,0.166666667,0.023809524,16.83333333,5.725,44.66666667,15.73690476,0.0,0.0,0.0,0.0,0.0,3.666666667,1
Y1050285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050286,1039.666667,3.666666667,275.9111111,2.166666667,24.11111111,50.33333333,3.166666667,63.86111111,206.3333333,10.16666667,8.833333332999999,1.333333333,0.8574074070000001,0.14259259300000002,2.749194953,2.166666667,5.666666667,0.480364924,10.16666667,1.0,1.5,0.165522876,15.66666667,1.214733116,9.833333332999999,0.757924837,89.16666667,9.117265796,11.5,1.063671024,0.5,0.041748366,104.8333333,10.33199891,21.83333333,1.863344227,126.6666667,12.19534314,108.8333333,10.96162854,1.5,0.165522876,137.0,13.20645425,374.0,36.5289488,1.5,1.5,1.0,1.5,4.203888889,7.583333333,2
Y1050287,591.5,2.666666667,231.2916667,1.833333333,17.0,31.5,2.333333333,36.08333333,83.16666667,11.33333333,8.666666667000001,2.666666667,0.767640254,0.232359746,5.436165417000001,2.333333333,7.833333333,0.6697392520000001,9.666666667000001,0.8596732220000001,2.5,0.200067477,8.0,0.7094659729999999,17.5,1.319247638,25.5,2.556439175,6.666666667,0.609010507,0.833333333,0.063186813,33.5,3.2659051480000003,25.0,1.991444959,58.5,5.2573501060000005,39.33333333,3.840852131,2.666666667,0.212887989,70.0,6.28115963,170.5,15.59224986,0.0,0.0,0.0,0.0,0.0,7.5,1
Y1050288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050289,1565.166667,3.666666667,385.925,1.5,20.97222222,42.83333333,2.833333333,99.70277778,339.3333333,13.5,9.0,4.5,0.498163781,0.335169553,2.83551724,1.833333333,13.0,0.7906746029999999,13.0,0.787705628,2.666666667,0.118207071,49.33333333,3.086533189,115.1666667,6.767813854,96.66666667,5.910591631,39.16666667,2.333347763,0.833333333,0.042929293,146.0,8.99712482,155.16666669999995,9.144090908999999,301.1666667,18.14121573,145.66666669999995,8.872063492999999,2.666666667,0.118207071,314.6666667,18.97454906,764.1666667000002,46.10603535,0.0,0.0,0.0,0.0,1.0,7.933333332999999,2
Y1050290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050291,427.0,1.166666667,231.5833333,0.666666667,47.0,47.0,0.5,30.16666667,30.16666667,5.666666667,3.666666667,2.0,0.387301587,0.112698413,2.390633628,1.5,2.0,0.121428572,4.833333333,0.347619048,1.666666667,0.192063492,2.166666667,0.181746032,1.666666667,0.105555556,10.83333333,0.542063492,6.166666667,0.31984127,0.0,0.0,13.0,0.7238095240000001,7.833333333,0.425396825,20.83333333,1.149206349,20.16666667,1.112698413,1.666666667,0.192063492,26.5,1.649206349,69.16666667,4.103174603,0.0,0.0,0.0,0.0,0.0,6.3666666670000005,1
Y1050292,1012.0,4.166666667,225.1027778,3.5,32.85833333,125.5,3.5,21.5,85.66666667,9.0,2.5,6.5,0.251719114,0.748280886,11.55364088,1.5,5.333333333,0.634207459,8.0,0.906555944,0.166666667,0.020833333,39.5,4.321328671,14.33333333,1.851340326,13.33333333,1.533566434,2.166666667,0.211567599,0.0,0.0,52.83333333,5.854895105,16.5,2.062907926,69.33333333,7.91780303,23.16666667,2.622202797,0.166666667,0.020833333,78.33333333,8.91780303,171.0,19.47864219,1.5,1.5,1.0,1.5,4.648333333,4.95,1
Y1050293,839.1666667000003,2.666666667,401.4166667,2.166666667,45.30555556,78.33333333,2.333333333,52.04166667,79.83333333,11.33333333,10.5,0.833333333,0.916666667,0.083333333,13.105987,2.0,3.833333333,0.368131868,11.16666667,0.988095238,3.5,0.294871795,5.166666667,0.48992674,6.0,0.554945055,48.66666667,4.489010989,3.666666667,0.365384616,0.333333333,0.025641026,53.83333333,4.978937729,10.0,0.945970696,63.83333333,5.924908425,60.0,5.535714286,3.666666667,0.307692308,75.16666667,6.924908425,202.6666667,18.69322344,2.0,2.0,0.666666667,2.0,7.921111111,8.0,3
Y1050294,604.0,2.833333333,176.73055559999997,2.666666667,16.02777778,50.83333333,2.5,18.70555556,60.5,8.5,8.0,0.5,0.784798535,0.048534799,7.483331484,2.166666667,3.5,0.335164835,7.5,0.748168498,2.833333333,0.27985348,14.66666667,1.250915751,8.5,0.7536630040000001,17.16666667,1.712087912,6.0,0.589194139,1.0,0.096153846,31.83333333,2.9630036630000003,15.5,1.439010989,47.33333333,4.402014652,28.5,2.8309523810000004,3.0,0.303663004,55.83333333,5.235347985,134.66666669999998,12.77197802,0.0,0.0,0.0,0.0,0.0,5.216666667,1
Y1050295,701.3333332999998,3.0,175.1194445,2.5,22.22222222,83.16666667,1.833333333,13.73611111,40.16666667,6.333333333,3.0,3.333333333,0.313131313,0.353535354,9.661327282,2.166666667,5.0,0.535353535,4.5,0.568181818,0.833333333,0.045454546,10.16666667,1.053030303,3.833333333,0.532828283,10.33333333,1.282828283,4.166666667,0.467171717,0.0,0.0,20.5,2.335858586,8.0,1.0,28.5,3.335858586,17.16666667,2.095959596,0.833333333,0.045454546,34.83333333,4.002525253,81.33333333,9.479797978999999,0.166666667,0.166666667,0.166666667,0.166666667,0.444444444,4.666666667,1
Y1050296,649.8333332999998,2.166666667,278.30555560000005,1.333333333,30.33333333,60.66666667,1.5,22.22222222,50.0,6.833333333,4.666666667,2.166666667,0.4323232320000001,0.234343434,5.210710535,1.666666667,4.166666667,0.457239057,5.833333333,0.595454546,1.333333333,0.082491583,12.33333333,1.528956229,11.33333333,1.241414142,8.833333332999999,0.9005050509999999,3.5,0.364478115,0.0,0.0,21.16666667,2.42946128,14.83333333,1.605892256,36.0,4.035353535,16.5,1.7042087540000002,1.333333333,0.082491583,42.83333333,4.702020202,96.66666667,10.52407407,0.5,0.5,0.166666667,0.5,1.666666667,2.0,0
Y1050297,5.5,0.5,3.666666667,0.0,0.0,0.0,0.166666667,0.166666667,0.166666667,0.166666667,0.0,0.166666667,0.0,0.166666667,2.323759028,0.5,0.0,0.0,0.166666667,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.166666667,0.0,0.0,0.166666667,0.166666667,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.333333333,0
Y1050298,120.5,0.666666667,109.1666667,0.5,10.33333333,10.33333333,0.666666667,9.0,10.83333333,2.0,1.5,0.5,0.375,0.125,4.560551378,2.333333333,0.833333333,0.208333333,1.833333333,0.458333333,0.333333333,0.083333333,2.333333333,0.583333333,2.166666667,0.541666667,3.166666667,0.791666667,0.666666667,0.166666667,0.0,0.0,5.5,1.375,2.833333333,0.708333333,8.333333332999999,2.083333333,5.5,1.375,0.333333333,0.083333333,10.33333333,2.583333333,24.5,6.125,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050299,125.1666667,0.333333333,62.58333333,0.166666667,11.33333333,11.33333333,0.166666667,14.33333333,14.33333333,1.0,0.666666667,0.333333333,0.111111111,0.055555556,1.886853543,0.666666667,0.833333333,0.13888888900000002,0.833333333,0.13888888900000002,0.0,0.0,5.0,0.833333333,2.833333333,0.472222222,2.0,0.333333333,0.5,0.083333333,0.0,0.0,7.0,1.166666667,3.333333333,0.5555555560000001,10.33333333,1.722222222,3.166666667,0.5277777779999999,0.0,0.0,11.33333333,1.888888888,24.83333333,4.138888888,0.0,0.0,0.0,0.0,0.0,0.666666667,0
Y1050300,207.8333333,1.333333333,80.77777778,0.666666667,20.08333333,23.0,0.666666667,11.25,17.0,1.5,0.5,1.0,0.194444445,0.305555556,3.898156911,2.166666667,1.5,0.5,1.0,0.4166666670000001,0.166666667,0.083333333,9.0,2.638888889,2.666666667,0.75,1.0,0.27777777800000003,0.5,0.194444445,0.0,0.0,10.0,2.916666667,3.166666667,0.944444445,13.16666667,3.861111111,2.166666667,0.7777777779999999,0.166666667,0.083333333,14.66666667,4.3611111110000005,30.16666667,9.083333332999999,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050301,268.8333333,0.833333333,119.3888889,0.666666667,9.722222222000001,23.83333333,0.666666667,13.0,30.33333333,2.833333333,2.666666667,0.166666667,0.320512821,0.012820513,4.401543822,1.166666667,1.666666667,0.21474359,2.166666667,0.282051282,0.333333333,0.025641026,17.83333333,1.631410256,2.666666667,0.26282051300000003,2.666666667,0.349358974,1.166666667,0.17628205100000002,0.0,0.0,20.5,1.980769231,3.833333333,0.439102564,24.33333333,2.419871795,5.666666667,0.7820512820000001,0.333333333,0.025641026,27.16666667,2.7532051280000003,57.5,5.98076923,0.5,0.5,0.166666667,0.5,1.666666667,0.0,0
Y1050302,280.8333333,1.333333333,83.67777778,1.166666667,8.0,26.0,1.0,7.833333333,23.5,4.666666667,3.0,1.666666667,0.203703704,0.12962963,3.728468605,0.666666667,1.666666667,0.107407407,4.0,0.281481482,0.333333333,0.033333333,3.5,0.224074074,4.833333333,0.275925926,6.333333333,0.381481482,1.666666667,0.1,0.166666667,0.016666667,9.833333332999999,0.605555556,6.666666667,0.392592593,16.5,0.998148148,12.0,0.762962963,0.333333333,0.033333333,21.16666667,1.331481482,50.0,3.125925927,0.5,0.5,0.333333333,0.5,2.722222222,0.0,0
Y1050303,506.0,1.833333333,181.4861111,1.166666667,17.58333333,26.16666667,1.666666667,34.55555555,96.16666667,6.0,4.166666667,1.833333333,0.45952381,0.207142857,5.8791068420000006,1.5,4.666666667,0.514285714,4.833333333,0.573809524,1.333333333,0.128571429,38.66666667,3.766666667,18.83333333,1.807142857,17.16666667,1.688095238,3.5,0.347619048,0.666666667,0.05714285700000001,55.83333333,5.454761905,23.0,2.211904762,78.83333333,7.666666666,24.16666667,2.476190476,1.333333333,0.128571429,84.83333333,8.333333332999999,189.1666667,18.60476191,0.5,0.5,0.166666667,0.5,2.0927777780000003,2.333333333,0
Y1050304,231.0,0.666666667,91.88888888,0.5,12.5,22.83333333,0.666666667,8.666666667000001,21.66666667,3.166666667,1.833333333,1.333333333,0.159722222,0.173611111,3.813747065,0.5,0.833333333,0.052083333,3.166666667,0.333333333,0.666666667,0.041666667,6.333333333,0.395833333,2.0,0.125,6.5,0.8125,1.833333333,0.159722222,0.0,0.0,12.83333333,1.208333333,3.833333333,0.284722222,16.66666667,1.4930555559999998,10.83333333,1.263888889,0.666666667,0.041666667,19.83333333,1.826388889,48.0,4.625,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050305,501.0,2.5,124.1166667,1.666666667,18.75,47.33333333,1.5,12.125,30.5,5.5,3.166666667,2.333333333,0.23015873,0.26984127,5.416677063,0.666666667,2.5,0.246031746,5.333333333,0.4920634920000001,1.166666667,0.066137566,7.666666667,1.82010582,3.166666667,0.27777777800000003,10.0,0.64021164,2.0,0.148148148,0.166666667,0.007936508,17.66666667,2.46031746,5.333333333,0.433862434,23.0,2.894179895,16.33333333,1.222222222,1.166666667,0.066137566,28.5,3.394179895,69.0,7.576719578,0.5,0.5,0.166666667,0.5,2.388888889,3.166666667,0
Y1050306,346.1666667,2.833333333,84.65555556,1.333333333,7.888888888999999,26.5,1.666666667,7.75,21.16666667,3.166666667,0.333333333,2.833333333,0.051851852,0.614814815,7.019411337,1.5,1.833333333,0.442592593,2.833333333,0.466666667,0.0,0.0,2.666666667,0.977777778,4.166666667,0.625,5.333333333,0.727777778,1.666666667,0.185185185,0.0,0.0,8.0,1.705555556,5.833333333,0.810185185,13.83333333,2.515740741,9.666666667000001,1.346296296,0.0,0.0,17.0,3.182407407,40.5,7.044444445,1.166666667,1.166666667,1.0,1.166666667,3.152777778,0.5,0
Y1050307,117.8333333,0.5,63.0,0.333333333,6.166666667,12.33333333,0.5,4.416666667,7.833333333,1.666666667,1.0,0.666666667,0.174603175,0.158730159,2.427279749,0.666666667,0.666666667,0.126984127,1.333333333,0.253968254,0.166666667,0.023809524,2.833333333,0.468253968,0.333333333,0.047619048,2.0,0.28571428600000004,0.0,0.0,0.0,0.0,4.833333333,0.753968254,0.333333333,0.047619048,5.166666667,0.8015873020000001,3.333333333,0.53968254,0.166666667,0.023809524,6.833333333,1.134920635,15.5,2.5,0.5,0.5,0.166666667,0.5,1.573888889,0.0,0
Y1050308,967.5,4.0,187.6376984,2.666666667,10.46388889,41.5,3.666666667,43.75595238,196.0,7.833333333,4.666666667,3.166666667,0.464473684,0.368859649,5.09100606,1.166666667,5.166666667,0.540977444,7.833333333,0.833333333,0.5,0.054010025,41.16666667,3.373057644,33.83333333,2.927756892,71.5,7.320802004,18.83333333,2.188032582,0.333333333,0.045238095,112.6666667,10.69385965,53.0,5.161027569,165.66666669999995,15.85488722,97.5,10.27105263,0.5,0.054010025,173.5,16.68822055,437.1666667,42.86817043,0.5,0.5,0.166666667,0.5,1.875,0.0,0
Y1050309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050310,102.1666667,0.666666667,54.27777778,0.666666667,5.166666667,9.833333332999999,0.5,3.5,5.166666667,1.833333333,1.166666667,0.666666667,0.220238095,0.113095238,2.257616646,0.333333333,0.666666667,0.113095238,1.5,0.267857143,0.333333333,0.065476191,0.0,0.0,1.166666667,0.220238095,1.0,0.16071428599999998,0.5,0.107142857,0.0,0.0,1.0,0.16071428599999998,1.666666667,0.327380952,2.666666667,0.488095238,2.833333333,0.511904762,0.333333333,0.065476191,4.5,0.8214285720000001,10.33333333,1.886904762,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050311,1760.8333329999996,5.0,350.8015873,4.333333333,28.71944444,126.1666667,4.5,39.62142857,184.3333333,16.83333333,7.166666667,9.666666667000001,0.376264631,0.623735369,6.147772128,2.0,14.33333333,0.8633277220000001,14.83333333,0.875164342,1.0,0.054503367,60.33333333,3.7203363,21.33333333,1.198811528,54.83333333,3.233273208,15.16666667,0.823631153,0.166666667,0.007575758,115.1666667,6.953609508,36.66666667,2.030018438,151.83333330000005,8.983627947,75.66666667,4.357916466,1.0,0.054503367,168.66666669999995,9.983627947999999,397.1666667,23.37967573,0.166666667,0.166666667,0.166666667,0.166666667,0.305555556,3.15,0
Y1050312,77.0,0.5,42.08333333,0.166666667,4.333333333,4.333333333,0.333333333,6.5,6.5,2.0,0.333333333,1.666666667,0.033333333,0.3,2.302992632,1.333333333,1.333333333,0.133333333,1.833333333,0.316666667,0.0,0.0,1.5,0.15,0.166666667,0.016666667,2.166666667,0.483333333,0.0,0.0,0.0,0.0,3.666666667,0.6333333329999999,0.166666667,0.016666667,3.833333333,0.65,3.0,0.7,0.0,0.0,5.833333333,0.983333333,12.66666667,2.333333333,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050313,240.8333333,1.333333333,92.3,0.833333333,3.083333333,9.833333332999999,1.333333333,12.96666667,36.83333333,4.666666667,2.5,2.166666667,0.266666667,0.4,3.924543322,2.0,3.166666667,0.422222222,4.333333333,0.602777778,0.0,0.0,4.833333333,0.513888889,7.666666667,0.808333333,10.66666667,0.852777778,1.833333333,0.091666667,0.0,0.0,15.5,1.3666666669999998,9.5,0.9,25.0,2.266666667,16.16666667,1.513888889,0.0,0.0,29.66666667,2.933333333,70.83333333,6.713888889,0.666666667,0.666666667,0.5,0.666666667,1.833333333,2.666666667,1
Y1050314,567.5,0.666666667,283.75,0.5,45.08333333,63.33333333,0.666666667,21.33333333,42.66666667,6.666666667,5.0,1.666666667,0.252525253,0.08080808099999999,3.511162257,0.666666667,4.0,0.207070707,5.5,0.271885522,1.5,0.074915825,7.5,0.398148148,5.333333333,0.27777777800000003,9.666666667000001,0.456228956,3.166666667,0.159090909,0.333333333,0.015151515,17.16666667,0.8543771040000001,8.833333332999999,0.452020202,26.0,1.306397306,17.33333333,0.835016835,1.5,0.074915825,32.66666667,1.63973064,77.5,3.856060607,1.333333333,1.333333333,0.833333333,1.333333333,2.444444444,2.0,1
Y1050315,881.6666667000003,1.166666667,352.875,0.833333333,15.72222222,41.66666667,1.166666667,88.66666667,200.5,8.5,5.833333333,2.666666667,0.286309524,0.213690476,5.697930577999999,1.333333333,7.666666667,0.44702381,8.5,0.5,0.333333333,0.016666667,76.16666667,3.993452381,26.5,1.491865079,60.0,3.375198413,8.333333332999999,0.498611111,0.166666667,0.008333333,136.16666669999998,7.368650793,35.0,1.998809524,171.16666669999995,9.367460317,75.5,4.297222222,0.333333333,0.016666667,179.66666669999995,9.867460317,426.6666667,23.54880952,0.5,0.5,0.333333333,0.5,1.842777778,2.45,0
Y1050316,631.3333332999998,1.666666667,194.7777778,0.666666667,34.25,68.5,1.333333333,15.61111111,43.0,6.5,6.0,0.5,0.464285714,0.035714286,5.796669497000001,0.5,2.0,0.150335775,6.0,0.461385837,1.5,0.115689866,2.833333333,0.213369963,6.166666667,0.470848596,18.0,1.372100122,3.5,0.258394383,0.333333333,0.025641026,20.83333333,1.585470086,10.0,0.754884005,30.83333333,2.34035409,26.83333333,2.040445666,1.5,0.115689866,37.33333333,2.84035409,96.5,7.336843711,0.666666667,0.666666667,0.333333333,0.666666667,1.0,1.666666667,0
Y1050317,1229.333333,3.5,372.7777778,2.666666667,33.40277778,92.5,3.166666667,42.09722222,145.0,14.33333333,8.0,6.333333333,0.517973596,0.482026405,5.995465281,1.666666667,7.166666667,0.52234627,13.83333333,0.953703704,1.333333333,0.100143984,7.666666667,0.526776537,21.83333333,1.3781056180000002,36.66666667,2.130307461,11.33333333,0.686600656,1.0,0.082112795,44.33333333,2.657083998,34.16666667,2.146819068,78.5,4.803903066,61.0,3.707992203,1.333333333,0.100143984,92.83333333,5.803903066,233.6666667,14.41594232,2.166666667,2.166666667,1.0,2.166666667,6.018333332999999,5.45,1
