feature,logistic,linear_svc,svc,GaNB,Decision_tree,Random_forest,NN
video_stop_sum,0.638888888888889,0.638888888888889,0.5972222222222221,0.6666666666666666,0.9027777777777777,0.875,0.6458333333333334
video_stop_avg,0.5277777777777778,0.6041666666666666,0.5902777777777778,0.6180555555555556,0.9791666666666667,0.9583333333333334,0.5347222222222222
video_play_sum,0.638888888888889,0.625,0.6666666666666667,0.6805555555555556,0.9930555555555556,0.9722222222222221,0.5
video_play_avg,0.6388888888888888,0.6527777777777777,0.6597222222222223,0.6875,1.0,0.9652777777777779,0.6458333333333333
video_events_sum,0.6319444444444444,0.6319444444444444,0.6666666666666667,0.6805555555555556,0.9930555555555556,0.9861111111111112,0.5069444444444444
video_events_avg,0.6527777777777778,0.6597222222222222,0.6597222222222223,0.701388888888889,1.0,0.9722222222222222,0.6875
mt_practice_sum,0.625,0.6666666666666666,0.6041666666666667,0.6666666666666667,0.875,0.8541666666666667,0.6111111111111112
mt_unit_sum,0.7361111111111112,0.6875,0.6527777777777778,0.6388888888888888,0.8333333333333333,0.8194444444444444,0.6527777777777778
mt_online_num_day,0.6041666666666666,0.5902777777777778,0.6111111111111112,0.6388888888888888,0.8055555555555556,0.8055555555555556,0.6805555555555556
mt_online_practice_num_day,0.7083333333333333,0.6666666666666666,0.6250000000000001,0.6597222222222222,0.8333333333333333,0.8333333333333333,0.6666666666666667
hw_mean,0.5972222222222222,0.5763888888888888,0.6041666666666667,0.6041666666666666,0.9305555555555557,0.9166666666666666,0.5208333333333333
qz_mean,0.5833333333333333,0.701388888888889,0.673611111111111,0.6736111111111112,0.9305555555555556,0.9097222222222223,0.4930555555555556
