username,active_avg_count,problem_sum_count,video_sum_count,video_backward_seek_sum,all_type_video_backward_seek_sum,video_play_avg,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_practice_num_day,qz_mean,final_score
os7,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os8,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os9,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os10,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os11,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os12,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os13,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os14,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os15,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os16,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os17,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os18,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os19,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os20,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os21,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os22,130.4398148,9.666666667000001,25.77777778,2.0,3.611111111,2.556327161,5.274074074,1.5,0.611111111,0.666666667,4.333333333,1
os23,170.52129630000005,22.61111111,92.33333333,4.277777778,8.111111111,4.736588592,9.793413128,7.166666667,1.388888889,1.777777778,6.277777778,1
os24,99.29166667,16.77777778,13.72222222,1.0,1.111111111,3.080687831,6.0806878310000005,2.444444444,0.7222222220000001,0.944444444,9.0,1
os25,26.26666667,7.166666667,3.333333333,0.111111111,0.222222222,0.263888889,0.541666667,1.0,0.666666667,0.7222222220000001,6.444444444,1
os26,71.89629629,4.5,30.77777778,3.944444444,5.666666667,2.370436508,4.954365079,1.611111111,0.611111111,0.666666667,4.777777778,1
os27,115.2027778,14.5,48.77777778,6.666666667,9.0,5.47661536,11.19678331,3.666666667,1.222222222,1.5,8.888888889,3
os28,132.60277779999998,9.388888889,67.33333333,7.833333333,10.27777778,4.580275443000001,9.482092281,1.5,0.7222222220000001,0.7222222220000001,9.666666667000001,3
os29,23.00648148,4.555555556,8.944444444,0.666666667,0.833333333,2.087301587,4.253968254,1.333333333,0.611111111,0.611111111,6.0,3
os30,178.1259259,16.33333333,108.8888889,7.277777778,11.72222222,7.370135962999999,15.13124834,2.777777778,1.388888889,1.666666667,9.777777777999999,3
os31,23.00648148,4.555555556,8.944444444,0.666666667,0.833333333,2.087301587,4.253968254,1.333333333,0.611111111,0.611111111,6.0,3
os32,28.30555556,4.833333333,3.333333333,0.388888889,0.388888889,1.025462963,1.914351852,2.111111111,0.7777777779999999,0.8888888890000001,9.333333332999999,3
os33,178.1259259,16.33333333,108.8888889,7.277777778,11.72222222,7.370135962999999,15.13124834,2.777777778,1.388888889,1.666666667,9.777777777999999,3
os34,91.69444444,14.44444444,62.72222222,17.72222222,20.61111111,6.9832120810000005,14.3219687,3.0555555560000003,0.944444444,1.0,6.444444444,3
os35,23.00648148,4.555555556,8.944444444,0.666666667,0.833333333,2.087301587,4.253968254,1.333333333,0.611111111,0.611111111,6.0,3
os36,95.5462963,7.5,19.27777778,4.333333333,6.722222222,2.02228836,4.238073192,3.166666667,1.333333333,1.722222222,9.777777777999999,3
