username,week,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day
104602515,15,-1,-1,-1,-1
104602515,16,-1,-1,-1,-1
104602515,17,-1,-1,-1,-1
104602515,18,-1,-1,-1,-1
104602516,1,2,1,2,2
104602516,2,-1,-1,-1,-1
104602516,3,9,1,2,2
104602516,4,33,8,4,8
104602516,5,1,1,1,1
104602516,6,4,1,1,1
104602516,7,1,1,1,1
104602516,8,8,2,1,2
104602516,9,6,2,2,3
104602516,10,-1,-1,-1,-1
104602516,11,1,1,1,1
104602516,12,2,1,1,1
104602516,13,-1,-1,-1,-1
104602516,14,-1,-1,-1,-1
104602516,15,16,3,2,3
104602516,16,9,2,2,2
104602516,17,12,1,1,1
104602516,18,-1,-1,-1,-1
104602517,1,2,1,1,1
104602517,2,-1,-1,-1,-1
104602517,3,-1,-1,-1,-1
104602517,4,-1,-1,-1,-1
104602517,5,-1,-1,-1,-1
104602517,6,-1,-1,-1,-1
104602517,7,-1,-1,-1,-1
104602517,8,-1,-1,-1,-1
104602517,9,-1,-1,-1,-1
104602517,10,-1,-1,-1,-1
104602517,11,-1,-1,-1,-1
104602517,12,-1,-1,-1,-1
104602517,13,-1,-1,-1,-1
104602517,14,-1,-1,-1,-1
104602517,15,-1,-1,-1,-1
104602517,16,-1,-1,-1,-1
104602517,17,-1,-1,-1,-1
104602517,18,-1,-1,-1,-1
104602519,1,2,1,1,1
104602519,2,-1,-1,-1,-1
104602519,3,2,2,2,2
104602519,4,19,9,3,10
104602519,5,-1,-1,-1,-1
104602519,6,1,1,1,1
104602519,7,3,1,2,2
104602519,8,9,2,1,3
104602519,9,6,2,1,2
104602519,10,-1,-1,-1,-1
104602519,11,8,2,3,5
104602519,12,1,1,1,1
104602519,13,-1,-1,-1,-1
104602519,14,24,3,2,4
104602519,15,34,1,1,2
104602519,16,17,2,1,2
104602519,17,-1,-1,-1,-1
104602519,18,-1,-1,-1,-1
104602520,1,3,1,1,1
104602520,2,-1,-1,-1,-1
104602520,3,1,1,1,1
104602520,4,-1,-1,-1,-1
104602520,5,-1,-1,-1,-1
104602520,6,-1,-1,-1,-1
104602520,7,-1,-1,-1,-1
104602520,8,5,2,1,2
104602520,9,-1,-1,-1,-1
104602520,10,-1,-1,-1,-1
104602520,11,12,3,1,3
104602520,12,-1,-1,-1,-1
104602520,13,-1,-1,-1,-1
104602520,14,5,2,2,3
104602520,15,-1,-1,-1,-1
104602520,16,1,1,1,1
104602520,17,8,2,1,2
104602520,18,-1,-1,-1,-1
104602521,1,3,1,2,2
104602521,2,7,3,3,4
104602521,3,1,1,1,1
104602521,4,14,6,5,8
104602521,5,1,1,1,1
104602521,6,1,1,1,1
104602521,7,2,1,1,2
104602521,8,6,2,1,2
104602521,9,4,2,1,2
104602521,10,-1,-1,-1,-1
104602521,11,5,2,2,2
104602521,12,2,1,1,1
104602521,13,-1,-1,-1,-1
104602521,14,2,1,1,1
104602521,15,2,1,1,1
104602521,16,1,1,1,1
104602521,17,-1,-1,-1,-1
104602521,18,-1,-1,-1,-1
104602522,1,3,1,1,1
104602522,2,-1,-1,-1,-1
104602522,3,36,6,3,6
104602522,4,9,4,4,5
104602522,5,-1,-1,-1,-1
104602522,6,3,1,1,1
104602522,7,11,2,2,3
104602522,8,-1,-1,-1,-1
104602522,9,9,2,2,3
104602522,10,4,1,1,1
104602522,11,8,2,4,6
104602522,12,2,1,1,1
104602522,13,-1,-1,-1,-1
104602522,14,26,3,1,3
104602522,15,-1,-1,-1,-1
104602522,16,18,2,1,2
104602522,17,-1,-1,-1,-1
104602522,18,-1,-1,-1,-1
104602524,1,2,1,1,1
104602524,2,-1,-1,-1,-1
104602524,3,-1,-1,-1,-1
104602524,4,17,8,3,9
104602524,5,1,1,1,1
104602524,6,3,1,1,1
104602524,7,-1,-1,-1,-1
104602524,8,7,2,1,2
104602524,9,4,2,1,2
104602524,10,-1,-1,-1,-1
104602524,11,1,1,1,1
104602524,12,1,1,1,1
104602524,13,-1,-1,-1,-1
104602524,14,-1,-1,-1,-1
104602524,15,5,3,2,3
104602524,16,-1,-1,-1,-1
104602524,17,12,2,1,2
104602524,18,-1,-1,-1,-1
104602525,1,3,1,2,2
104602525,2,3,1,3,3
104602525,3,7,3,2,3
104602525,4,8,3,4,5
104602525,5,-1,-1,-1,-1
104602525,6,2,1,1,1
104602525,7,-1,-1,-1,-1
104602525,8,7,2,1,2
104602525,9,-1,-1,-1,-1
104602525,10,-1,-1,-1,-1
104602525,11,-1,-1,-1,-1
104602525,12,2,1,1,1
104602525,13,-1,-1,-1,-1
104602525,14,-1,-1,-1,-1
104602525,15,-1,-1,-1,-1
104602525,16,-1,-1,-1,-1
104602525,17,6,1,1,1
104602525,18,-1,-1,-1,-1
104602526,1,2,1,1,1
104602526,2,4,2,1,2
104602526,3,1,1,1,1
104602526,4,15,5,4,6
104602526,5,-1,-1,-1,-1
104602526,6,7,3,2,3
104602526,7,-1,-1,-1,-1
104602526,8,-1,-1,-1,-1
104602526,9,-1,-1,-1,-1
104602526,10,-1,-1,-1,-1
104602526,11,-1,-1,-1,-1
104602526,12,2,1,1,1
104602526,13,-1,-1,-1,-1
104602526,14,-1,-1,-1,-1
104602526,15,11,3,1,3
104602526,16,-1,-1,-1,-1
104602526,17,11,2,1,2
104602526,18,-1,-1,-1,-1
