username,active_sum_count,video_num_days,num_complete,num_incomplete,complete_rate,seek_video_sum,seek_video_avg,pause_video_sum,video_pause_backward_seek_avg,all_type_video_forward_seek_avg,mt_practice_sum,mt_unit_sum,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050369,379.3333333,0.666666667,3.0,1.333333333,0.385714286,2.166666667,0.256349206,4.0,0.197619048,1.460714286,0.0,0.0,0.0,0.0,2.0,0
Y1050370,385.0,1.0,4.0,0.666666667,0.378205128,4.0,0.378205128,4.5,0.461538462,2.929487179,0.0,0.0,0.0,0.0,2.833333333,0
Y1050371,363.1666667,0.666666667,3.0,1.5,0.22020202,2.333333333,0.171717172,4.5,0.761616162,2.565656566,0.166666667,0.166666667,0.166666667,0.430555556,5.0,1
Y1050372,1171.333333,3.0,9.0,3.333333333,0.7039141409999999,8.0,0.600378788,12.16666667,0.525568182,4.458333333,2.166666667,2.166666667,2.166666667,8.328888889,4.333333333,1
Y1050373,171.83333330000005,0.5,1.5,1.166666667,0.200854701,1.166666667,0.08974359,2.333333333,0.094017094,0.478632479,0.0,0.0,0.0,0.0,2.583333333,0
Y1050374,389.3333333,1.5,5.5,1.833333333,0.3666666670000001,3.333333333,0.413888889,6.333333333,0.291666667,2.208333333,0.0,0.0,0.0,0.0,4.0,1
Y1050375,715.8333332999998,1.333333333,3.0,0.333333333,0.4166666670000001,2.666666667,0.402777778,3.333333333,0.986772487,4.439814815,0.0,0.0,0.0,0.0,3.75,1
Y1050376,1326.0,3.833333333,12.83333333,0.833333333,0.767171717,7.0,0.461154532,12.83333333,0.75424151,6.432709448,2.166666667,2.166666667,2.166666667,8.407222222,8.966666667,3
Y1050377,168.66666669999995,0.833333333,2.166666667,1.5,0.261904762,0.5,0.083333333,3.166666667,0.0,0.6309523810000001,1.333333333,1.333333333,1.333333333,2.555555556,5.283333333,1
Y1050378,2490.333333,3.166666667,15.16666667,0.0,1.0,7.333333333,0.393093018,15.16666667,12.43116606,18.13927739,2.0,2.0,2.0,9.444444444,8.633333333,3
Y1050379,623.6666667000002,4.5,9.833333332999999,3.0,0.75028305,1.333333333,0.095432345,12.5,0.8532689529999999,0.617038517,0.0,0.0,0.0,0.0,7.9,2
Y1050380,1002.166667,1.333333333,2.833333333,1.0,0.383012821,2.666666667,0.323717949,3.833333333,0.33974359,3.501602564,2.0,2.0,2.0,9.444444444,6.8,3
Y1050381,1109.833333,4.833333333,12.5,2.5,0.821184371,10.5,0.692811355,14.5,0.7700396820000001,3.333333333,2.0,2.0,2.0,6.583333333,5.783333333,1
Y1050382,413.6666667,1.0,1.166666667,1.833333333,0.19949495,2.333333333,0.359848485,2.333333333,0.208333333,1.559343434,0.0,0.0,0.0,0.0,2.666666667,0
Y1050383,35.66666667,0.333333333,0.333333333,0.166666667,0.166666667,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333,0
Y1050384,1014.666667,2.5,6.833333333,3.0,0.57196276,7.833333333,0.8534035409999999,9.166666667000001,0.922008547,9.01881105,0.0,0.0,0.0,0.0,3.25,1
Y1050385,1003.666667,2.333333333,9.0,1.166666667,0.907017544,8.833333332999999,0.844005848,9.5,1.773830409,15.29751462,0.666666667,0.666666667,0.666666667,2.222222222,6.833333333,1
Y1050386,363.8333333,1.0,1.166666667,1.5,0.195238095,1.833333333,0.506349206,2.333333333,0.34603174600000003,2.036507937,0.666666667,0.666666667,0.666666667,1.907222222,3.716666667,1
Y1050387,425.0,2.666666667,4.166666667,2.333333333,0.423063973,4.666666667,0.468181818,6.0,0.692087542,2.864983165,0.166666667,0.166666667,0.166666667,0.0,0.333333333,0
Y1050388,47.83333333,0.333333333,0.5,0.333333333,0.1,0.5,0.1,0.666666667,0.1,0.233333333,0.0,0.0,0.0,0.0,2.833333333,0
Y1050389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050390,47.0,0.166666667,0.666666667,0.333333333,0.111111111,0.0,0.0,0.833333333,0.0,0.027777778,0.166666667,0.166666667,0.166666667,0.370555556,1.0,0
Y1050391,208.1666667,0.833333333,2.166666667,2.5,0.147863248,1.5,0.105128205,3.833333333,0.068376068,0.433333333,0.0,0.0,0.0,0.0,2.0,0
Y1050392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833333333,0
Y1050393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050394,246.1666667,0.666666667,1.833333333,0.833333333,0.236111111,1.833333333,0.180555556,2.333333333,0.166666667,0.541666667,0.0,0.0,0.0,1.111111111,2.166666667,0
Y1050395,40.5,0.333333333,0.333333333,0.666666667,0.055555556,0.833333333,0.13888888900000002,0.833333333,0.027777778,1.861111112,0.0,0.0,0.0,0.0,0.333333333,0
Y1050396,901.3333332999997,3.833333333,10.33333333,0.333333333,0.642857143,6.0,0.411976912,10.5,0.451749639,3.913419913,1.0,1.0,1.0,3.222222222,2.666666667,0
Y1050397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050398,50.83333333,0.166666667,0.833333333,0.0,0.166666667,0.166666667,0.033333333,0.833333333,0.033333333,0.3666666670000001,0.0,0.0,0.0,0.0,0.0,0
Y1050399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050400,563.6666667000002,2.166666667,7.166666667,0.5,0.475694445,3.0,0.208333333,7.166666667,0.260416667,2.295138889,0.5,0.5,0.5,1.4305555559999998,2.333333333,0
Y1050401,60.66666667,0.333333333,0.333333333,0.333333333,0.083333333,0.166666667,0.041666667,0.333333333,0.041666667,0.083333333,0.166666667,0.166666667,0.166666667,0.0,1.333333333,0
Y1050402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050403,47.33333333,0.333333333,0.333333333,0.333333333,0.083333333,0.0,0.0,0.5,0.125,0.375,0.166666667,0.166666667,0.166666667,0.5555555560000001,2.0,0
Y1050404,207.3333333,0.166666667,0.0,0.5,0.0,0.0,0.0,0.5,0.055555556,0.055555556,0.0,0.0,0.0,0.0,1.333333333,0
Y1050405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0
Y1050406,219.1666667,0.166666667,0.0,0.333333333,0.0,0.333333333,0.166666667,0.166666667,0.0,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.0,0
Y1050407,497.33333330000005,1.0,4.833333333,0.833333333,0.486111111,3.166666667,0.28611111100000003,5.166666667,0.191666667,1.943055556,0.166666667,0.166666667,0.166666667,1.0694444440000002,1.5,0
Y1050408,5.833333333,0.166666667,0.0,0.333333333,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050410,35.5,0.333333333,0.5,0.166666667,0.125,0.0,0.0,0.5,0.0,0.083333333,0.0,0.0,0.0,0.0,2.333333333,0
Y1050411,184.6666667,0.166666667,0.166666667,0.0,0.166666667,0.0,0.0,0.166666667,0.0,0.0,0.333333333,0.333333333,0.333333333,0.333333333,1.333333333,0
Y1050412,1291.666667,3.333333333,8.333333332999999,3.333333333,0.5859321510000001,8.666666667000001,0.626672891,11.5,1.164985995,9.780392157,0.5,0.5,0.5,3.0,4.333333333,1
Y1050413,1077.833333,2.833333333,9.0,2.333333333,0.674505173,9.333333332999999,0.7142750040000001,11.16666667,1.550303108,5.632222115,2.0,2.0,2.0,5.513888889,5.0,2
Y1050414,1715.1666670000004,3.5,12.16666667,2.666666667,0.8125,11.83333333,0.831018519,14.0,1.611111111,9.734457672000001,2.0,2.0,2.0,7.888888888999999,4.333333333,1
Y1050415,696.8333332999998,2.666666667,7.333333333,2.833333333,0.6205774620000001,7.833333333,0.543201896,9.666666667000001,0.958942038,4.386037492,0.666666667,0.666666667,0.666666667,2.902777778,3.5,1
Y1050416,1103.333333,3.666666667,6.333333333,3.5,0.662193362,4.166666667,0.39987975,8.5,0.6760461759999999,1.319480519,2.0,2.0,2.0,7.277777778,6.083333333,2
Y1050417,724.8333332999998,2.166666667,5.333333333,2.166666667,0.618589744,5.333333333,0.586538462,7.333333333,0.561480187,6.079982518,1.833333333,1.833333333,1.833333333,5.458333333,6.466666667,2
Y1050418,440.0,0.666666667,1.666666667,0.5,0.25,0.5,0.185185185,2.166666667,0.083333333,0.740740741,1.5,1.5,1.5,1.888888889,1.45,0
Y1050419,217.8333333,0.666666667,1.833333333,0.5,0.233333333,2.0,0.281481482,2.166666667,0.233333333,1.4333333330000002,0.0,0.0,0.0,0.0,1.35,0
Y1050420,953.6666667000003,1.833333333,1.166666667,3.5,0.102380952,2.166666667,0.217857143,4.333333333,0.058333333,0.922619048,2.166666667,2.166666667,2.166666667,8.652777777999999,6.55,2
Y1050421,953.0,1.666666667,12.16666667,3.166666667,0.630844156,8.5,0.448845599,12.16666667,0.17193362199999998,1.994444445,2.166666667,2.166666667,2.166666667,7.120555556,4.883333333,2
Y1050422,386.6666667,1.5,7.166666667,2.666666667,0.475829726,5.0,0.359126984,8.0,1.18975469,2.564033189,0.0,0.0,0.0,0.0,5.333333333,1
Y1050423,396.0,1.0,1.666666667,1.166666667,0.216931217,1.833333333,0.224867725,2.833333333,0.386243386,2.301587302,0.5,0.5,0.5,0.092777778,1.283333333,0
Y1050424,773.5,1.666666667,7.833333333,0.666666667,0.60154992,6.5,0.509552042,8.5,0.7202459379999999,3.041520275,0.166666667,0.166666667,0.166666667,0.0,2.966666667,1
Y1050425,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050426,483.1666667,1.5,4.833333333,2.0,0.476851852,3.5,0.393518519,6.166666667,0.373148148,1.70462963,0.0,0.0,0.0,0.0,5.666666667,1
Y1050427,982.5,2.166666667,10.5,2.0,0.6382987379999999,6.5,0.427167277,11.33333333,0.300549451,2.507814408,1.833333333,1.833333333,1.833333333,7.801111111,9.733333333,3
Y1050428,239.1666667,1.5,4.0,1.333333333,0.566666667,2.333333333,0.44484127,5.0,0.238095238,3.659920635,0.0,0.0,0.0,0.0,2.333333333,0
