username,active_sum_count,video_num_days,num_complete,num_incomplete,complete_rate,seek_video_sum,seek_video_avg,pause_video_sum,video_pause_backward_seek_avg,all_type_video_forward_seek_avg,mt_practice_sum,mt_unit_sum,mt_online_practice_num_day,hw_mean,qz_mean,final_score
os89,916.5298016900964,1.782078686433355,9.16595415019085,3.9745508058033754,0.5990250787342785,6.191759602330757,0.33265750390335896,11.474194550629981,0.3458926772357549,2.1960857310560846,1.3587825275041527,1.3587825275041527,1.3587825275041527,5.536717935768981,6.949208489582207,2
os90,660.7944754274101,3.9943683630965374,8.38867151383305,3.939030182696887,0.6204470959892965,4.5115893357740475,0.3232203476584723,11.63320290841315,0.6354503841521244,3.0064681144863585,0.2166992728967124,0.2166992728967124,0.2166992728967124,1.2761179401991292,8.01557294568938,2
os91,650.5152368490146,3.8807578545630905,8.639080623772495,2.778842090972258,0.7153330305605273,2.3948912967577813,0.2257667473878777,11.128820963391071,0.7758312809294109,2.066846444456087,0.4865473999671868,0.4865473999671868,0.4865473999671868,1.4485843046226765,7.519608396408592,2
os92,570.6040785964773,1.8488320358188823,2.7906562849813152,2.0872080090855327,0.3236758794424641,3.1879495736001493,0.41020136376598415,4.7111976270668485,0.3295498108978661,3.495200715630568,1.9922506488289349,1.9922506488289349,1.9922506488289349,6.080759485630366,5.9740229885977545,2
os93,948.6565061199541,1.833333333,1.7929367386603174,3.5782837589340546,0.14770849108602446,2.4484881992753253,0.2237942826689939,4.975260156860466,0.0926042230533464,1.0506614552814832,2.0570694044171707,2.0570694044171707,2.0570694044171707,8.293977216023206,6.673688339196595,2
os94,601.2047533733091,4.30801783500659,10.313288748075284,2.8080178350065887,0.7619630842408069,5.556940967462614,0.4214408211624624,12.404008915487482,0.6020171691247551,3.050219072290312,1.2478840738970371,1.2478840738970371,1.2478840738970371,3.327690863341468,7.372049045548186,2
os95,1836.112658720522,3.2626295305762136,10.808074274847572,2.595962864576214,0.8152749669162667,6.875395818272593,0.5011501933612696,13.237370472423784,2.395861469086192,8.440995286062718,2.0117839670941993,2.0117839670941993,2.0117839670941993,9.006169344671791,5.9976432066094425,2
os96,1409.9173972930091,2.833333333,9.0,3.809767269582609,0.5543406735232482,11.831913840905626,0.7663360627788688,12.415956921567805,2.083894047534042,7.9251712901675235,0.6371379049026473,0.6371379049026473,0.6371379049026473,2.437984854850399,6.998864405915639,2
os97,935.4836133336676,1.72209827011766,10.72544498195646,3.554687890153978,0.6155616709414821,7.391367933323134,0.3930412520522975,11.834077049963682,0.2554849657499438,2.0912913747710347,1.7786454435134318,1.7786454435134318,1.7786454435134318,6.3598491859138075,5.875559032996743,2
os98,589.8067833337714,4.210599287757532,10.55683511751308,2.710599287757532,0.7678899471220425,7.7001490092799285,0.5868690636229854,12.35529964084006,0.4745231189368087,4.284901027768692,1.8811046317465512,1.8811046317465512,1.8811046317465512,5.0162790174120016,7.104148040247956,2
os99,532.6599874361589,3.4102058778882838,7.64082351298579,2.4775514696511527,0.5519750753482844,6.444563099072982,0.5352927287117635,9.354768974095958,0.3200035433515047,3.6549946455441056,2.166666667,2.166666667,2.166666667,6.0575106739071165,6.543640499383776,2
os100,944.0661875236591,3.214901015631596,8.158052449552999,2.4427233561572086,0.7397057446776717,6.534884945841603,0.5210707438527797,10.26313536668438,0.8573289154558322,9.11599502599904,1.2105939070527991,1.2105939070527991,1.2105939070527991,3.8393979928884936,7.752153554078804,2
os101,442.0628794651284,2.0495740860213507,1.8013817263422516,2.1831913620071166,0.13744537382035374,0.9249290140035584,0.19445758643081065,3.7873745278036433,0.2175721495079228,0.6507684794131267,1.7697520492568497,1.7697520492568497,1.7697520492568497,5.524802870959285,5.885205359345285,2
os102,1675.981200470898,3.0400768655949584,9.689145110028152,3.7419403806229816,0.6274808393250955,10.243419565262725,0.6560497733059911,13.068914512243275,2.3695718278498665,8.3712157171031,0.8269741303798337,0.8269741303798337,0.8269741303798337,4.279182142176029,7.13392500710399,2
os103,587.1734074567004,4.149910378497017,10.582885227485084,2.716935532468734,0.7641312502991248,8.666666667000001,0.6606584315074991,12.296469495389953,0.4156934609512775,4.867612811022732,2.133154090014141,2.133154090014141,2.133154090014141,5.72080639712203,7.007127262668606,2
os104,640.9722337327728,4.100860068230867,9.063563464478133,2.8574500244048227,0.7277555969233711,2.0175732161305477,0.17944094302519425,11.616190150899355,0.8033555752133383,1.5515295581982418,0.3136099463778144,0.3136099463778144,0.3136099463778144,0.9337023404648734,7.654814041935241,2
os105,624.1416923744997,4.489043888885622,9.812203690133536,2.9960871031744425,0.7496646872169591,1.3521152377701882,0.09773832208038774,12.475740039670274,0.8518988657959943,0.6426896404979133,0.008608373018104461,0.008608373018104461,0.008608373018104461,0.02562947421608757,7.893269817458915,2
os106,828.0579393939341,3.172241601398115,7.305458658009424,4.253813521041197,0.5228108677686719,8.88145564225439,0.6510637770783947,10.714788976543122,0.7371830322875352,5.969812040401294,0.9832751948056548,0.9832751948056548,0.9832751948056548,3.772276953799788,7.146419033414003,2
os107,622.512784257768,3.6266507206156704,9.226624145318423,2.531662680403917,0.7295288419998518,7.766640089512778,0.6412392465416022,10.9832934648492,0.456030816649694,5.176048154562609,2.0766640090892734,2.0766640090892734,2.0766640090892734,5.691525230858054,6.843829213697387,2
os108,687.7163620851708,2.6962786227548103,6.745631882650449,2.2990696559387023,0.6588331100257243,6.2160199261012234,0.6063812742626788,8.657363221592608,0.5232282299830502,5.752078631030504,1.9216019924690055,1.9216019924690055,1.9216019924690055,5.54292413163573,6.6034830887267875,2
os109,1107.969062541402,2.8144276055587194,9.138642001362095,2.308125696436833,0.6819965127854324,9.509786789131224,0.724137238049924,11.280101034647686,1.569804509652644,6.214331260284548,2.0063019091596974,2.0063019091596974,2.0063019091596974,5.683515276871735,5.0365510730657475,2
os110,939.8990010996573,1.7081255240874909,11.08873638050142,3.4568786676074486,0.6194139550253334,7.670822855016391,0.4071079563044657,11.917913526480042,0.23442402504037615,2.0668789912680734,1.8764546661437975,1.8764546661437975,1.8764546661437975,6.551601838100043,5.6254468780003775,2
os111,986.3733942860263,2.6103782201831938,7.197569334626754,3.980131111822812,0.6176568713462007,4.742824001417837,0.3314198430567616,10.036419560368088,0.5303371223079925,1.8761374638923791,1.4238426655821632,1.4238426655821632,1.4238426655821632,5.869393182436311,7.110813913095914,2
os112,1857.8350804082986,2.7412914017281613,11.850750532543678,2.074624735728161,0.8474506085697056,10.872321472948112,0.7670384577286329,13.758708601271836,2.210840060791757,15.501935321303892,2.0986736554093204,2.0986736554093204,2.0986736554093204,9.563711510013697,5.980265269154952,2
os113,930.4719336907277,1.737958015749689,10.313091593525378,3.665706109958816,0.6111891413370449,7.074173019445494,0.3770748592731918,11.738918575790873,0.2793901567341491,2.1190006161608483,1.6676272236134362,1.6676272236134362,1.6676272236134362,6.142200609078988,6.15944848100906,2
os114,1058.0477616408791,3.257683673676812,6.667955781960927,3.685901360459488,0.6449493342776558,4.389748299640619,0.3733728448561928,9.09488435445192,0.6196292710221671,1.5350118203810803,1.7769183673593818,1.7769183673593818,1.7769183673593818,6.73246712031011,6.4811622446911565,2
os115,1012.8221769058864,3.0315006590044264,13.002576410760648,1.59450197696603,0.8448984814210543,10.835909750477144,0.7437384689284441,13.898911068438744,1.181875414784524,2.5742853080532404,1.2060424907200955,1.2060424907200955,1.2060424907200955,4.181343490569798,6.527949538692177,2
os116,948.622874056566,2.3549796082029406,10.292522914055574,3.0664780937324307,0.7052001698627962,7.8494189400471415,0.4955593244262697,12.508042805852881,0.7736110783093766,2.4425230080292253,1.074520896585313,1.074520896585313,1.074520896585313,4.473149000473091,7.277951585004415,2
os117,636.8243237480674,4.320810117831785,9.32136224128829,3.332781209697087,0.7042707208608372,2.45966973498079,0.17615772366830054,12.192817344942256,0.7760766239659052,1.4638241545541082,0.07679566376443607,0.07679566376443607,0.07679566376443607,0.45224113098897206,7.94095768739223,2
os118,654.0693466603444,3.798784975841017,8.480990071928769,2.74956606286476,0.7107064822450463,2.5354162317299824,0.2430199111768465,10.947309589040264,0.7655803815874688,2.2587664070804125,0.5509546618177352,0.5509546618177352,0.5509546618177352,1.640342288791782,7.469253628055262,2
os119,916.1966373654362,1.833333333,5.8504203274974005,4.0854692073865335,0.4413769167164121,4.2743558144346,0.2622598710176616,9.134180838065983,0.31463874179962026,1.880223635767732,1.3470097760968016,1.3470097760968016,1.3470097760968016,5.969377242681378,7.475041348274928,2
os120,1021.2743845306778,2.968966303221679,12.526457215998075,1.6551684835192018,0.8205448164010986,10.825296005438465,0.7521303737028702,13.608060129107432,1.2708926171284256,3.1943234683117945,1.3218351505192016,1.3218351505192016,1.3218351505192016,4.3044949070325735,6.261386620538841,2
os121,669.2564453177148,2.9596781486939694,7.448030618971107,2.3649195374234924,0.6788479216593938,6.6550191360876205,0.6162499852811835,9.315862036045406,0.5042038344137509,5.588997478041282,1.9655019135466651,1.9655019135466651,1.9655019135466651,5.584994889324179,6.671527966173271,2
os122,1597.0310101742084,2.8927817344444198,9.198161338544386,4.282022528076762,0.5353484624283811,12.207354647368113,0.7519636899204816,13.01981613421113,2.3437638699616747,8.817146780785444,0.23779360577767686,0.23779360577767686,0.23779360577767686,1.9429177007407141,7.703466180787878,2
os123,1677.38553713359,3.0426968966820707,9.69787854700266,3.7323335999719833,0.6291196558271306,10.208485817432816,0.6543436921799298,13.069787855956447,2.37003089021964,8.363283660962272,0.8374542547282826,0.8374542547282826,0.8374542547282826,4.3207387463656115,7.123794220235569,2
os124,1085.63305886764,3.4498481636550533,5.722299369328916,3.5,0.5959873499021873,3.9301373907097057,0.3783529122489087,8.0072306743558,0.6029925901449948,1.2725458407384342,2.019710773063613,2.019710773063613,2.019710773063613,7.440391655449577,6.1385234975071565,2
os125,810.9003981570497,3.2820885982179395,7.217426289716056,3.988037762093124,0.57575432038807,7.744261437233297,0.5777715330350337,10.397510531050816,0.569906614706234,7.422173844632219,0.8074684099222341,0.8074684099222341,0.8074684099222341,3.3316838248895406,7.987310094340385,2
os126,787.7043122862552,2.075084760090049,4.188559499098332,2.532994293815564,0.4767635876785266,4.463305219278691,0.4852448474943002,6.5090961724589205,0.42324274224128783,4.663018977202972,1.9249152399099505,1.9249152399099505,1.9249152399099505,6.335993272617673,6.489562143590115,2
os127,980.7399489661694,2.3350991760684954,12.751545112238992,2.331126030288388,0.7426973815973601,9.836865020142287,0.6052318985775799,13.169315433853404,0.6908184324774838,2.3163308527087194,1.6653422850732975,1.6653422850732975,1.6653422850732975,5.570070648007509,5.718873969711613,2
os128,710.6263891329628,2.1373890901341768,5.099112718205165,2.159347272772565,0.5914235308460286,5.135709689254507,0.5702950371452031,7.091793323977732,0.5401157454077936,5.841883391989003,1.8479721214548697,1.8479721214548697,1.8479721214548697,5.515668587686419,6.421286422851387,2
os129,544.5138209716554,3.4319705976889123,6.332570292210104,2.6439901992296373,0.48317493084812,1.1553284326148183,0.13859295182174994,8.702562124997463,0.5761975780967112,0.6317398762170088,0.7713545684544556,0.7713545684544556,0.7713545684544556,2.4080107358057594,7.021842491314437,2
os130,1026.3858751959403,3.096024158765685,10.740681050240244,1.4039758412343148,0.8559460480406822,7.997869435341554,0.5992253245497347,11.86208686423272,1.1244054995862045,7.0702298661337,1.3587149839552253,1.3587149839552253,1.3587149839552253,4.12924330549546,7.145349782964499,2
os131,953.4042621629652,1.7677322022837252,5.4963413127736525,3.368797738173844,0.310387655178099,4.65950964405861,0.3087757667397133,7.4165864904411505,0.1030471776274289,1.3444967975292317,2.166666667,2.166666667,2.166666667,8.04968471395681,5.893988690082005,2
os132,1008.9347198931546,3.0031988663912865,13.24696393766558,1.4968011336087133,0.854025800925267,11.061104079241085,0.755409634939322,14.089893876762664,1.20421149167804,2.7842174817719467,1.1730643997633805,1.1730643997633805,1.1730643997633805,4.0311579134779,6.5698329715799115,2
os133,1074.683725415918,3.4656167891164418,8.444357048817121,2.8968503666509013,0.7200252382117379,6.2776903846265695,0.5087217733128127,10.208923962161027,0.8361569272168226,1.7166654225230735,1.748687652871734,1.748687652871734,1.748687652871734,6.297659623807714,6.224068247548647,2
os134,1860.673897288746,2.6731597955073148,11.987013744985369,2.006493129507315,0.851655515185454,11.394663787330645,0.8017863373181213,13.826840207492685,2.186660348941031,16.424701486696467,2.110028923135505,2.110028923135505,2.110028923135505,9.636574477747377,5.9779942156369685,2
os135,1845.2532337737168,3.043255725789556,11.246821884420886,2.376589059789556,0.8288141510664139,8.55726165504343,0.6130332822335005,13.456744277210445,2.318006334273358,11.412167343483356,2.0483462679651003,2.0483462679651003,2.0483462679651003,9.240777441360024,5.990330746523012,2
os136,920.4511873854603,1.7696692380877967,9.488599808738963,3.887684667086638,0.6024463618698735,6.439948570209867,0.3451503982444306,11.548651241001158,0.3271880750566306,2.1744046519455167,1.4456486662953465,1.4456486662953465,1.4456486662953465,5.7070169326369715,6.727079363258555,2
os137,953.2858458149228,1.738128116871782,7.450210958310267,3.3095895671723325,0.4042556745232826,5.784464894153071,0.3498049787874117,8.807978511019346,0.12322537365840637,1.53487926188763,2.166666667,2.166666667,2.166666667,7.777524487687176,5.5979478347192,2
os138,711.1278738118604,2.4827728168072256,5.942966622001026,2.2795617204735503,0.6364307713947108,4.791437076110199,0.5200063203655039,8.03328266486115,0.6010099970244736,5.3398952915648765,1.5849642153039991,1.5849642153039991,1.5849642153039991,4.718870732497617,6.660846159007021,2
os139,885.4097277571763,1.9327607751841984,2.40950969161794,3.1022902321580537,0.2563569111567129,3.111227365661909,0.3278282643678574,5.228180310868091,0.20841314690857946,2.4609694196322662,2.0672392248158014,2.0672392248158014,2.0672392248158014,7.699931458808077,6.525143139603093,2
os140,930.7314619087317,1.833333333,4.033567262038211,3.858362574272268,0.30987857109080097,3.4567719348962056,0.2450358156208045,7.271906444784817,0.2152165045460265,1.5087637006611485,1.6649590626747972,1.6649590626747972,1.6649590626747972,7.010282645022866,7.116212867720012,2
os141,658.3288042295474,3.6742726988992738,8.204696829496369,4.143848570120433,0.581568531717111,8.666666667000001,0.6375687006343214,11.250066603014591,0.3778282881484327,5.603086248711236,1.1818787313894203,1.1818787313894203,1.1818787313894203,4.1036382874029265,7.682532767537588,2
os142,1055.9132530517911,3.0247750829994096,8.904279125000295,1.7590080841504212,0.7795505440571939,7.227474087601094,0.5799345390955751,10.59234142115042,1.270818015258511,8.331422592325849,1.7128373755752109,1.7128373755752109,1.7128373755752109,4.76152281300705,6.483673559336637,2
os143,1658.1088472782885,3.006732923071433,9.57799863472744,3.864201503187012,0.6066243679957065,10.688005465598623,0.6777622908740781,13.05779986451314,2.363729550119764,8.472163383470171,0.6935983602857327,0.6935983602857327,0.6935983602857327,3.7503101648982535,7.262854918172723,2
os144,1355.107026808654,2.659384968000845,10.275621344486797,2.101402179899724,0.7434317092243471,10.956851406441416,0.8050157328903056,12.210356859994931,1.729732169547893,10.988108810595062,2.0579827884490167,2.0579827884490167,2.0579827884490167,7.07459227492599,5.3363001724476655,2
os145,681.1881682773575,3.1733096828687994,7.274716292452882,2.526182029717839,0.6754046640316476,3.607659591264104,0.3746662293718058,9.562328582886005,0.6873632399049299,3.723167764225166,1.0423995348481871,1.0423995348481871,1.0423995348481871,3.103507706400032,7.085033090978223,2
os146,1597.2027377491515,2.7816066309255314,9.379329148890944,4.206882021612497,0.5369034542946944,13.103453404148937,0.8097542063464043,13.120695638518605,2.30569561446273,10.241684255068234,0.22414904235718125,0.22414904235718125,0.22414904235718125,1.9310806373404328,7.729874971576059,2
os147,1019.8502718398753,3.06126031179717,11.679304915887153,1.4387396882028298,0.8552268994643138,9.145076383633883,0.6577176527329547,12.696419189808411,1.1542935099041365,5.465082445383897,1.2891872902267782,1.2891872902267782,1.2891872902267782,4.0925095072953726,6.929813932260307,2
os148,601.6653987853595,4.311954975276588,10.30344589734714,2.811954975276587,0.7617235519219272,5.47032388142816,0.4147550902254035,12.405977485663819,0.6071698014864022,3.000319785298008,1.2222926621125203,1.2222926621125203,1.2222926621125203,3.2594470985906305,7.382876181305447,2
os149,947.9025789602977,1.833333333,1.8871776334901356,3.590063870784248,0.15452936284279806,2.490896601952984,0.22468770130809992,5.071857074122521,0.09776129424577824,1.0699292306142247,2.040577247815592,2.040577247815592,2.040577247815592,8.23998503668037,6.692300915932058,2
os150,1014.4059214724267,3.0323010018902545,12.461206281288804,1.4676989981097457,0.8546278274884468,10.100733609172051,0.7064434873786145,13.391442626184347,1.179191104065162,4.127947299038336,1.2312686705867029,1.2312686705867029,1.2312686705867029,4.061909169907572,6.750266211254443,2
os151,1783.1374979004074,2.481389041229817,11.580924808660969,2.505649013536925,0.7617453807215712,13.703888583540365,0.9204906789860364,13.821203349810053,2.1452047837924217,17.465006424174163,1.5250919312387563,1.5250919312387563,1.5250919312387563,7.334997251863299,6.549019119173205,2
os152,1036.5262244640633,3.149962185747874,9.284354325604673,1.3500378142521257,0.8570618467424624,6.217914547518338,0.5084712495287804,10.567574219249202,1.0780326022359017,9.560704667993427,1.4665910375959752,1.4665910375959752,1.4665910375959752,4.186237820523359,7.479765549477364,2
os153,1074.7602528116001,2.860172461805454,8.986580435597274,2.252815946744674,0.6892319828219401,9.038102916784148,0.6954411757396257,11.086149283744671,1.5111207645283375,6.010635858516835,1.9597413068723368,1.9597413068723368,1.9597413068723368,5.4084111130055215,5.208003247799421,2
os154,1653.6566110491192,2.690453982774556,10.047781902605788,3.6903503488177347,0.6051703970476134,13.285758700450888,0.8433762294205059,13.333385151478565,2.2569670764900693,12.434843372856774,0.6191438510721781,0.6191438510721781,0.6191438510721781,3.571828304057997,7.371341222303758,2
os155,1103.1607683167467,3.6645528457069863,6.327376200268079,3.5,0.6615479019680431,4.164360680135733,0.3996698791296292,8.49519586069906,0.6753339571490764,1.3190229403304703,2.000192165572406,2.000192165572406,2.000192165572406,7.279363143969183,6.0838713966020475,2
os156,961.2694728079264,1.8659310731608418,12.341023024438007,2.9175861591868615,0.6641883848839197,8.898528812919476,0.4954654487144381,12.465563279315989,0.32661681323162506,2.0904010345032678,2.0172183623420064,2.0172183623420064,2.0172183623420064,6.658345160393982,5.13241384081314,2
os157,1182.9368652775333,2.7673963616841077,9.48353779008946,2.2454173713333923,0.7006325070623276,9.948745065325623,0.7486712389864706,11.562288497895358,1.6183175954289473,7.662427730444206,2.021978990482589,2.021978990482589,2.021978990482589,6.105490048291831,5.127478144588019,2
os158,437.4609291205469,1.9874788040291245,1.5978471909301883,2.1624929346763753,0.12191569463244124,0.9145798003381874,0.1969669462347194,3.566591302935496,0.20146320614047966,0.651623217161239,1.81459864181369,1.81459864181369,1.81459864181369,5.664804733601465,5.834149238589221,2
os159,608.67348970707,4.371853188222762,10.153700364173076,2.8718531882227616,0.758079394777442,4.1525631951747695,0.3130408235480424,12.435926592765838,0.6855600668226749,2.241170272413456,0.8329542775131511,0.8329542775131511,0.8329542775131511,2.2212114064454425,7.547596267132042,2
os160,712.3068783766527,2.4555799602740898,5.890523255822487,2.269849985999928,0.6348960068903062,4.838053401602234,0.5257297110158042,7.97306991109672,0.5976094670017797,5.40356088548872,1.6063300311506308,1.6063300311506308,1.6063300311506308,4.7824825933214035,6.644141975709593,2
os161,636.6872950445959,4.322676267491944,9.32669409745811,3.329315503185823,0.7047499102623097,2.4479396514049423,0.17531701973934474,12.196016458644467,0.7768805334101812,1.4550054159588983,0.0759958853388828,0.0759958853388828,0.0759958853388828,0.447531324705869,7.940531138898067,2
os162,580.8272485103488,3.921956876175032,7.938636427193497,2.807318958725011,0.6057177306750251,1.2369928123625051,0.11879190040122732,10.44473555966922,0.7033112807439642,0.6249952451461391,0.4174755894933704,0.4174755894933704,0.4174755894933704,1.3032731542008502,7.4247200981241335,2
os163,1851.1208026037925,2.9024340716145933,11.528465192770813,2.2357674056145935,0.8375052995381166,9.636894337098418,0.6848538975732137,13.597565931385406,2.268029132660703,13.31943865316093,2.0718165437078677,2.0718165437078677,2.0718165437078677,9.391378377012328,5.985636691430786,2
os164,715.644674407003,2.858286153174456,6.024952819767273,3.945116775322002,0.5190658719970742,7.309389009308545,0.6069784315569763,9.210586225315273,0.43651808017739663,6.109798004053137,1.042911062832272,1.042911062832272,1.042911062832272,3.968058010682825,7.4744550617158,2
os165,1016.8185028092914,3.178194499529745,8.671943676961067,1.5984734822908069,0.8292771411164966,5.874167653365414,0.4900934657459008,10.189722334921155,1.014356016363026,10.041378438738985,1.4308330045448618,1.4308330045448618,1.4308330045448618,4.116776900796686,7.6236807470616075,2
os166,953.4649525386777,1.7829047953924748,4.4949501633175135,3.3991429244823776,0.26227871198223474,4.082951103650238,0.28774760352136297,6.703474611143679,0.09270551181386212,1.2469225733451053,2.166666667,2.166666667,2.166666667,8.189171420474297,6.0457146218067495,2
os167,678.9499319326383,3.22493292643098,7.374275405051309,2.5446189024138763,0.6783182792939838,3.5191626022877243,0.3638008762162105,9.676637193654537,0.6938188467069633,3.6023042404663967,1.0018384149080548,1.0018384149080548,1.0018384149080548,2.9827461902000554,7.116744512020718,2
os168,1639.6557663419467,2.972305533264826,9.463240668475901,3.9904352657882862,0.5850902057429794,11.147037329709672,0.7001803149416265,13.046324067681425,2.3576974388110656,8.576391150106781,0.5558888010593042,0.5558888010593042,0.5558888010593042,3.2042535098795213,7.395974158735322,2
os169,1021.0270120367802,3.089078449425453,12.398009611901259,1.7672353481427416,0.8283362647053459,10.23134295109955,0.7125676804988427,13.40949984981684,1.1360220008219724,2.4605372701325607,1.2780147286816033,1.2780147286816033,1.2780147286816033,4.462035218731955,6.487645085388821,2
os170,717.4193961563554,3.3292535838501336,6.5571164883184405,5.07283243616141,0.4606621221971438,8.593231182008658,0.6175748985405312,10.491840501749225,0.3681391427510496,6.2331289555709954,0.5244784949971142,0.5244784949971142,0.5244784949971142,2.9752737485460754,8.152387544902032,2
os171,975.2480997357006,2.0976938720430107,1.911682731208712,3.5,0.18310403040913725,2.4550599822147783,0.2441041945383833,4.934152739745518,0.14740546032175786,0.9798451456513516,2.1426338906840363,2.1426338906840363,2.1426338906840363,8.45450737378984,6.4827082264018205,2
os172,798.0074716601953,3.7609517785051914,9.833333332999999,1.5325401842855155,0.8797779335103311,5.353254018164408,0.4467624056704273,9.144763110348194,0.17261413758227107,3.0886019352614063,2.166666667,2.166666667,2.166666667,8.521657956198581,7.529547483163668,3
os173,970.7804168479663,2.180294089218466,10.5,1.9046080440619135,0.6610593618944205,6.281961243605132,0.42234027431499493,11.319705908272118,0.3058506680295584,2.7098646539031934,1.846960755300231,1.846960755300231,1.846960755300231,7.810922855036543,9.591608141388305,3
os174,870.2445064193872,2.2971963102066244,10.5,1.0862924936377407,0.8563103375872679,4.411525700079054,0.38093205157509613,11.202803691492443,0.35132691693126555,4.443143488199508,1.9638629769898024,1.9638629769898024,1.9638629769898024,7.895092454484695,8.375825038482134,3
os175,1282.3739497609595,4.340612988772582,12.036179586891642,1.0507388996975622,0.8268824333029886,7.434811133395125,0.5639719362096896,12.543459243968654,0.9175794732056048,5.317253051266362,2.166666667,2.166666667,2.166666667,8.489836337345071,9.089863154650347,3
os176,1315.8602091464888,3.6984358943053848,12.968230768694616,0.8108504266408292,0.7936061645880315,6.932551280652692,0.46880843541629796,13.013196582492135,0.8570761116003369,6.515853835207664,2.166666667,2.166666667,2.166666667,8.584612353883418,8.948680341750787,3
os177,1155.9940206988679,2.502989653561651,9.431237966752443,4.802318937230231,0.4695552289531088,10.369209174141153,0.5769943281708099,12.394244268332464,0.455315591223775,2.7104029295135765,2.0848281602808254,2.0848281602808254,2.0848281602808254,8.082645800324249,8.470665002338297,3
os178,1156.2778150248646,2.3610923483823645,12.694875977787884,2.3191161012753296,0.5641196470833626,8.666441516672325,0.39852468208402253,13.458474055048649,0.3480479857305451,2.3211820010438666,2.0138795076911817,2.0138795076911817,2.0138795076911817,8.009805183858527,8.676416094720555,3
os179,1220.2002612572176,4.789753627272919,11.183965575850392,1.3727545278814,0.8791197000633157,8.02628079656132,0.6712850640471771,12.284930254644198,1.0665970899831672,3.739422950892069,2.153526268679919,2.153526268679919,2.153526268679919,8.549785384211944,9.20795072548612,3
os180,821.4334278415463,4.000441681738796,7.902152062759002,4.292218768423494,0.5949902470056996,7.416887507369398,0.6172313713339724,11.638962505235716,1.1068045589655626,6.763891414640835,2.138962502734391,2.138962502734391,2.138962502734391,8.263629920782389,10.100088333197096,3
os181,1302.9030728942214,4.111051894281031,13.018479038446415,1.0647654675860059,0.8026061887125394,7.601723549534809,0.4883760935201405,13.34248402753335,0.7450438200648851,6.486575892613558,2.166666667,2.166666667,2.166666667,8.102503245100582,8.633404393462763,3
os182,1325.2218340429795,3.8426900378565327,12.839571133268876,0.8411305870533483,0.7683655511176479,7.020272860525607,0.46207166233404395,12.850487288966024,0.7539316276871729,6.434524279610804,2.166666667,2.166666667,2.166666667,8.396955837506717,8.955438621172162,3
os183,974.2349387285803,1.7537544539386032,3.936938775325883,1.0525526400582037,0.4637705307985524,3.0870877877809453,0.34386329060479004,4.595346614711072,0.31174871389814424,3.432843452323,2.0262763201079306,2.0262763201079306,2.0262763201079306,9.297734990445061,6.9234987042077245,3
os184,754.4884603450134,2.2157247131801268,10.264782760007428,1.5977893627112385,0.8634468571023449,4.421376432805016,0.3835697126891697,11.695905459718663,0.3244989267337768,4.372089929272693,2.0588043100863493,2.0588043100863493,2.0588043100863493,8.153192121088368,7.694217588044939,3
os185,1009.9666370785294,2.2459736074013232,9.733366242840084,2.8988119912678627,0.5942322256458545,7.42524763748672,0.483584627008433,11.306897684256985,0.3447231262229072,2.611159388466878,1.8862046267066248,1.8862046267066248,1.8862046267066248,7.859093296386129,9.495412511796033,3
os186,1174.6879579001393,3.0392804378441087,12.71562961422105,1.7009682508582753,0.6678299450913886,8.24508994499376,0.4520330870339862,13.269571423574824,0.5395969919260349,2.6745083467931985,2.044121694135485,2.044121694135485,2.044121694135485,8.154834871334058,8.85785608786293,3
os187,1292.914573929634,4.231154085758629,13.09854716649849,1.1648506272307382,0.8179301832158106,7.861944964442969,0.5001483322172244,13.562671379376292,0.7410661863314996,6.509870979608658,2.166666667,2.166666667,2.166666667,7.970724451700463,8.489281763689645,3
os188,1233.3432312971445,4.925470246498869,12.117946300281071,1.4823928400022617,0.9001443672445287,8.521708273613559,0.6357089710516932,13.284612970281069,0.9471003840232152,5.101246493921035,2.166666667,2.166666667,2.166666667,8.021604093710211,8.586685195315624,3
os189,1167.2124992169315,3.051527740842749,6.546349121568402,6.622043752024774,0.4502072921714855,11.618591336168306,0.7687979323805585,11.331607130241885,0.6699045042939991,3.2761368159514275,2.166666667,2.166666667,2.166666667,8.2376826984014,8.401022800967562,3
os190,1288.895921484186,4.264776107996333,12.15535182786074,1.01823737937417,0.8179558492742289,7.3698080927483405,0.5486010236646193,12.586794603966494,0.8931609074285215,5.484010643075084,2.166666667,2.166666667,2.166666667,8.477485759622184,9.07144562648876,3
os191,848.0645776298352,3.7315234350454416,9.930961174868221,1.4309611748682218,0.8576186885023115,5.504182056232778,0.447933907623192,9.05717803374068,0.18243998155283006,2.9838094043866827,2.117852745992668,2.117852745992668,2.117852745992668,8.40950845475554,7.898183122867591,3
os192,817.1814010265939,4.07173026582291,8.900839879454086,2.6962083810529895,0.7643322099250751,6.265826786976295,0.5302407644329127,9.957811450521225,0.6001810038840887,4.823245086631932,2.166666667,2.166666667,2.166666667,8.424226057044152,8.680806396604423,3
os193,1296.2749737875092,4.1789731739271865,12.290185009685723,0.9814646933550418,0.807856184137128,7.296262720710084,0.5312101528615532,12.635824851501695,0.8655333920562072,5.67268257299938,2.166666667,2.166666667,2.166666667,8.463512138934917,9.050607771102436,3
