username,active_avg_count,active_sum_count,problem_avg_count,problem_sum_count,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
104602031,73.44444445,177.5,8.023148147999999,12.05555556,2.0,0.666666667,0.5555555560000001,0.7222222220000001,9.488888889,5.222222222,1
104602032,14.83333333,14.83333333,0.944444444,0.944444444,0.111111111,0.111111111,0.111111111,0.111111111,9.711111111000001,9.777777777999999,1
104602033,118.83703700000001,329.6666667,9.087962962999999,18.44444444,1.5,0.7222222220000001,0.444444444,0.7222222220000001,8.5,6.6111111110000005,3
104602035,95.5462963,242.38888889999998,5.194444444,7.5,3.166666667,1.333333333,1.166666667,1.7222222219999999,9.877777777999999,9.777777777999999,3
104602037,160.0046296,343.8888889,14.92592593,24.38888889,2.9444444439999997,1.111111111,0.611111111,1.277777778,9.811111111,8.777777777999999,2
104602501,70.79034391,244.4444444,3.611111111,10.33333333,1.0,0.611111111,0.38888888899999996,0.611111111,9.777777777999999,6.5,1
104602502,179.14537040000002,437.77777779999997,12.08333333,16.88888889,3.4444444439999997,1.388888889,1.0,1.5,9.544444444,7.0,2
104602503,136.1203704,252.61111110000002,7.722222222,7.722222222,3.0555555560000003,1.0,0.444444444,1.0,7.8888888889999995,5.0,1
104602504,70.38796296,211.2777778,1.277777778,1.277777778,3.166666667,1.333333333,0.833333333,1.7222222219999999,9.611111111,6.666666667,2
104602505,115.20277779999999,319.5,9.212962962999999,14.5,3.666666667,1.222222222,0.833333333,1.5,9.455555556,8.888888889,3
104602506,80.0,222.66666669999998,6.055555556,6.055555556,4.0,1.222222222,0.8888888890000001,1.4444444440000002,9.5,7.222222222,2
104602507,26.26666667,79.66666667,2.444444444,7.166666667,1.0,0.666666667,0.5,0.7222222220000001,9.266666667,6.444444444,1
104602508,133.0277778,407.44444439999995,7.9212962970000005,20.5,2.777777778,1.0555555559999998,1.111111111,1.4444444440000002,9.466666667,6.555555556,2
104602509,130.4398148,287.0,6.231481482,9.666666667000001,1.5,0.611111111,0.5,0.666666667,9.233333333,4.333333333,1
104602510,125.9148148,326.0,8.319444444,14.27777778,3.166666667,1.0555555559999998,0.7222222220000001,1.5,9.844444444,8.333333332999999,2
104602511,211.4814815,572.4444444000001,10.5,18.0,2.555555556,1.111111111,0.944444444,1.333333333,9.888888889,8.222222222000001,2
104602513,143.19722219999997,405.1666667,18.05555556,25.83333333,4.555555556,1.333333333,1.0,1.6666666669999999,9.944444444,9.666666667000001,3
104602514,80.81851852,295.0,7.8944444439999995,14.44444444,3.611111111,1.277777778,0.944444444,1.6666666669999999,9.633333333,8.333333332999999,2
104602515,63.85185185,181.72222219999998,13.38888889,15.11111111,2.444444444,0.611111111,0.333333333,0.666666667,7.422222222,6.666666667,2
104602516,70.57804233,281.3333333,8.305555556,13.27777778,5.777777778,1.388888889,1.166666667,1.5555555559999998,9.833333332999999,9.0,1
104602517,54.92129629,127.33333329999999,7.277777778,10.61111111,0.111111111,0.055555556,0.055555556,0.055555556,9.366666667,8.722222222000001,3
104602519,142.91666669999998,297.55555560000005,8.444444444,10.72222222,7.0,1.5,1.0555555559999998,1.9444444440000002,9.822222222,9.555555556,3
104602520,154.74074069999998,440.83333330000005,22.0,27.11111111,1.9444444440000002,0.666666667,0.444444444,0.7222222220000001,5.922222222,5.1111111110000005,1
104602521,148.59933859999998,578.5555555999999,11.83333333,17.16666667,2.833333333,1.333333333,1.222222222,1.611111111,9.644444444,8.277777777999999,3
104602522,170.52129630000002,522.9444444000001,15.11111111,22.61111111,7.166666667,1.388888889,1.166666667,1.7777777780000001,8.322222222,6.277777778,1
104602524,94.62037037,184.22222219999998,6.194444444,8.388888889,2.9444444439999997,1.222222222,0.7222222220000001,1.277777778,9.133333333,5.666666667,2
104602525,55.99074074,129.7222222,6.1388888889999995,9.333333332999999,2.111111111,0.7222222220000001,0.833333333,1.0,8.288888888999999,5.444444444,1
104602526,81.75,255.7222222,2.685185185,7.944444444,2.9444444439999997,1.0,0.666666667,1.0555555559999998,9.811111111,8.222222222000001,2
