username,qz_mean,video_stop_backward_seek_sum,watched_time_weekday,watched_time_hour,final_score
Y1050208,0.286448427387,-0.579869113206,1.23135983519,-0.293490392412,70.0
Y1050209,0.950950950383,0.688904331074,-0.166990497295,-0.326483673788,85.0
Y1050210,-0.218237033116,-0.579869113206,0.0327738359176,-0.596744523849,20.0
Y1050211,-0.38646551995,0.0545176089339,1.83065283483,0.873864637195,40.0
Y1050212,-0.891150980454,0.0545176089339,0.0327738359176,0.423472522331,20.0
Y1050213,-1.43789356267,-0.579869113206,-1.56534082978,-1.26233383132,10.0
Y1050214,-0.487402612051,0.0545176089339,-0.166990497295,1.7577541392,20.0
Y1050215,-0.00795142457303,0.0545176089339,0.23253816913,0.204948226004,20.0
Y1050216,-1.43789356267,-0.579869113206,-0.166990497295,-0.464334027518,10.0
Y1050217,-1.39583644096,-0.579869113206,-1.56534082978,-1.26233383132,10.0
Y1050218,-1.39583644096,-0.579869113206,-0.766283496931,-0.506637914958,10.0
Y1050219,0.109808516211,-0.579869113206,0.0327738359176,1.97661744004,20.0
Y1050220,-0.134122789699,0.688904331074,-0.566519163719,-0.827259843286,30.0
Y1050221,1.02665376946,-0.579869113206,-0.366754830507,-0.507962115119,80.0
Y1050222,0.328505549096,-0.579869113206,0.432302502342,0.38963116655,50.0
Y1050223,-0.361231246925,0.688904331074,1.03159550198,1.21134881131,20.0
Y1050224,1.37152216747,1.95767777535,-0.966047830144,-0.636730076837,68.0
Y1050225,0.648139674081,4.49522466391,-0.366754830507,-0.0281840951085,75.0
Y1050226,1.10235658853,-0.579869113206,0.0327738359176,-0.987710938457,40.0
Y1050227,-0.722922493619,-0.579869113206,0.432302502342,0.27888782962,10.0
Y1050228,0.479911187247,1.95767777535,-0.966047830144,-0.0740467966174,66.0
Y1050229,1.63227632206,0.688904331074,0.23253816913,0.567066659184,99.0
Y1050230,-1.6061220495,-0.579869113206,-1.56534082978,-1.26233383132,0.0
Y1050231,-1.26966507583,-0.579869113206,-0.366754830507,-0.940823253649,10.0
Y1050232,-0.849093858745,0.688904331074,0.0327738359176,-0.498154794756,10.0
Y1050233,-1.22760795412,-0.579869113206,0.23253816913,-0.789366562524,10.0
Y1050234,-1.31172219754,-0.579869113206,-0.966047830144,-1.08743428901,10.0
Y1050235,-1.22760795412,-0.579869113206,0.23253816913,-0.768086694506,10.0
Y1050236,-0.807036737036,-0.579869113206,-0.966047830144,-1.09432523585,20.0
Y1050237,-1.6061220495,-0.579869113206,-0.966047830144,-1.11073209864,0.0
Y1050238,1.16123655893,0.0545176089339,0.23253816913,-0.739314674846,40.0
Y1050239,-1.26966507583,-0.579869113206,-0.966047830144,-1.10361831656,10.0
Y1050240,-1.35377931925,-0.579869113206,0.23253816913,-0.789880760583,10.0
Y1050241,-0.0668313949651,-0.579869113206,0.432302502342,0.690777594117,20.0
Y1050242,-0.176179911407,1.32329105321,0.0327738359176,-0.309839726736,20.0
Y1050243,-0.807036737036,0.0545176089339,0.23253816913,-0.729021443857,10.0
Y1050244,-0.891150980454,1.32329105321,0.23253816913,-0.718917689633,10.0
Y1050245,-1.05937946729,-0.579869113206,0.23253816913,-0.785681647177,10.0
Y1050246,-0.554694006785,-0.579869113206,-0.366754830507,-0.874802642765,30.0
Y1050247,-0.0331856975982,-0.579869113206,0.23253816913,-0.700855752925,30.0
Y1050248,0.118219940553,-0.579869113206,0.23253816913,-0.805337803883,30.0
Y1050249,0.353739822121,-0.579869113206,0.23253816913,-0.820002127181,30.0
Y1050250,-1.6061220495,-0.579869113206,-0.366754830507,-0.963530684918,10.0
Y1050251,-1.6061220495,-0.579869113206,-0.366754830507,-0.950756247011,0.0
Y1050252,-1.16031655939,0.0545176089339,0.23253816913,-0.790796580444,10.0
Y1050253,-0.807036737036,0.0545176089339,0.0327738359176,-0.213906951461,10.0
Y1050254,-0.319174125217,-0.579869113206,0.23253816913,-0.771246778923,20.0
Y1050255,1.24535080234,1.32329105321,0.432302502342,0.394334860583,40.0
Y1050256,0.488322611588,0.0545176089339,-0.366754830507,-0.932792588413,30.0
Y1050257,1.00141949643,-0.579869113206,0.23253816913,-0.777201886283,40.0
Y1050258,-1.05937946729,-0.579869113206,0.23253816913,-0.732220944054,10.0
Y1050259,1.59021920035,-0.579869113206,2.42994583447,-0.591779417576,80.0
Y1050260,0.54720258198,0.0545176089339,3.0292388341,0.698328525136,50.0
Y1050261,0.892070979991,-0.579869113206,-0.766283496931,-0.559806417249,82.0
Y1050262,1.42199071352,-0.579869113206,0.23253816913,0.153127769243,50.0
Y1050263,1.16964798327,-0.579869113206,-1.16581216336,-1.0216879481,40.0
Y1050264,1.26217365103,0.688904331074,1.23135983519,0.652911087689,40.0
Y1050265,0.412619792513,2.59206449749,1.4311241684,-0.366695129703,20.0
Y1050266,1.22011652932,1.95767777535,1.03159550198,1.36241459196,40.0
Y1050267,0.976185223408,-0.579869113206,-0.966047830144,0.387853436513,30.0
Y1050268,1.16123655893,0.0545176089339,-0.766283496931,-0.48412089819,60.0
Y1050269,-1.18555083241,-0.579869113206,-1.56534082978,-1.26233383132,10.0
Y1050270,0.807956736574,-0.579869113206,1.23135983519,0.313889015278,40.0
Y1050271,-1.6061220495,-0.579869113206,-1.56534082978,-1.26233383132,0.0
Y1050272,-1.6061220495,-0.579869113206,-1.56534082978,-1.26233383132,0.0
Y1050273,-0.184591335749,-0.579869113206,-0.766283496931,-0.955151798283,40.0
Y9999986,0.606082552372,0.688904331074,1.4311241684,0.901863629136,58.0
Y9999987,-0.781802464011,-0.579869113206,-1.56534082978,-1.26233383132,27.0
Y9999988,0.227568456995,-0.579869113206,2.42994583447,0.970098298366,33.0
Y9999989,1.11076801288,-0.579869113206,1.03159550198,0.292355201925,59.0
Y9999990,1.37993359181,-0.579869113206,0.0327738359176,1.76419833714,63.0
Y9999991,0.648139674081,0.0545176089339,1.03159550198,-0.12666973949,36.0
Y9999992,0.606082552372,0.688904331074,0.831831168767,2.47124145804,38.0
Y9999993,0.774311039207,0.0545176089339,1.03159550198,-0.714893231993,49.0
Y9999994,-0.933208102162,-0.579869113206,0.0327738359176,0.145152789044,20.0
Y9999995,0.950950950383,-0.579869113206,2.42994583447,0.345256016921,57.0
Y9999996,0.993008072092,-0.579869113206,-1.56534082978,-1.26233383132,54.0
Y9999997,1.11076801288,1.32329105321,-0.166990497295,0.901192121604,58.0
Y9999998,0.362151246463,-0.579869113206,1.03159550198,0.54478866486,49.0
Y9999999,1.71639056548,0.688904331074,0.432302502342,1.56313480776,73.0
