username,video_stop_backward_seek_sum,qz_mean,watched_time_hour,mt_online_num_day,final_score
Y1050217,-0.586567211567,-1.44366473375,-1.36103203509,-0.560425650459,10.0
Y1050218,-0.586567211567,-1.44366473375,-0.389730036138,-0.560425650459,10.0
Y1050219,-0.586567211567,0.553450581829,1.75539751521,-0.371650694515,20.0
Y1050220,1.13942366385,-0.245395544402,-1.13524629253,-0.560425650459,30.0
Y1050221,-0.586567211567,0.665289039502,-0.391432041185,0.00589921737325,80.0
Y1050222,-0.586567211567,0.585404426879,0.762251775076,-0.560425650459,50.0
Y1050223,-0.586567211567,-0.804587832763,0.814315348606,-0.371650694515,20.0
Y1050224,0.27642822614,0.952873644945,-0.605746767485,-0.371650694515,68.0
Y1050225,3.72840997698,0.713219807075,0.174449841513,0.00589921737325,75.0
Y1050226,-0.586567211567,1.03275825757,-1.22942205946,-0.371650694515,40.0
Y1050227,-0.586567211567,-0.485049382271,0.137402700946,-0.371650694515,10.0
Y1050228,1.13942366385,0.745173652125,-0.0955401786905,-0.371650694515,66.0
Y1050229,1.13942366385,1.19252748281,0.636382107354,0.00589921737325,99.0
Y1050230,-0.586567211567,-1.84308779686,-1.36103203509,-0.560425650459,0.0
Y1050231,-0.586567211567,-1.20401089588,-0.947791920888,0.383449129263,10.0
Y1050232,1.13942366385,-0.405164769648,-0.378826613968,-0.560425650459,10.0
Y1050233,-0.586567211567,-1.12412628326,-0.753123425718,-0.560425650459,10.0
Y1050234,-0.586567211567,-1.2838955085,-1.13623225599,1.13854895304,10.0
Y1050235,-0.586567211567,-1.12412628326,-0.725772241341,0.00589921737325,10.0
Y1050236,-0.586567211567,-0.325280157025,-1.14508924501,3.02629851247,20.0
Y1050237,-0.586567211567,-1.84308779686,-1.16617711685,-0.560425650459,0.0
Y1050238,0.27642822614,0.473565969206,-0.688791334596,4.15894824814,40.0
Y1050239,-0.586567211567,-1.20401089588,-1.1570337159,-0.371650694515,10.0
Y1050240,-0.586567211567,-1.36378012112,-0.753784328592,1.13854895304,10.0
Y1050241,-0.586567211567,-0.197464776828,0.107653254226,0.194674173315,20.0
Y1050242,2.00241910156,-0.405164769648,-0.136783752497,-0.371650694515,20.0
Y1050243,0.27642822614,-0.325280157025,-0.675561362569,-0.560425650459,10.0
Y1050244,2.00241910156,-0.485049382271,-0.662574926541,-0.560425650459,10.0
Y1050245,-0.586567211567,-0.804587832763,-0.748387174584,-0.560425650459,10.0
Y1050246,-0.586567211567,-0.644818607517,-0.862935102246,2.2711986887,30.0
Y1050247,-0.586567211567,0.473565969206,-0.639359774984,0.00589921737325,30.0
Y1050248,-0.586567211567,0.793104419699,-0.77365138984,0.572224085205,30.0
Y1050249,-0.586567211567,0.920919799896,-0.792499561736,3.02629851247,30.0
Y1050250,-0.586567211567,-1.84308779686,-0.97697796372,3.21507346842,10.0
Y1050251,-0.586567211567,-1.84308779686,-0.960558876615,-0.560425650459,0.0
Y1050252,0.27642822614,-0.996310903059,-0.754961439178,-0.560425650459,10.0
Y1050253,0.27642822614,-0.325280157025,-0.013480589979,-0.371650694515,10.0
Y1050254,-0.586567211567,0.601381349403,-0.72983392309,3.21507346842,20.0
Y1050255,2.00241910156,1.27241209544,0.564103380253,0.760999041147,40.0
Y1050256,0.27642822614,0.31379674396,-0.937470042699,0.383449129263,30.0
Y1050257,-0.586567211567,-0.00574170653228,-0.737488070157,-0.371650694515,40.0
Y1050258,-0.586567211567,-0.804587832763,-0.679673705734,-0.371650694515,10.0
Y1050259,-0.586567211567,1.11264287019,-0.499163089694,2.08242373276,80.0
Y1050260,0.27642822614,0.872989032322,0.0678337553114,-0.560425650459,50.0
Y1050261,-0.586567211567,1.19252748281,-0.458067936924,0.00589921737325,82.0
Y1050262,-0.586567211567,1.11264287019,0.339206373277,-0.182875738571,50.0
Y1050263,-0.586567211567,0.713219807075,-1.05172795874,-0.560425650459,40.0
Y1050264,1.13942366385,1.11264287019,1.1006475612,-0.371650694515,40.0
Y1050265,3.72840997698,0.713219807075,-0.209860456176,-0.560425650459,20.0
Y1050266,2.86541453926,1.03275825757,0.952567156762,0.00589921737325,40.0
Y1050267,-0.586567211567,0.713219807075,0.759966844457,-0.182875738571,30.0
Y1050268,-0.586567211567,1.27241209544,-1.2247191861,-0.560425650459,60.0
Y1050269,-0.586567211567,-1.04424167063,-1.36103203509,-0.560425650459,10.0
Y1050270,-0.586567211567,1.30436594049,0.664899782904,1.70487382087,40.0
Y1050271,-0.586567211567,-1.84308779686,-1.36103203509,-0.560425650459,0.0
Y1050272,-0.586567211567,-1.84308779686,-1.36103203509,-0.560425650459,0.0
Y1050273,-0.586567211567,-0.564933994894,-0.966208513785,0.194674173315,40.0
Y9999986,1.13942366385,0.872989032322,1.32170985585,-0.182875738571,58.0
Y9999987,-0.586567211567,-1.84308779686,-1.36103203509,-0.560425650459,27.0
Y9999988,-0.586567211567,0.31379674396,0.465747926449,-0.560425650459,33.0
Y9999989,-0.586567211567,1.19252748281,0.637222200556,-0.560425650459,59.0
Y9999990,-0.586567211567,0.904942877371,1.55848540185,-0.560425650459,63.0
Y9999991,0.27642822614,0.393681356583,0.0986460955502,-0.560425650459,36.0
Y9999992,-0.586567211567,0.793104419699,2.33186961126,-0.560425650459,38.0
Y9999993,0.27642822614,0.0741429060908,-0.657402258984,-0.371650694515,49.0
Y9999994,-0.586567211567,-0.884472445386,-0.671617054258,-0.560425650459,20.0
Y9999995,-0.586567211567,0.665289039502,0.705216040722,-0.560425650459,57.0
Y9999996,-0.586567211567,0.633335194452,-1.36103203509,-0.560425650459,54.0
Y9999997,2.00241910156,0.681265962026,0.440779467645,-0.560425650459,58.0
Y9999998,-0.586567211567,0.473565969206,0.961676947279,-0.560425650459,49.0
Y9999999,1.13942366385,1.27241209544,1.04070972202,-0.560425650459,73.0
