username,video_backward_seek_avg,video_stop_backward_seek_avg,qz_mean,video_pause_backward_seek_avg,hw_mean,video_stop_backward_seek_sum,indicator,predict_score,real_score
Y1050202,2.61504069651,-0.611806196143,-0.827823493089,0.456655483348,1.34992555669,0.0524759411432,1.0,75.6836432565,75.0
Y1050203,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050204,2.86629430152,0.030659381052,-1.63342742126,-0.0281492217216,-0.370741770359,-0.800977971404,1.0,81.9235518035,90.0
Y1050205,4.0851285618,-1.21462528024,1.70656566433,-0.871998234643,-0.457043021201,0.0941739112514,1.0,89.0408268433,88.0
Y1050206,1.87968756121,0.795537614209,-1.2000177176,1.24163177275,-0.495476848299,0.508713737548,1.0,68.340128037,70.0
Y1050207,0.912259584763,0.895273495244,-0.796232774685,0.178245898549,-0.63525447575,-0.909009565407,0.0,41.8604385923,40.0
Y1050208,0.520512034583,-1.95567566879,-0.544557366429,-0.723759921789,-0.204198431121,0.134834002723,1.0,71.2684262051,70.0
Y1050209,1.11701803291,-2.86523601543,-0.849586428778,-0.354746644114,0.420174936415,-0.0151152141131,1.0,88.9530959117,85.0
Y1050210,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,20.0
Y1050211,-0.848813925224,0.0233700229283,0.226467546615,0.350274793539,0.332512487487,-0.136739524662,0.0,24.6008898599,40.0
Y1050212,-1.26839576057,0.189771185372,-0.0910131964366,-0.162668912423,0.107259186848,-0.0684733063266,0.0,17.5145200416,20.0
Y1050213,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050214,-0.662984658897,0.344255417237,0.850486648384,-0.457139828738,-0.181445125849,0.128668364435,0.0,17.1673046235,20.0
Y1050215,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,20.0
Y1050216,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050217,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050218,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050219,-1.27209190693,0.194124158948,-0.0886442912678,-0.167451941708,0.112256618775,-0.0686159903164,0.0,17.3487097524,20.0
Y1050220,-0.223264154393,0.260283663895,1.32063335398,-0.037063649951,0.101775936637,0.0772823065245,0.0,21.7451845457,30.0
Y1050221,0.839203127837,-2.32073838628,-0.586696797374,-0.836740443141,-0.185762638709,0.163525799536,1.0,78.4096443808,80.0
Y1050222,0.852422487598,0.433992946996,-0.314233649032,0.583663945667,-0.596868980354,0.426435500076,0.0,46.1202457537,50.0
Y1050223,0.511500791473,1.51605111035,-0.591937644868,-0.0476984050633,0.480738188765,0.0236079294368,0.0,19.8324037528,20.0
Y1050224,2.91134607981,1.92689097975,-1.71045823055,0.910616816255,-0.338296023504,0.134681717177,1.0,64.2169358247,68.0
Y1050225,6.21942621871,1.823286461,-1.14229688778,-0.952321685719,0.823172623647,0.309768721921,1.0,77.1515683413,75.0
Y1050226,-0.657827085299,-0.151461831506,0.100950364053,0.176813197617,-0.457870565926,0.0232780376965,0.0,32.8571178568,40.0
Y1050227,-1.19090329274,0.224289364539,0.0426355027289,-0.261119712547,0.0126689002989,-0.0233976744265,0.0,17.1537766719,10.0
Y1050228,3.32203580073,-0.102501129964,-0.0747354854027,-0.936677037374,-0.109471756149,-0.058980610369,1.0,72.8708742111,66.0
Y1050229,2.48661786397,-3.4811387882,0.223867679256,-0.148341023061,1.0387578542,0.00670974858078,1.0,103.471461241,99.0
Y1050230,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,0.0
Y1050231,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050232,-0.370477213213,0.599738231715,1.4721698025,-1.31923329612,-0.987965102893,0.457171259187,0.0,13.0294969085,10.0
Y1050233,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050234,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050235,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050236,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,20.0
Y1050237,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,0.0
Y1050238,-0.754631416339,-0.41529214228,-0.420291015252,0.502172158938,-0.587383851692,-0.048640231722,0.0,40.5621502762,40.0
Y1050239,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050240,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050241,0.330166680283,1.21768136012,0.577380823389,-0.269720657404,0.416384623701,0.308801216343,0.0,15.0815415086,20.0
Y1050242,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,20.0
Y1050243,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050244,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050245,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050246,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,30.0
Y1050247,-1.31644566326,0.246359841906,-0.060217429214,-0.224848293188,0.172225801953,-0.0703281981958,0.0,15.358986279,30.0
Y1050248,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,30.0
Y1050249,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,30.0
Y1050250,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050251,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,0.0
Y1050252,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050253,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050254,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,20.0
Y1050255,-0.391697715698,-0.0366532273265,0.684980541051,0.429973570961,0.136200658379,-0.0561146362236,0.0,29.6464655431,40.0
Y1050256,-1.1612075161,0.0635349515512,-0.159711446402,-0.0239610630086,-0.0376663391719,-0.0643354706179,0.0,22.3230184357,30.0
Y1050257,-0.713973806441,-0.463174851571,-0.446348972088,0.554785481032,-0.642355602839,-0.0470707078354,0.0,42.3860634568,40.0
Y1050258,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050259,2.08332710841,-1.10033550016,0.789537075111,-0.385111349167,-0.87689743024,0.134157952437,1.0,76.9860216414,80.0
Y1050260,1.66505669862,0.366944922934,1.75761401127,-0.348186612249,-1.77754682892,0.405840512211,0.0,46.973626341,50.0
Y1050261,0.130030412204,-1.76254320779,-0.920545390637,0.0438541037815,-0.406743135357,0.00260071065571,1.0,73.0456116398,82.0
Y1050262,-0.288592491647,-0.583997128829,-0.0562041173907,0.992429643832,-0.420699992894,-0.0975779814694,0.0,48.1338164679,50.0
Y1050263,-0.935742588107,-0.201996436778,-0.304214661819,0.267803723633,-0.342509686946,-0.0556317472324,0.0,32.4374460901,40.0
Y1050264,-0.729732711728,-0.425336503128,-0.401755024906,0.532626672537,-0.574427624185,-0.0526474984209,0.0,40.9887491022,40.0
Y1050265,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,20.0
Y1050266,0.121204094125,0.189445380567,-0.761161620443,0.704274422882,-0.317999645765,-0.0458930469425,0.0,43.2186280091,40.0
Y1050267,-1.03402815691,0.075411650653,0.0306241054029,0.0478054824099,0.0588075633887,-0.0700453519591,0.0,22.5174734476,30.0
Y1050268,1.230931162,0.461325575115,-1.05189621398,0.994379660383,-0.663159990835,-0.074923002061,1.0,65.0981701465,60.0
Y1050269,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,10.0
Y1050270,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,40.0
Y1050271,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,0.0
Y1050272,-1.3607994196,0.298595524865,-0.0317905671602,-0.282244644668,0.232194985132,-0.0720404060752,0.0,13.3692628057,0.0
Y1050273,-0.865515807172,-0.284702934883,-0.349223860118,0.358681280238,-0.437460893746,-0.0529207514205,0.0,35.5878415929,40.0
Y9999986,0.77252929436,-0.391173401783,1.42234810583,0.339073100208,-1.34191715221,0.325496511934,0.0,50.8308031358,58.0
Y9999987,-0.573520244683,-0.628587847651,-0.536367368615,0.736540594099,-0.832258016288,-0.0416487162158,0.0,48.6868544573,27.0
Y9999988,-0.810967301401,-0.163466189543,-0.0776196430613,0.298820891289,-0.240856418528,-0.053463950031,0.0,31.797333978,33.0
Y9999989,-0.499597317424,-0.715647319292,-0.583745472062,0.832201179947,-0.932206654969,-0.0387950364154,0.0,52.0030602479,59.0
Y9999990,1.17125265208,-0.273593040255,0.391873999412,1.17315422303,-0.823271264078,-0.132842961106,1.0,69.4197278859,63.0
Y9999991,-0.739846830932,-0.432704036556,-0.429766635913,0.52130427605,-0.607373579368,-0.0480694957636,0.0,41.2253914323,36.0
Y9999992,0.333818049328,0.998717819646,-0.757115823842,0.210584159917,0.115833924674,-0.340933334353,0.0,29.5385292766,38.0
Y9999993,0.509587818836,-0.215278157425,-0.238832203284,0.767756472234,-0.988861106972,-0.186478784201,0.0,54.5934704909,49.0
Y9999994,-0.935742588107,-0.201996436778,-0.304214661819,0.267803723633,-0.342509686946,-0.0556317472324,0.0,32.4374460901,20.0
Y9999995,-0.362820123939,-0.783089816286,-0.503865968961,1.00062180128,-0.890693971989,-0.0576474005804,0.0,54.785727231,57.0
Y9999996,-0.440458975684,-0.785294896527,-0.621647954777,0.908729648539,-1.01216556582,-0.0365120925776,0.0,54.6560248773,54.0
Y9999997,-0.147900064886,-0.893140088728,-0.385644409135,1.26563707536,-0.835323236119,-0.0862197437742,0.0,59.3041628155,58.0
Y9999998,-0.424010044697,-0.69232638697,-0.447751953367,0.845436147209,-0.879401151249,-0.0352653355733,0.0,51.6358110453,49.0
Y9999999,0.0221404282322,-1.03877479806,-0.435887286655,1.3057581495,-1.20781979469,-0.0241243691627,1.0,74.0863456155,73.0
