username,watched_time_hour,qz_mean,watched_time_weekday,mt_online_num_day,final_score
Y1050206,-0.0535863578485,1.30245236215,0.0931676719465,-0.449868249271,70.0
Y1050207,0.567490394782,0.941782469826,1.94367039751,-0.449868249271,40.0
Y1050208,0.609004480217,0.688546162452,1.1212247417,0.460537061506,70.0
Y1050209,-0.31911126587,1.17967112221,-0.318055155955,0.915739716895,85.0
Y1050210,-0.426007785269,-0.385789687016,0.298779085897,-0.449868249271,20.0
Y1050211,1.05310088772,-0.884588474269,1.94367039751,-0.449868249271,40.0
Y1050212,-0.0534671868986,-1.03806502419,-0.934889397808,-0.449868249271,20.0
Y1050213,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,10.0
Y1050214,1.21413895743,-0.47787561697,-0.729277983857,-0.222266921576,20.0
Y1050215,0.26652100379,-0.500897099459,0.298779085897,-0.449868249271,20.0
Y1050216,-0.293607473964,-1.07643416167,0.0931676719465,-0.449868249271,10.0
Y1050217,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,10.0
Y1050218,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,10.0
Y1050219,1.39026567513,-0.278356102069,0.0931676719465,-0.449868249271,20.0
Y1050220,-0.65650537345,-0.385789687016,-0.318055155955,-0.449868249271,30.0
Y1050221,-0.254013434027,1.15664963972,0.710001913799,1.14334104459,80.0
Y1050222,0.289340712994,0.558091095016,0.298779085897,-0.449868249271,50.0
Y1050223,1.38194647121,-0.592983029413,1.32683615565,-0.449868249271,20.0
Y1050224,-0.385162687841,1.52499335954,0.0931676719465,-0.449868249271,68.0
Y1050225,0.178935487398,0.980151607307,-0.318055155955,1.82614502767,75.0
Y1050226,-0.81694412671,0.473678992558,0.298779085897,-0.449868249271,40.0
Y1050227,0.449557214491,-0.692742786864,0.710001913799,-0.449868249271,10.0
Y1050228,0.694858203553,0.696219989948,-0.318055155955,0.00533440611783,66.0
Y1050229,0.222117377187,1.72451287444,0.91561332775,1.59854369998,99.0
Y1050230,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,0.0
Y1050231,-0.770060048507,-1.2299107116,-0.112443742004,-0.449868249271,10.0
Y1050232,-0.485863299342,-1.2299107116,-0.318055155955,-0.449868249271,10.0
Y1050233,-0.770820551211,-1.2299107116,-0.112443742004,-0.449868249271,10.0
Y1050234,-0.916659806539,-1.2299107116,-0.729277983857,-0.449868249271,10.0
Y1050235,-0.755838600122,-1.2299107116,-0.112443742004,-0.449868249271,10.0
Y1050236,-0.923550223321,-1.2299107116,-0.729277983857,3.64695564923,20.0
Y1050237,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,0.0
Y1050238,-0.767648268915,1.17967112221,-0.112443742004,0.00533440611783,40.0
Y1050239,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,10.0
Y1050240,-0.764812432764,-1.2299107116,-0.112443742004,-0.449868249271,10.0
Y1050241,1.39380133395,-0.462527961978,0.504390499848,-0.449868249271,20.0
Y1050242,-0.302951864809,-0.616004511902,-0.318055155955,-0.449868249271,20.0
Y1050243,-0.752479803255,-1.2299107116,-0.112443742004,-0.449868249271,10.0
Y1050244,-0.745048401829,-1.2299107116,-0.112443742004,-0.449868249271,10.0
Y1050245,-0.767957431534,-1.2299107116,-0.112443742004,-0.449868249271,10.0
Y1050246,-0.704044515933,-0.692742786864,-0.112443742004,2.73655033845,30.0
Y1050247,-0.676256402982,-0.562287719428,-0.112443742004,0.00533440611783,30.0
Y1050248,-0.77021528637,-0.347420549535,-0.112443742004,-0.222266921576,30.0
Y1050249,-0.786801833787,-0.117205724649,-0.112443742004,-0.449868249271,30.0
Y1050250,-0.945726914699,-1.2299107116,-0.729277983857,-0.449868249271,10.0
Y1050251,-0.779992277822,-1.2299107116,-0.112443742004,-0.449868249271,0.0
Y1050252,-0.770427810413,-1.2299107116,-0.112443742004,-0.449868249271,10.0
Y1050253,-0.784144210983,-0.92295761175,-0.112443742004,-0.449868249271,10.0
Y1050254,-0.758916702157,-0.692742786864,-0.112443742004,-0.222266921576,20.0
Y1050255,0.42159525092,0.642503197475,0.0931676719465,0.460537061506,40.0
Y1050256,-0.928929167613,0.0285969977788,-0.729277983857,0.00533440611783,30.0
Y1050257,-0.7669281168,1.26408322467,-0.112443742004,-0.449868249271,40.0
Y1050258,-0.74485197978,-1.2299107116,-0.112443742004,-0.449868249271,10.0
Y1050259,0.170363877973,1.64777459948,1.5324475696,3.64695564923,80.0
Y1050260,0.885876490287,0.811327402391,2.35489322541,-0.449868249271,50.0
Y1050261,-1.09154589556,1.12595432974,-1.34611222571,0.460537061506,82.0
Y1050262,-0.0864870847383,1.53266718703,1.5324475696,-0.222266921576,50.0
Y1050263,-0.98253636725,0.61180788749,-1.14050081176,-0.449868249271,40.0
Y1050264,0.231748205363,1.31012618964,1.32683615565,-0.449868249271,40.0
Y1050265,-0.561201989748,-0.15557486213,0.298779085897,-0.449868249271,20.0
Y1050266,1.38008339829,1.34849532712,1.1212247417,-0.449868249271,40.0
Y1050267,-0.0583524978175,0.435309855077,-0.729277983857,-0.222266921576,30.0
Y1050268,-0.153155431351,1.25640939717,-0.729277983857,-0.449868249271,60.0
Y1050269,-1.09154589556,-0.846219336788,-1.34611222571,-0.449868249271,10.0
Y1050270,0.321299003322,0.22811651268,0.91561332775,0.232935733812,40.0
Y1050271,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,0.0
Y1050272,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,0.0
Y1050273,-0.87119015489,0.412288372589,-0.934889397808,0.232935733812,40.0
Y9999986,1.1069218405,0.826675057383,1.32683615565,0.00533440611783,58.0
Y9999987,-1.09154589556,0.251137995169,-1.34611222571,-0.449868249271,27.0
Y9999988,1.4710245363,0.251137995169,2.97172746726,-0.449868249271,33.0
Y9999989,1.2185856239,1.01852074479,1.73805898355,-0.449868249271,59.0
Y9999990,1.25789080954,1.44058125708,-0.112443742004,-0.449868249271,63.0
Y9999991,0.0440308409014,0.941782469826,1.32683615565,-0.449868249271,36.0
Y9999992,2.15244586736,0.0976614452446,1.73805898355,-0.449868249271,38.0
Y9999993,0.158548045103,1.47895039456,1.5324475696,-0.449868249271,49.0
Y9999994,0.315832460825,-0.270682274573,0.298779085897,-0.449868249271,20.0
Y9999995,0.718935259748,1.04921605477,2.35489322541,-0.449868249271,57.0
Y9999996,-1.09154589556,1.25640939717,-1.34611222571,-0.449868249271,54.0
Y9999997,0.686286376731,1.41755977459,-0.318055155955,-0.449868249271,58.0
Y9999998,0.0725284497288,0.565764922513,0.504390499848,-0.449868249271,49.0
Y9999999,2.56416415637,1.83962028688,1.1212247417,-0.449868249271,73.0
