username,video_backward_seek_avg,problem_num_days,watched_time_weekday,qz_mean,indicator,predict_score,real_score
Y1050229,2.39151418097,-0.321734724002,1.09779739695,-1.12919642682,1.0,90.8900822295,99.0
Y1050230,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,0.0
Y1050231,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050232,1.07609994549,3.0361332253,-0.299391793906,0.488881552124,0.0,17.9718920436,10.0
Y1050233,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050234,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050235,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050236,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050237,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,0.0
Y1050238,-0.815035516779,-0.274640947335,-0.303380503135,-0.6215340039,0.0,33.3303587521,40.0
Y1050239,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050240,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050241,0.579792880873,0.533908770216,1.43253072578,0.870190475644,0.0,20.0157262956,20.0
Y1050242,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050243,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050244,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050245,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050246,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,30.0
Y1050247,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,30.0
Y1050248,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,30.0
Y1050249,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,30.0
Y1050250,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050251,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,0.0
Y1050252,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050253,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050254,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050255,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,40.0
Y1050256,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,30.0
Y1050257,-0.559239025634,-0.462873667951,-0.441632801538,-0.286046307382,0.0,33.1440044256,40.0
Y1050258,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050259,3.06829175656,1.57845611781,-0.715217057266,0.0600142076526,1.0,74.7289107524,80.0
Y1050260,2.59168683382,1.61162116635,0.136122589397,-0.593368656251,0.0,54.9798049543,50.0
Y1050261,1.52791155116,-1.97827849442,-1.4917850451,0.305107842132,1.0,79.6513276684,82.0
Y1050262,1.05478629001,-0.117965817944,1.8370137484,-0.384145125784,0.0,43.8983473907,50.0
Y1050263,-1.26788834324,0.0471321519776,-0.102277926836,-0.0128401965716,0.0,18.6195400273,40.0
Y1050264,0.49594497097,-0.775792476906,0.0465594928044,0.321242649345,0.0,37.1126650901,40.0
Y1050265,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,20.0
Y1050266,0.309818145433,-0.637063310031,0.153872933315,-0.107890248301,0.0,39.5622222974,40.0
Y1050267,-0.570917246688,-0.0937884661951,0.0190606563216,0.812897669967,0.0,15.8845481648,30.0
Y1050268,1.89955799256,-1.29835005589,-0.165268212203,0.256771734665,1.0,77.0584895014,60.0
Y1050269,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,10.0
Y1050270,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,40.0
Y1050271,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,0.0
Y1050272,-1.37239284165,0.121387482588,-0.0558696399975,0.12762760512,0.0,15.2247357062,0.0
Y1050273,-0.111036649003,0.124721862789,1.39617699757,-0.233858270321,0.0,29.5654815432,40.0
Y9999986,1.17752128466,0.0875433377427,-0.986199170743,-0.832740455742,0.0,55.4249775092,58.0
Y9999987,-0.43185235593,-0.546910492908,-0.473544221542,-1.1365826101,0.0,45.7779745961,27.0
Y9999988,-0.426782849695,-0.332093244332,0.00259335982056,-0.130599123282,0.0,30.7882833229,33.0
Y9999989,0.437204815137,-0.721100134988,0.121961513311,-0.958426551021,0.0,52.1961924679,59.0
Y9999990,3.3316116776,-0.583171458478,0.512181540525,0.538432690406,1.0,82.2035218247,63.0
Y9999991,-0.675696185561,-0.373648054816,-0.365258218919,-0.808824406155,0.0,37.8567645135,36.0
Y9999992,0.514628632441,0.0124711348702,1.57841567331,-0.00567772133767,0.0,33.3551244945,38.0
Y9999993,1.14690971393,-0.349046435442,-0.92463986106,-0.335882705409,0.0,51.412005842,49.0
Y9999994,-0.640861352757,-0.398399831686,-0.380727647865,-0.855647006719,0.0,38.9883659539,20.0
Y9999995,1.28742616941,-0.650531963445,1.25353742109,-1.10077880605,0.0,59.8398478845,57.0
Y9999996,-0.292513024712,-0.645917600388,-0.535421937326,-1.32387301236,0.0,50.3043803575,54.0
Y9999997,0.374418304807,-0.901384112347,-0.353203505939,-1.20751893625,0.0,56.8151164513,58.0
Y9999998,-0.00515050436211,-0.489616888906,-0.181778330784,-1.30954573528,0.0,51.3372139504,49.0
Y9999999,0.868498828946,-0.898129317548,-0.0903685517681,-1.4740976214,1.0,85.823784219,73.0
